2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	19	21	23	25	28	31	34	38	42	47	52	58	64	71	79	88	98	109	122	136	152	170	190	212	237	265	296	331	370	410	450	490	530	570	610	650	690	730	770	810	850	890	930	970	1010	1050	1090	1130	1170	1210	1250	1290	1330	1370	1410	1450	1490	1530	1570	1610	1650	1690	1730	1770	1810	1850	1890	1930	1970	2010	2050	2090	2130	2170	2210	2250	2290	2330	2370	2410	2450	2490
2.1826225067753926e-09	1.3861624712319058e-09	9.848518053636766e-10	7.470136828633859e-10	5.907708979445812e-10	4.812492902269787e-10	4.008176841607925e-10	3.396376032440624e-10	2.918068776658669e-10	2.524734889604417e-10	2.2166162824048965e-10	1.961609952656048e-10	1.7478964834066806e-10	1.5668334916884567e-10	1.4119704155422839e-10	1.278406318021801e-10	1.060843179759758e-10	8.925043958330162e-11	7.595203212260894e-11	6.526376961146843e-11	5.278071271895311e-11	4.3338973199048385e-11	3.6037231617114506e-11	2.8639797196140353e-11	2.3114526053971813e-11	1.7999363595429184e-11	1.4246968479305043e-11	1.0954186712327471e-11	8.558779290080053e-12	6.526784867944692e-12	4.877608811665725e-12	3.584370021909064e-12	2.59752892394238e-12	1.8608227120201853e-12	1.2845282652523736e-12	8.831127469866745e-13	5.911730441539885e-13	3.8799730808974134e-13	2.514383032641606e-13	1.6211332697745536e-13	1.0301107294012535e-13	6.53550482752901e-14	4.187444125089641e-14	2.6986595217661152e-14	1.7622021948128717e-14	1.1993217273107613e-14	8.48379852804377e-15	6.173950720937209e-15	4.590829830118896e-15	3.4725776260457035e-15	2.6645978154723083e-15	2.070367337606469e-15	1.6271989073549915e-15	1.292623584440893e-15	1.0374861729815725e-15	8.41122661580869e-16	6.887341899858601e-16	5.695139814941821e-16	4.754898663322725e-16	4.006944522727063e-16	3.406590497271076e-16	2.9195979579904505e-16	2.520143082031104e-16	2.1887418829332147e-16	1.910503612452528e-16	1.6745137502331014e-16	1.472519062979508e-16	1.2982894864195053e-16	1.147251448794543e-16	1.0158756262833456e-16	9.013923023508978e-17	8.015405621408695e-17	7.144521740151197e-17	6.38528270676241e-17	5.723629229060741e-17	5.146908008094456e-17	4.6437528199886046e-17	4.203843975396677e-17	3.8178963709518475e-17	3.47776625988936e-17	3.1763739902450344e-17	2.9078417598600154e-17	2.667227064942377e-17	2.450466158563332e-17	2.254319381880142e-17	2.0762035299434763e-17	1.91414467529907e-17	1.7664829584551685e-17	1.6317590620263792e-17	1.5087966533228356e-17	1.3966066206893073e-17	1.294290710522026e-17	1.2009443262060805e-17	1.1158045856870956e-17	1.0381900211446864e-17	9.673469886932834e-18	9.026142892616644e-18	8.434509423968361e-18
1.992087793013319e-09	1.2691407416862238e-09	9.039977749583923e-10	6.869271604432205e-10	5.440702895483994e-10	4.4383652789318803e-10	3.7017463633448045e-10	3.141054414823011e-10	2.7024020938495874e-10	2.3409202556943945e-10	2.0579293525481998e-10	1.823574847370017e-10	1.627053110994008e-10	1.4604595951134421e-10	1.3178922800291083e-10	1.1948640573767334e-10	9.942998010077879e-11	8.38938807691601e-11	7.16065030956171e-11	6.171898083757685e-11	5.015319912550826e-11	4.138758844764012e-11	3.459402357369715e-11	2.7692818355608198e-11	2.252066522745253e-11	1.7712570263395775e-11	1.4167459492419777e-11	1.1037606828948634e-11	8.744010170738585e-12	6.781582707149819e-12	5.171519446158317e-12	3.891870165499123e-12	2.8992203831915757e-12	2.1433442274869016e-12	1.5373488079240276e-12	1.1022912883034471e-12	7.742321291462693e-13	5.356311686037456e-13	3.666587403074952e-13	2.4927742683338615e-13	1.661723148339164e-13	1.0918544538713939e-13	7.09655877809476e-14	4.514767233392573e-14	2.8206390480137783e-14	1.7933117167253506e-14	1.1699128585034836e-14	7.82128307218131e-15	5.365146395063462e-15	3.785513039536217e-15	2.7545656129702673e-15	2.0702297401522077e-15	1.6065835825747656e-15	1.2840899321965885e-15	1.0529951342559437e-15	8.817864183002158e-16	7.507303437509908e-16	6.473264915478734e-16	5.635466358110436e-16	4.942197028720714e-16	4.3587407836992354e-16	3.86081416917275e-16	3.4312833327354416e-16	3.0574322890793087e-16	2.729563939448813e-16	2.440277222741912e-16	2.1836856828569405e-16	1.9551316805785356e-16	1.750935175491357e-16	1.5680973997818134e-16	1.4041833360784606e-16	1.2571506720854646e-16	1.1252787173693572e-16	1.0071005063800249e-16	9.013064015691895e-17	8.067502044215715e-17	7.22378162349608e-17	6.472250778253935e-17	5.80413043540331e-17	5.211112231776422e-17	4.6856165469466605e-17	4.2206572345346834e-17	3.8097201697300266e-17	3.446835120676412e-17	3.126584201597994e-17	2.843950814743293e-17	2.5946308380217482e-17	2.3747666226002986e-17	2.1805927336878267e-17	2.0088906708625435e-17	1.856807390793686e-17	1.7219524665327806e-17	1.6018043921995892e-17	1.4943629925730865e-17	1.3980373352147948e-17	1.3110790564303139e-17	1.2321487830476864e-17	1.1602581349787483e-17
2.041954341363469e-09	1.2964308789723381e-09	9.201815701584376e-10	6.973154535199657e-10	5.510228998467532e-10	4.485954236495854e-10	3.7345616201043966e-10	3.1632060369499417e-10	2.7164653831913615e-10	2.348960983072647e-10	2.0616928116576592e-10	1.8240546355448467e-10	1.6249871429833567e-10	1.4564054329330088e-10	1.3122780845397957e-10	1.1880212552063776e-10	9.857288945886559e-11	8.29310110052201e-11	7.058152703353201e-11	6.066101708706853e-11	4.908066622366536e-11	4.032598187224821e-11	3.355785236009585e-11	2.6702403052759056e-11	2.158203447353605e-11	1.6840536144913593e-11	1.3360242887751976e-11	1.030328370305167e-11	8.076282211052662e-12	6.183537523389189e-12	4.643343916952898e-12	3.4313671877429602e-12	2.5024439742655968e-12	1.8052146134532014e-12	1.2561265079910448e-12	8.705386861931001e-13	5.874677611931784e-13	3.883195670262829e-13	2.528855896725734e-13	1.6323458971312748e-13	1.0327648691440585e-13	6.478403320762047e-14	4.075889968421358e-14	2.566641936619737e-14	1.638644689792837e-14	1.0995404181554082e-14	7.75963926918952e-15	5.697591416517191e-15	4.315833762464873e-15	3.3483564620116084e-15	2.6455078818906936e-15	2.1187963514347754e-15	1.7140435668280559e-15	1.3965825596885337e-15	1.143804513028616e-15	9.403081986825098e-16	7.753032769857565e-16	6.410040047651262e-16	5.315067527578035e-16	4.422849656789565e-16	3.6970412297582622e-16	3.107738532880418e-16	2.6301649499932387e-16	2.2435058710155566e-16	1.929942524115541e-16	1.6748129718632393e-16	1.4658312074499096e-16	1.2928615509575818e-16	1.1480515271662682e-16	1.0252196729992375e-16	9.196241490058106e-17	8.277092364934965e-17	7.46862341675556e-17	6.751570570217952e-17	6.111679560386505e-17	5.538113183568323e-17	5.0225934105947017e-17	4.5584831591919087e-17	4.140315820545786e-17	3.763535285929702e-17	3.4241845462999133e-17	3.118766040619049e-17	2.844152674674298e-17	2.597473145797077e-17	2.376076799303013e-17	2.1775483932105868e-17	1.999644596037346e-17	1.840288663174563e-17	1.6975057651936595e-17	1.5693600858364054e-17	1.4542211073542937e-17	1.3505720704903256e-17	1.2568776232049629e-17	1.1718397910942536e-17	1.0944474692259507e-17	1.0235865476379226e-17	9.584162135760984e-18	8.983368250715361e-18
2.3771600662283664e-09	1.5059223567287766e-09	1.0675296799841969e-09	8.083615255807712e-10	6.383756447376547e-10	5.193199186993049e-10	4.3197929216090475e-10	3.656329674454893e-10	3.1384099270062744e-10	2.7129278907092725e-10	2.379961941372773e-10	2.104631436279961e-10	1.8740752205894828e-10	1.6788958963282552e-10	1.5120843261126824e-10	1.3683166194348934e-10	1.1343633053707591e-10	9.535671749346693e-11	8.109039994246434e-11	6.963607940515412e-11	5.626009583428776e-11	4.6178083929633614e-11	3.837947369539451e-11	3.048004674328227e-11	2.4600531167644527e-11	1.9148104640334468e-11	1.516266072042166e-11	1.165910297630933e-11	9.113996618584234e-12	6.954324665332388e-12	5.203935213610705e-12	3.828223237657616e-12	2.7775856391807765e-12	1.9932539874263855e-12	1.378205462959257e-12	9.486678780056407e-13	6.356607306188762e-13	4.171703431350047e-13	2.6996067539850227e-13	1.7345809774969383e-13	1.0954215823727421e-13	6.892571349342496e-14	4.3734870835836797e-14	2.7952694687542682e-14	1.8183888142138537e-14	1.2413102381886398e-14	8.8623611201898e-15	6.540860634504217e-15	4.9477829110719164e-15	3.8122654610244905e-15	2.9791649961333485e-15	2.3538445593748186e-15	1.876161036750624e-15	1.5062098238142518e-15	1.2167183646921057e-15	9.884407423233455e-16	8.074996437623223e-16	6.635782405236338e-16	5.488491374648207e-16	4.572652159377451e-16	3.8405663998746597e-16	3.2537463016175613e-16	2.7817475913840925e-16	2.3994268562033445e-16	2.0871884994808428e-16	1.829142922552153e-16	1.6130938562655158e-16	1.4297231084649598e-16	1.2721206010575408e-16	1.1350277151234944e-16	1.014765007187546e-16	9.085789825104996e-17	8.144447967414231e-17	7.308087295325482e-17	6.564464907335065e-17	5.903420800963656e-17	5.316389100852922e-17	4.795769807591719e-17	4.3346319751999124e-17	3.9267370286125514e-17	3.5661457091087706e-17	3.247386877812063e-17	2.965297443713844e-17	2.7152493357172586e-17	2.4930375088954146e-17	2.2948588254056862e-17	2.1172852524334422e-17	1.957368226718179e-17	1.812794761948991e-17	1.6814822018418644e-17	1.5616236299379212e-17	1.451803466467199e-17	1.3509494619475224e-17	1.2580427962061124e-17	1.1722684978710693e-17	1.0930555740540546e-17	1.0197927612216351e-17	9.52016438446309e-18
2.5288485024896295e-09	1.5967082199276092e-09	1.1291409133593989e-09	8.53304980854528e-10	6.728006678921069e-10	5.46676994783919e-10	4.542996431614065e-10	3.841906583125341e-10	3.29499254356452e-10	2.8448994076310147e-10	2.494176287235135e-10	2.2043897317480385e-10	1.961902488546488e-10	1.756758616042233e-10	1.581538604763195e-10	1.4306098608641564e-10	1.1851916914844984e-10	9.9571473936508e-11	8.463275915388977e-11	7.264770195750099e-11	5.866365018040266e-11	4.813302510018317e-11	3.999399020840018e-11	3.175662472003875e-11	2.5630880450722483e-11	1.9954809933715375e-11	1.5809304789034824e-11	1.2167733141261677e-11	9.524157896932125e-12	7.282142064195662e-12	5.465747037704007e-12	4.038343647343326e-12	2.9479219620319314e-12	2.1331483262958304e-12	1.493002516735934e-12	1.04439013194069e-12	7.156138340091334e-13	4.839870016445763e-13	3.2566782477998305e-13	2.1962749323090823e-13	1.4714292003417577e-13	9.894556377620004e-14	6.717633263377907e-14	4.568581734121595e-14	3.11678690605558e-14	2.1836148734623592e-14	1.5701519179757614e-14	1.1514791622065467e-14	8.582167683038076e-15	6.490590271441623e-15	4.9788945598237715e-15	3.8739108012539225e-15	3.0574642373594836e-15	2.447115560856416e-15	1.984926685155192e-15	1.6299015999264336e-15	1.3530774524816925e-15	1.133938946292974e-15	9.579457123069842e-16	8.147994056167832e-16	6.970836023348747e-16	5.993550516746976e-16	5.176521295629178e-16	4.489044078088698e-16	3.907996011253722e-16	3.414847932383808e-16	2.99484643831902e-16	2.636063475059839e-16	2.3287224166923393e-16	2.0645420697994048e-16	1.836784476005863e-16	1.6397554077807241e-16	1.4687002787769364e-16	1.319609560924671e-16	1.189132727235906e-16	1.074459716576244e-16	9.732457671554401e-17	8.835558162485518e-17	8.037617116623262e-17	7.325299862047312e-17	6.687482562010465e-17	6.114909386754537e-17	5.599832149382181e-17	5.135831229455904e-17	4.7173626061130637e-17	4.339513893714583e-17	3.9980201880841995e-17	3.6890263506353304e-17	3.409308977674121e-17	3.155795795316335e-17	2.9255953012080294e-17	2.7161373490519705e-17	2.525320563534695e-17	2.351019697779794e-17	2.191311935710431e-17	2.0448282188628255e-17	1.9100764014795266e-17	1.7858243631969763e-17
2.6282983178446966e-09	1.6587818836992183e-09	1.173404040080285e-09	8.870656126286599e-10	6.997203331388634e-10	5.688405497167918e-10	4.729797629305247e-10	4.002132700204777e-10	3.434463352098284e-10	2.967355829034241e-10	2.6035625193344743e-10	2.302980625959463e-10	2.0514532144815507e-10	1.8386466956974986e-10	1.6568618331937162e-10	1.5002568469899198e-10	1.2455384455468648e-10	1.0487872007521742e-10	8.935720592488547e-11	7.689572743822974e-11	6.23408614214081e-11	5.136448040309113e-11	4.286682839657213e-11	3.4247785405532816e-11	2.782005005039451e-11	2.1843167131879423e-11	1.7458624762892618e-11	1.3586643481696578e-11	1.075764979605941e-11	8.34024473733741e-12	6.3630596656593715e-12	4.791138017271576e-12	3.57322245846727e-12	2.64771337354658e-12	1.90555347445881e-12	1.372490465758436e-12	9.704557746411194e-13	6.775467898141546e-13	4.695977383070256e-13	3.245220311524907e-13	2.2112280672580952e-13	1.4959309292396352e-13	1.0094719291936924e-13	6.746895940993045e-14	4.4899791935118604e-14	3.0698110604124875e-14	2.1669568631881324e-14	1.5734507083143802e-14	1.1721203198670066e-14	8.938506326542476e-15	6.963595979625486e-15	5.529281933248399e-15	4.463514145515695e-15	3.65356414290095e-15	3.0248237846086755e-15	2.5273629421029375e-15	2.127236207865549e-15	1.8009913430440922e-15	1.5321393902721669e-15	1.3088034560796637e-15	1.1221414014666442e-15	9.653697838621395e-16	8.332778705531065e-16	7.216021258645275e-16	6.269715142681475e-16	5.465552301568011e-16	4.78036427744075e-16	4.1951599753532893e-16	3.6938677663170126e-16	3.2632354339570787e-16	2.892293580204874e-16	2.57195798301404e-16	2.294648800847418e-16	2.0539984708798877e-16	1.844665816066776e-16	1.662123538903505e-16	1.502499169535796e-16	1.3625319068148918e-16	1.239377361624325e-16	1.1306203819072102e-16	1.0341927282823575e-16	9.483238065769096e-17	8.715153095907155e-17	8.025273071074196e-17	7.403148739615048e-17	6.83987799678171e-17	6.327979908350372e-17	5.861210154174239e-17	5.434735003196557e-17	5.044166730705027e-17	4.6856815307657854e-17	4.356132369963505e-17	4.052961983201859e-17	3.773698020622576e-17	3.516149018861703e-17	3.2786433684539244e-17	3.05941561089261e-17	2.856945041227939e-17
2.616850811783704e-09	1.657073881055615e-09	1.1738646367646978e-09	8.884156937650499e-10	7.015308890082999e-10	5.708403732098439e-10	4.750144045855688e-10	4.022339257785867e-10	3.4543494723091063e-10	2.9859231264028886e-10	2.6215100305585e-10	2.3202558454547904e-10	2.0680389278198597e-10	1.854547156117403e-10	1.6720940466545098e-10	1.514844315553511e-10	1.2589219511207462e-10	1.0610851565826458e-10	9.04898235966702e-11	7.794149655573978e-11	6.327315525223614e-11	5.220056163224997e-11	4.3620605382767153e-11	3.490925122792285e-11	2.840522373193397e-11	2.2349965929383415e-11	1.7901812348406593e-11	1.396788707577475e-11	1.108892314130104e-11	8.624459477767546e-12	6.604544756046244e-12	4.9947284612608665e-12	3.743871268952242e-12	2.790147409095094e-12	2.0222776640729914e-12	1.4680495634529306e-12	1.0476103646101854e-12	7.391102250432801e-13	5.182133089160653e-13	3.625492331309218e-13	2.502921467065017e-13	1.715711820237647e-13	1.1722581673988538e-13	7.922253957022222e-14	5.318517254118468e-14	3.655636401022683e-14	2.5856848751963942e-14	1.8759838374897885e-14	1.3932157388727848e-14	1.0575035348623234e-14	8.19264129205856e-15	6.4674975802924535e-15	5.19270896400091e-15	4.23124973846785e-15	3.491556603193669e-15	2.9118760493741976e-15	2.4499420435702667e-15	2.0764854209490075e-15	1.7709097010670796e-15	1.5184602364138953e-15	1.3082270630225088e-15	1.1319477979795805e-15	9.833608436308888e-16	8.574328789731984e-16	7.50259571154498e-16	6.586150141752123e-16	5.799219927722286e-16	5.120920525787964e-16	4.534001577146021e-16	4.024348426029868e-16	3.58047520362895e-16	3.192917229891874e-16	2.853819313411434e-16	2.5565781738457367e-16	2.295651845096824e-16	2.0662856383667504e-16	1.8643907027357491e-16	1.686461090206885e-16	1.529390814020414e-16	1.3904995008627897e-16	1.2674306284998456e-16	1.1581230557582962e-16	1.0607791167018063e-16	9.738717559573733e-17	8.960746737858924e-17	8.26229846478859e-17	7.633209924463228e-17	7.064843007472225e-17	6.550262008668428e-17	6.083112545761109e-17	5.657692545149706e-17	5.2692543528582044e-17	4.913982509907257e-17	4.588141283579788e-17	4.2884576187230296e-17	4.012508346290046e-17	3.7577821318011504e-17	3.5221038926552377e-17
7.069291020351378e-09	4.334567679729706e-09	3.0024237301388633e-09	2.2322800778800507e-09	1.7363913185225435e-09	1.3945654167150687e-09	1.1472056987188402e-09	9.615243979565282e-10	8.180741583490485e-10	7.018695610436064e-10	6.112731744528734e-10	5.369872745740963e-10	4.752653597975374e-10	4.2339214882489325e-10	3.793579815757945e-10	3.416477755828866e-10	2.8080848423830206e-10	2.342946635457569e-10	1.9794397897742791e-10	1.690125093632753e-10	1.3555111307265425e-10	1.1059532635252767e-10	9.146851141146931e-11	7.227455301718391e-11	5.812335080246962e-11	4.5114795584728814e-11	3.5685992129142146e-11	2.7456851933142403e-11	2.1516633220566526e-11	1.6500323950120335e-11	1.244901995377617e-11	9.26950896515028e-12	6.83856505872389e-12	5.01565492633074e-12	3.5733732525064045e-12	2.5512493912379602e-12	1.7901218574874316e-12	1.2421335994177191e-12	8.570730792288456e-13	5.905343060877127e-13	4.014860023472431e-13	2.7087512869144834e-13	1.8183827654816076e-13	1.202342524975278e-13	7.843605057736826e-14	5.2018594120459644e-14	3.5239628157289146e-14	2.429950798511209e-14	1.7024306867758706e-14	1.2110171242257792e-14	8.746110688057077e-15	6.412682165328997e-15	4.771845913396748e-15	3.60104151807787e-15	2.7529780148035417e-15	2.1296342297963807e-15	1.6650461237026956e-15	1.314598030658712e-15	1.04757535742513e-15	8.42576616557051e-16	6.842734114494145e-16	5.613427819844373e-16	4.655470478200618e-16	3.9044732327951227e-16	3.312915829355677e-16	2.84294820602756e-16	2.466224124624068e-16	2.1611240242679429e-16	1.9109537625391362e-16	1.703210988670959e-16	1.528619690455376e-16	1.3802334590323096e-16	1.25283114892299e-16	1.1424357552238005e-16	1.0460029973812107e-16	9.61143934961081e-17	8.859530030429996e-17	8.189173812411956e-17	7.587671531351198e-17	7.044796175327213e-17	6.552016437634375e-17	6.102312913932416e-17	5.689920604138553e-17	5.3102043382674436e-17	4.959371419788774e-17	4.634264651964348e-17	4.332226210355096e-17	4.0510812908470136e-17	3.789088456040224e-17	3.5446557273268106e-17	3.316376755407656e-17	3.103021282682124e-17	2.9035534410676767e-17	2.7169612430110977e-17	2.5423081731318553e-17	2.3788227776121873e-17	2.2257417613458406e-17	2.082347239746795e-17
5.513509795707175e-09	3.5152328875879892e-09	2.5088606430721094e-09	1.9108742500611065e-09	1.5175807584324927e-09	1.2417701814505689e-09	1.0391084253681757e-09	8.848307663408241e-10	7.640857684224058e-10	6.615464107684059e-10	5.837917162745537e-10	5.192970240499861e-10	4.6511945327630325e-10	4.191070614298375e-10	3.796533564462375e-10	3.455370331764394e-10	2.8974477531226254e-10	2.4633344371002415e-10	2.1183993561466125e-10	1.8395032067702872e-10	1.511302408665445e-10	1.2606944494439678e-10	1.0649895638161128e-10	8.644265019609467e-11	7.125652125396605e-11	5.697717934885781e-11	4.6313125020381867e-11	3.6766594814224086e-11	2.966375892719823e-11	2.3487459339931347e-11	1.8325771353032954e-11	1.4137883424395951e-11	1.0814715245681556e-11	8.22120842360254e-12	6.0844837960057105e-12	4.503780756843368e-12	3.2731674842448707e-12	2.346627336156371e-12	1.666125041042781e-12	1.1753783169258188e-12	8.144525322723096e-13	5.572791214231801e-13	3.781796369246804e-13	2.526448473713446e-13	1.6712237056662232e-13	1.1318193941986308e-13	7.902959716447412e-14	5.673142868817806e-14	4.178239295727104e-14	3.151071790941793e-14	2.428677335989197e-14	1.9088820793661267e-14	1.5265541034928494e-14	1.2391658579992496e-14	1.0187968532768127e-14	8.466794722831776e-15	7.1005021199569855e-15	6.000647108208451e-15	5.104703500495343e-15	4.367568230845828e-15	3.756111890989879e-15	3.2451615725783487e-15	2.8155551731931003e-15	2.4523656309971025e-15	2.1437228243703142e-15	1.88027977757769e-15	1.654468124198403e-15	1.4601358628881064e-15	1.2923457539855716e-15	1.1470405321502026e-15	1.0208679476628879e-15	9.110367729359373e-16	8.152229074894713e-16	7.314719039788986e-16	6.581216629346583e-16	5.937525731737668e-16	5.371443435572682e-16	4.872475657155697e-16	4.431562121549865e-16	4.040893629803181e-16	3.6937636793220112e-16	3.3844550717526795e-16	3.1080073438214635e-16	2.8601599557568174e-16	2.637265368904924e-16	2.4361975965613213e-16	2.254339178552269e-16	2.0894614031056342e-16	1.9395357948868319e-16	1.8028396499828777e-16	1.6779384883338798e-16	1.56360754183096e-16	1.4586671924222632e-16	1.362161262659396e-16	1.273311639533222e-16	1.1913199818278516e-16	1.1155444583432116e-16	1.0454849661992284e-16
