0.01012	0.01318	0.0153	0.01697	0.01763	0.0212	0.02398	0.02559	0.02763	0.03001	0.03212	0.03408	0.03682	0.03984	0.04582	0.05092	0.05715	0.06641	0.0755	0.08798	0.09929	0.106	0.10643	0.11762	0.1218	0.12672	0.13269	0.13806	0.14393	0.14774	0.15	0.15333	0.15948	0.16448	0.17157	0.17675	0.17893	0.18152	0.18484	0.19005	0.1965	0.20072	0.20431	0.21028	0.21311	0.21791	0.2223	0.22796	0.23359	0.23943	0.24317	0.24599	0.24931	0.25149	0.25693	0.26312	0.26801	0.27088	0.27946	0.2854	0.29003	0.29532	0.30012	0.30538	0.31032	0.31774	0.32531	0.3306	0.33742	0.34688	0.35161	0.36082	0.37013	0.37386	0.38	0.38447	0.40471	0.4193	0.42866	0.44255	0.46101	0.47572	0.50091	0.51	0.5138	0.53378	0.55875	0.5806	0.6006	0.61	0.62723	0.64864	0.69315	0.71963	0.73561	0.75669	0.7766	0.81072	0.84214	0.87217	0.92491	0.95076	1.00279	1.305	2.26
5.909928023763088e-14	5.945289439569986e-14	5.969852601275731e-14	5.989231239764461e-14	5.99689589133656e-14	6.03841496112735e-14	6.070822502149921e-14	6.089623987362054e-14	6.113484054388911e-14	6.141376092346348e-14	6.16615621793366e-14	6.189218972337951e-14	6.221530083652081e-14	6.25723634263372e-14	6.328220128736531e-14	6.389047386216268e-14	6.463715353464986e-14	6.575442295305224e-14	6.685979915461288e-14	6.839124529252743e-14	6.97929085199872e-14	7.063066423263035e-14	7.068450701972806e-14	7.209228705783054e-14	7.262142340572296e-14	7.324650364417185e-14	7.400827454001819e-14	7.469656107857797e-14	7.545225980303555e-14	7.594461193325929e-14	7.62373527818139e-14	7.666962673477355e-14	7.747089375542323e-14	7.812512109475502e-14	7.905709753206279e-14	7.974117444334712e-14	8.002986645915143e-14	8.037346801269725e-14	8.081488944698774e-14	8.150980674505598e-14	8.237384165787148e-14	8.294137413208426e-14	8.342556395075383e-14	8.423356092790562e-14	8.461780662962726e-14	8.527132995471513e-14	8.587101062428455e-14	8.66469608275002e-14	8.74219051985866e-14	8.822902276091356e-14	8.874765434901296e-14	8.913960758122311e-14	8.960204605197822e-14	8.990627712317787e-14	9.066746775952369e-14	9.153708430073662e-14	9.222668301427316e-14	9.263249019245352e-14	9.385039525193982e-14	9.469770012415456e-14	9.53604849999651e-14	9.612025699769708e-14	9.68119637131036e-14	9.757247870248262e-14	9.828912153385009e-14	9.936988595002369e-14	1.0047786700191781e-13	1.0125534668915922e-13	1.0226158064675104e-13	1.0366455451015747e-13	1.043691840006639e-13	1.0574719382357398e-13	1.0714819098540291e-13	1.0771175019860875e-13	1.0864223787251861e-13	1.0932183674626207e-13	1.1242205662175318e-13	1.1468012088169517e-13	1.1613895545402238e-13	1.1831845909237046e-13	1.2124195450306173e-13	1.235934106665031e-13	1.2766478537228444e-13	1.291477210222137e-13	1.2976980020941828e-13	1.3306138867421992e-13	1.3722376574167518e-13	1.4091004244274242e-13	1.443198600739793e-13	1.4593415986295224e-13	1.4891240849488083e-13	1.5264768605337964e-13	1.605339839166257e-13	1.653021216041584e-13	1.682067884149413e-13	1.7206951317966207e-13	1.7574998552035596e-13	1.8212901189271772e-13	1.8808233586138268e-13	1.9384208564237217e-13	2.041196866140271e-13	2.0923123883923325e-13	2.1966414718965674e-13	2.8383395880963874e-13	5.169988514234356e-13
0.01012	0.01318	0.0153	0.01697	0.01763	0.0212	0.02398	0.02559	0.02763	0.03001	0.03212	0.03408	0.03682	0.03984	0.04582	0.05092	0.05715	0.06641	0.0755	0.08798	0.09929	0.106	0.10643	0.11762	0.1218	0.12672	0.13269	0.13806	0.14393	0.14774	0.15	0.15333	0.15948	0.16448	0.17157	0.17675	0.17893	0.18152	0.18484	0.19005	0.1965	0.20072	0.20431	0.21028	0.21311	0.21791	0.2223	0.22796	0.23359	0.23943	0.24317	0.24599	0.24931	0.25149	0.25693	0.26312	0.26801	0.27088	0.27946	0.2854	0.29003	0.29532	0.30012	0.30538	0.31032	0.31774	0.32531	0.3306	0.33742	0.34688	0.35161	0.36082	0.37013	0.37386	0.38	0.38447	0.40471	0.4193	0.42866	0.44255	0.46101	0.47572	0.50091	0.51	0.5138	0.53378	0.55875	0.5806	0.6006	0.61	0.62723	0.64864	0.69315	0.71963	0.73561	0.75669	0.7766	0.81072	0.84214	0.87217	0.92491	0.95076	1.00279	1.305	2.26
4.1643508118474027e-14	4.188773798332376e-14	4.205743601181537e-14	4.219136438768347e-14	4.2244349978058936e-14	4.2531434118800727e-14	4.2755480966042446e-14	4.288543018114338e-14	4.305030135925782e-14	4.3242966924975424e-14	4.3414071701394236e-14	4.357327184914752e-14	4.379626209159942e-14	4.4042637859419944e-14	4.45323138451933e-14	4.495179497560795e-14	4.54664940782737e-14	4.6236140450198786e-14	4.699704577977526e-14	4.805035779882033e-14	4.901348710410032e-14	4.958872055955671e-14	4.9625680344161655e-14	5.0591579570711445e-14	5.09544009826397e-14	5.13828501154549e-14	5.1904757680916915e-14	5.237609896600352e-14	5.289336361917953e-14	5.3230235921623803e-14	5.343048152218244e-14	5.3726103911639175e-14	5.427385474581258e-14	5.472087892974512e-14	5.535736021943508e-14	5.582429897331315e-14	5.602129339266279e-14	5.625570871416792e-14	5.6556783728348546e-14	5.703058458274625e-14	5.761939637625682e-14	5.800597357775903e-14	5.83356702114932e-14	5.888562684238752e-14	5.914706051537409e-14	5.959155765014182e-14	5.999926946582369e-14	6.052659093546252e-14	6.105296695936684e-14	6.16009183621629e-14	6.195286726286957e-14	6.221877325340969e-14	6.253241140287404e-14	6.273869835857246e-14	6.325465516288027e-14	6.384379818190205e-14	6.431075035420326e-14	6.458544060759774e-14	6.540940993823799e-14	6.598227188970437e-14	6.643016333453629e-14	6.694336203919321e-14	6.741036790133099e-14	6.79235908696736e-14	6.840697852334646e-14	6.913555267264348e-14	6.988195074864301e-14	7.040538826757177e-14	7.108244727685655e-14	7.202572979598627e-14	7.249916394336051e-14	7.342441812605373e-14	7.436426886500995e-14	7.474209102344144e-14	7.536561082495193e-14	7.582077471565768e-14	7.789463953971747e-14	7.940255204308781e-14	8.037558245251151e-14	8.182759044686771e-14	8.377205081562265e-14	8.533337674216704e-14	8.803108473982405e-14	8.901191471362315e-14	8.942308346417682e-14	9.159592007122987e-14	9.433690914299196e-14	9.675815160356554e-14	9.899259367995936e-14	1.0004868885415426e-13	1.0199414138947952e-13	1.044286751079913e-13	1.0954882564931231e-13	1.1263138482535854e-13	1.145043561236282e-13	1.1698936767877657e-13	1.1935102823190505e-13	1.2343011705050218e-13	1.2722070652338505e-13	1.3087299335181408e-13	1.373530199756633e-13	1.4055803206603802e-13	1.4706249480252837e-13	1.8593488411298644e-13	3.075668508885316e-13
0.01012	0.01318	0.0153	0.01697	0.01763	0.0212	0.02398	0.02559	0.02763	0.03001	0.03212	0.03408	0.03682	0.03984	0.04582	0.05092	0.05715	0.06641	0.0755	0.08798	0.09929	0.106	0.10643	0.11762	0.1218	0.12672	0.13269	0.13806	0.14393	0.14774	0.15	0.15333	0.15948	0.16448	0.17157	0.17675	0.17893	0.18152	0.18484	0.19005	0.1965	0.20072	0.20431	0.21028	0.21311	0.21791	0.2223	0.22796	0.23359	0.23943	0.24317	0.24599	0.24931	0.25149	0.25693	0.26312	0.26801	0.27088	0.27946	0.2854	0.29003	0.29532	0.30012	0.30538	0.31032	0.31774	0.32531	0.3306	0.33742	0.34688	0.35161	0.36082	0.37013	0.37386	0.38	0.38447	0.40471	0.4193	0.42866	0.44255	0.46101	0.47572	0.50091	0.51	0.5138	0.53378	0.55875	0.5806	0.6006	0.61	0.62723	0.64864	0.69315	0.71963	0.73561	0.75669	0.7766	0.81072	0.84214	0.87217	0.92491	0.95076	1.00279	1.305	2.26
6.209508885231317e-14	6.2464382501818e-14	6.272106596008931e-14	6.292369406516462e-14	6.300387094111998e-14	6.343839642396441e-14	6.377761270590142e-14	6.397437766560935e-14	6.422403700617411e-14	6.45158086375486e-14	6.477495099535195e-14	6.501608270306387e-14	6.53538658636014e-14	6.572713778582677e-14	6.646928896203741e-14	6.710533614063823e-14	6.788609544336239e-14	6.905419772107316e-14	7.020976566857858e-14	7.181066928430512e-14	7.32757841483002e-14	7.415141396394079e-14	7.420768978668775e-14	7.567903671705512e-14	7.623204238080937e-14	7.688530406668272e-14	7.768139669884462e-14	7.840067398783331e-14	7.919037783285362e-14	7.970487364346144e-14	8.001077650250503e-14	8.046248062074916e-14	8.12997470143529e-14	8.198335224556867e-14	8.295715644702905e-14	8.367191943623265e-14	8.39735576851668e-14	8.433256501435491e-14	8.479377368879678e-14	8.551983186477492e-14	8.642257076068834e-14	8.701551682668519e-14	8.75213830968627e-14	8.836554302245869e-14	8.876698206442653e-14	8.94497421276516e-14	9.007624495178155e-14	9.088689381622826e-14	9.169648415937024e-14	9.253967883548753e-14	9.308148912861739e-14	9.349095794078216e-14	9.397406020896254e-14	9.429188479390983e-14	9.508708392303726e-14	9.599554932367004e-14	9.671595261996433e-14	9.713988664751277e-14	9.841219211119226e-14	9.929734335043043e-14	9.998973320258928e-14	1.0078344356810297e-13	1.0150604991405602e-13	1.0230054077691794e-13	1.0304920244658946e-13	1.0417826090864667e-13	1.053357621879646e-13	1.0614799772288514e-13	1.0719922347239846e-13	1.0866494966900398e-13	1.0940110619249013e-13	1.1084079401749395e-13	1.1230453096458472e-13	1.128933377531212e-13	1.1386552502479463e-13	1.1457559111321595e-13	1.1781492770909854e-13	1.201744668386686e-13	1.2169893305471795e-13	1.2397660594823478e-13	1.2703201502620988e-13	1.2948978246467387e-13	1.3374570569402412e-13	1.3529602046834053e-13	1.3594639123720822e-13	1.3938794911174548e-13	1.4374065510223364e-13	1.4759616909499635e-13	1.51163130738755e-13	1.5285203527088948e-13	1.5596828656663226e-13	1.598773317557352e-13	1.6813314088940288e-13	1.7312651056322387e-13	1.7616908601610038e-13	1.8021605194006638e-13	1.8407299165786028e-13	1.907600590580888e-13	1.9700344495175788e-13	2.030462688059148e-13	2.1383515845623502e-13	2.1920403545366035e-13	2.30168622016962e-13	2.978158258968229e-13	5.474093612470629e-13
0.01012	0.01318	0.0153	0.01697	0.01763	0.0212	0.02398	0.02559	0.02763	0.03001	0.03212	0.03408	0.03682	0.03984	0.04582	0.05092	0.05715	0.06641	0.0755	0.08798	0.09929	0.106	0.10643	0.11762	0.1218	0.12672	0.13269	0.13806	0.14393	0.14774	0.15	0.15333	0.15948	0.16448	0.17157	0.17675	0.17893	0.18152	0.18484	0.19005	0.1965	0.20072	0.20431	0.21028	0.21311	0.21791	0.2223	0.22796	0.23359	0.23943	0.24317	0.24599	0.24931	0.25149	0.25693	0.26312	0.26801	0.27088	0.27946	0.2854	0.29003	0.29532	0.30012	0.30538	0.31032	0.31774	0.32531	0.3306	0.33742	0.34688	0.35161	0.36082	0.37013	0.37386	0.38	0.38447	0.40471	0.4193	0.42866	0.44255	0.46101	0.47572	0.50091	0.51	0.5138	0.53378	0.55875	0.5806	0.6006	0.61	0.62723	0.64864	0.69315	0.71963	0.73561	0.75669	0.7766	0.81072	0.84214	0.87217	0.92491	0.95076	1.00279	1.305	2.26
4.128821699168751e-14	4.153316707112913e-14	4.170311590307753e-14	4.1837128323788774e-14	4.1890128174569315e-14	4.217721563255542e-14	4.2401310874287365e-14	4.253133573229786e-14	4.269636636301837e-14	4.288930085842461e-14	4.306069870942499e-14	4.322020023998774e-14	4.3443630302987544e-14	4.36904866180316e-14	4.4181081302120734e-14	4.460137057311123e-14	4.51171755226967e-14	4.5888708970399616e-14	4.665168000058111e-14	4.7708181596564143e-14	4.8674576017389756e-14	4.9251912756669796e-14	4.928901156445029e-14	5.025870979737624e-14	5.06230403228655e-14	5.105332870914037e-14	5.1577559729637094e-14	5.205107709401519e-14	5.257081414856324e-14	5.2909343749671126e-14	5.3110592013411577e-14	5.34077184155021e-14	5.3958330557624136e-14	5.44077611869369e-14	5.504777847987007e-14	5.551739264867362e-14	5.5715536293351556e-14	5.5951334930781214e-14	5.6254211700268966e-14	5.6730904787549e-14	5.732340706504835e-14	5.771246475694661e-14	5.80443127150785e-14	5.859793082239932e-14	5.88611368522649e-14	5.930869414455216e-14	5.971926435102997e-14	6.025035535176383e-14	6.078057521896388e-14	6.133261340974485e-14	6.168723288410164e-14	6.195518009769004e-14	6.227125181464844e-14	6.247915462692845e-14	6.299920565830721e-14	6.359311517705402e-14	6.406391407300804e-14	6.434089546444947e-14	6.517186203097629e-14	6.574969813127206e-14	6.620154056490437e-14	6.67193327421224e-14	6.719057983000605e-14	6.770853057382518e-14	6.819643474487713e-14	6.89319319684494e-14	6.96855654369727e-14	7.021416260244697e-14	7.089799932027917e-14	7.18509179270322e-14	7.232927254745654e-14	7.326430374375111e-14	7.421430131124758e-14	7.459626319365357e-14	7.522669027182276e-14	7.568695542790363e-14	7.778468586970844e-14	7.931058239864452e-14	8.029549490348268e-14	8.176563262055705e-14	8.373510742485819e-14	8.531711839346637e-14	8.805179864391007e-14	8.904645121683187e-14	8.946347401460041e-14	9.166782424448297e-14	9.444993107791817e-14	9.690873422690023e-14	9.917885028499933e-14	1.0025213936342613e-13	1.0222981727201268e-13	1.047056732685631e-13	1.0991626796890624e-13	1.1305554313046634e-13	1.1496379160217325e-13	1.1749654930057084e-13	1.199045711417287e-13	1.2406597063412542e-13	1.2793555763248017e-13	1.3166622065860963e-13	1.3829071216056236e-13	1.4156971536997524e-13	1.4822948389395703e-13	1.8817585257144895e-13	3.15379683258258e-13
0.01012	0.01318	0.0153	0.01697	0.01763	0.0212	0.02398	0.02559	0.02763	0.03001	0.03212	0.03408	0.03682	0.03984	0.04582	0.05092	0.05715	0.06641	0.0755	0.08798	0.09929	0.106	0.10643	0.11762	0.1218	0.12672	0.13269	0.13806	0.14393	0.14774	0.15	0.15333	0.15948	0.16448	0.17157	0.17675	0.17893	0.18152	0.18484	0.19005	0.1965	0.20072	0.20431	0.21028	0.21311	0.21791	0.2223	0.22796	0.23359	0.23943	0.24317	0.24599	0.24931	0.25149	0.25693	0.26312	0.26801	0.27088	0.27946	0.2854	0.29003	0.29532	0.30012	0.30538	0.31032	0.31774	0.32531	0.3306	0.33742	0.34688	0.35161	0.36082	0.37013	0.37386	0.38	0.38447	0.40471	0.4193	0.42866	0.44255	0.46101	0.47572	0.50091	0.51	0.5138	0.53378	0.55875	0.5806	0.6006	0.61	0.62723	0.64864	0.69315	0.71963	0.73561	0.75669	0.7766	0.81072	0.84214	0.87217	0.92491	0.95076	1.00279	1.305	2.26
6.089938364767265e-14	6.126268524524244e-14	6.151519402647114e-14	6.171452187554484e-14	6.179339188551692e-14	6.222082669356079e-14	6.255450847774133e-14	6.27480743497946e-14	6.299368710159388e-14	6.328074687342512e-14	6.353571956868718e-14	6.377298399164684e-14	6.410536962141303e-14	6.447269368122022e-14	6.520302207503692e-14	6.582893969301062e-14	6.659728149974404e-14	6.774690450725977e-14	6.888429986041712e-14	7.046015902002023e-14	7.190249759529472e-14	7.27645823693336e-14	7.281998931974901e-14	7.42686890611547e-14	7.481321735755661e-14	7.545648915908959e-14	7.624044318918956e-14	7.694878641004549e-14	7.772652159613605e-14	7.823323988288117e-14	7.853452595846998e-14	7.897942298143802e-14	7.980410384508624e-14	8.047746390280791e-14	8.143672082708485e-14	8.21408412123184e-14	8.243799698296853e-14	8.279167610196134e-14	8.324605055199579e-14	8.396137446229851e-14	8.48508085535102e-14	8.54350405301258e-14	8.593348798219398e-14	8.676529947500787e-14	8.716088005695483e-14	8.783369650707322e-14	8.845109748256603e-14	8.9250000917216e-14	9.004789663840599e-14	9.087894871165408e-14	9.141297659742547e-14	9.181657427520093e-14	9.229276104555196e-14	9.260604276746194e-14	9.33898989041452e-14	9.428544615141143e-14	9.499563602328416e-14	9.541357234016766e-14	9.666793309500723e-14	9.754064893851666e-14	9.82233392392334e-14	9.90059604880302e-14	9.971849868427125e-14	1.0050194998278893e-13	1.0124023765596627e-13	1.0235370354694541e-13	1.0349528454414784e-13	1.0429638767915978e-13	1.0533325302797433e-13	1.0677904547379699e-13	1.0750522917983071e-13	1.089254878955112e-13	1.1036957162117629e-13	1.109505010296098e-13	1.1190971728494655e-13	1.1261033738337396e-13	1.1580687615181816e-13	1.1813554262412266e-13	1.196401959387745e-13	1.218884601735416e-13	1.2490477881455464e-13	1.2733139806580878e-13	1.3153400054375865e-13	1.3306508407249928e-13	1.3370741744926923e-13	1.3710673996889454e-13	1.4140673508888227e-13	1.4521620971594997e-13	1.4874111547748533e-13	1.5041028593139427e-13	1.534904245680141e-13	1.573547147247617e-13	1.6551797143364278e-13	1.7045664395688645e-13	1.7346635979634483e-13	1.7747016480345553e-13	1.8128654700949549e-13	1.879046212533423e-13	1.9408509687272645e-13	2.0006840543588748e-13	2.107543714754283e-13	2.1607361404361702e-13	2.2694008389956483e-13	2.940776011355764e-13	5.432707124842443e-13
