# z_reio	Omega_Lambda	YHe	A_s	sigma8	100*theta_s
12.778167724609375	0.7232108785060667	0.24543251196313617	2.382563257310068e-09	0.8390394876328119	1.0406113980825158
12.778167724609375	0.7232108785060667	0.24543251196313617	2.382563257310068e-09	0.8390394876328119	1.0406113980825158
12.466522216796875	0.7297435150067477	0.24538607277057725	2.3447385590525193e-09	0.825296273613082	1.040604806191662
11.867095947265625	0.7261222003485983	0.24531181588898196	2.306561545138034e-09	0.8216135980364638	1.041001898907722
11.381378173828125	0.7223579443057698	0.24538220427003468	2.2916106409631324e-09	0.8206106648221768	1.0407296564062716
11.349090576171875	0.7245660319016503	0.24541535391154187	2.295355898310163e-09	0.8196808526368837	1.0406643412235483
11.879730224609375	0.7226109878380294	0.24537019477689778	2.3123074151606658e-09	0.8271318931619316	1.0409076212670092
12.361236572265625	0.7235131335017795	0.24541016729050344	2.3381731211785192e-09	0.8299219026001806	1.041004358478871
13.037872314453125	0.7222809078277329	0.24542938320890118	2.3074774318629393e-09	0.8284155813319509	1.041395568682963
12.837127685546875	0.7256844178125796	0.2454237495788191	2.3218421644662476e-09	0.8288124020845663	1.0416653826138058
12.004669189453125	0.7242455043363241	0.2453559976800259	2.288866935223145e-09	0.8233713366704328	1.0409857714155764
11.283111572265625	0.7207507819675398	0.24528518874065214	2.2406408237979888e-09	0.8150511461876135	1.0408073566323537
11.527374267578125	0.7223601939646016	0.24526570393159358	2.2367924708289013e-09	0.8130949562810789	1.0407632390111157
11.130096435546875	0.718961241050565	0.24533123607880983	2.205461771171572e-09	0.8115941595737698	1.0412685974147533
12.268585205078125	0.7220587156907794	0.2453702621491263	2.271973658918794e-09	0.8205816224766035	1.04096767926291
11.909210205078125	0.7282424093063189	0.2454344210392914	2.258441349534371e-09	0.8143274754502334	1.0405777710523278
13.018218994140625	0.73138934056667	0.2453962790612583	2.3101602790711178e-09	0.8238361399003898	1.0408450113008845
10.871795654296875	0.7102988909602874	0.24524507870714116	2.1899613756994298e-09	0.8155706111454402	1.0439365577440791
