# omega_b	omega_cdm	h	ln10^{10}A_s	n_s	tau_reio	delta_Neff_drmd	f_idm_drmd	log10z_stop	log10_G_over_aH_drmd
0.02232608637487674	0.1262135696870084	0.7517171592803104	2.980563104820655	1.0075609415088063	0.08546016980854856	1.7548621108761904	0.5434699473316866	3.6640577069998206	11.899750527094247
0.022262812539190668	0.12097969567940244	0.777949835072525	3.0252378901031323	0.9868904487795502	0.11951013933449328	1.957833673436091	0.4651485133345146	3.325916868397389	3.9861405873153792
0.022006276749454615	0.11352978650498886	0.7313149294853668	3.086480358275753	1.008992942483641	0.14919779234078032	1.3115609564953827	0.5279001083240635	3.8732240261690296	10.153313031878465
0.022708500571411352	0.13624324076555455	0.7850440165081322	2.9614848182317437	1.0010317316594874	0.0822305910384676	2.2953708014610346	0.5680106362417946	3.6808216813875325	10.163087330207574
0.02224594543137419	0.1140589747019228	0.7602695277649827	3.0535131499106227	0.9893122140757772	0.12610290203407054	1.5535286459585433	0.47095942472999097	2.602926565361493	4.001731039474568
0.022689740495993278	0.13857234301494306	0.7828682865917705	3.034815060182657	1.0139858458582376	0.10047653796665673	2.394218540576274	0.5657243166305748	3.3887941060055815	4.781339060298393
0.022562148583463202	0.11127591706088005	0.7418854848500274	2.9733034987820277	0.9875121489105438	0.08064480125798731	1.276045471773829	0.5073396677525486	3.398026416959545	9.813761529940882
0.021613975946343608	0.10820353502772583	0.7278433737206584	2.9725270885704718	0.98787348791582	0.09759667823465776	1.186421715423595	0.4864207339845903	4.242051242107753	7.0133503554207435
0.02134695051212743	0.11386423564145792	0.741493076885118	2.9935269893210577	0.9780673448354492	0.11308859468475653	1.446598260809376	0.46577509371163067	3.6686004963588874	12.48923935796011
0.022345536760895943	0.13399553148024088	0.7968121622403752	2.9844364124189857	1.0319032575409164	0.09851978704373086	2.384265954926522	0.5482666425223099	3.75249972641845	7.654268058006718
0.021656396010343804	0.10358936581773233	0.7230010590799771	3.0271449004344415	1.0092122422489163	0.1289999367250344	0.957930258043311	0.4754705419828901	3.642042714153171	7.567713848454032
0.022050972946918088	0.12185319511195719	0.7498560072861943	2.9508742382885083	0.9823880076243037	0.07794160481915559	1.7527858107675576	0.501208715323215	3.192958839085054	3.0922351820807528
0.022372834827253368	0.12141382955073365	0.7866231259925877	2.9358142535228087	1.0027802351541784	0.08887976415803996	2.0233694255041526	0.5005470244179627	3.0908645962733985	7.6895551855506445
0.02195874323854208	0.10196763356912901	0.7527438699986339	2.9197605672778355	0.9898679320702444	0.08355581712568003	1.1843700770174554	0.4510728937875874	3.37547886385305	3.237389261130037
0.021197337009766077	0.11596090183502003	0.7433572396259741	3.0106570046423453	0.9940057320956696	0.10401035315201035	1.5798400266012511	0.47887611556804643	3.8045860949760275	13.75700943409897
0.021225248623250724	0.08731612375437485	0.7086284054440906	3.0247339696285147	0.9776414248914304	0.12109084888276393	0.4854540201522317	0.4149353532529626	2.626275828464232	2.446437118829542
0.023417981758536748	0.13829812561425098	0.8081571762686126	2.9708054311149943	1.010415318928991	0.0910651311155646	2.5493129368421616	0.5362489622588956	3.5226834533106213	9.047646837520755
0.02144435156723297	0.11756376453778511	0.7261173333608676	2.9590892029696985	1.0075425360086747	0.07921815795984309	1.3524550614445217	0.537047352619623	3.817342795986642	11.084765336658293
0.02282473938773333	0.1250911224857362	0.8001708760122099	2.9362996260171705	0.9889720296559712	0.08169862547828065	2.160478874923884	0.4831050399725868	3.172498066824888	3.8591406704326054
0.022468551324510193	0.1146735419886017	0.7410056647394576	3.122991661180682	1.020964346438827	0.1389789397625854	1.29315258568771	0.5595219652687213	3.7562241587187506	12.317519998974308
0.021752799605974565	0.11082089058745528	0.731087214011942	2.9286039847933143	0.9846150074268131	0.06237058223902306	1.2603898276265921	0.4875517991551546	3.682851673487091	12.77585094968428
0.021738940386739073	0.10424605212272553	0.7420145628773119	3.015920412266101	0.9819255480875133	0.12033538279300089	1.1335155712221483	0.46039423783523814	3.015197746458126	4.594692890307446
0.021884803426419353	0.12354818457150021	0.7382881754307464	2.964026579974315	1.0069523607256854	0.08533860979054028	1.6221629570446665	0.505989739818601	3.487841671250003	12.783316444729465
0.02218232218923531	0.12447935770731244	0.7681654895050378	3.0101080518229555	1.0205780083208174	0.10189106724882371	1.8777103486376006	0.5144329368167585	3.4122546316646525	9.768951681935594
0.022144988021034893	0.12721875233758284	0.7825913192454989	2.9662200562586847	1.0093887495381297	0.08943092189883259	2.039370638420184	0.5386005301600894	3.3867407432603813	7.500248644676931
0.022644087778622653	0.1285602845709406	0.790045889236693	2.936490049144561	1.011954111146578	0.07956763469833783	2.1391210754695447	0.5510054662561116	2.910002907953628	4.298435691562225
0.022114925528219812	0.11215445567882693	0.7397975390096158	2.972538948383768	1.0013275685263672	0.088394861852474	1.2450974304670397	0.5123426670000653	4.13948253966947	12.66491949409608
0.021464269770390565	0.10017821497477097	0.7113917871020927	3.004416321400439	0.9838013389134767	0.08667991489714891	0.7639280274038015	0.4794527878154486	3.3622093547078493	8.395113369527143
0.022517301949175998	0.1319043118181968	0.7838791258060723	2.970183451176099	0.9976147736380063	0.09688957926568566	2.310303076711466	0.5007130391405689	3.515610474338434	10.425592693205509
0.021792891688041386	0.12892800777163735	0.7439817185816704	3.021883211564742	1.0079457182310894	0.09110642366622575	1.8295940491130782	0.5623277283975512	3.270776314424147	3.276848806786389
0.021607642048053394	0.09521154807788333	0.7266759411198335	2.970848836548174	0.9904433468641043	0.1045128471973968	0.7774957578479709	0.48130326749807667	3.410257223892792	3.7263132390084914
0.02220348319423993	0.13425471296521185	0.7649724352517759	2.988449158529366	1.023847982849639	0.1005538126303483	2.16017678732834	0.5510117366291031	3.0494876685742383	6.196012131472117
0.022013273978715574	0.11451591909284001	0.739766814561363	2.9824826587919753	0.9809205752995562	0.09260418064596912	1.3889537691290803	0.4861080080701706	4.032832134293026	5.983646275172743
0.0228147028374851	0.12207265248766386	0.8024502496819915	3.019003405037836	0.9907638614661824	0.12003012351107037	2.136953399726081	0.4819147365136088	4.08616246803059	12.628285474175375
0.02197674399748435	0.12220260691117901	0.7430736165373829	2.983304736555565	0.9980968177148611	0.08620765466250663	1.5859571817711955	0.5575483803778202	3.81380807322191	6.454632487953963
0.022572674849863566	0.11833713649309945	0.7541503754472296	3.038881372089177	0.9854000775988722	0.11653461565086896	1.633968931975391	0.484642357659573	4.081272483721012	9.887060556175616
0.022286788970442593	0.11310748563786809	0.7809476592546837	3.045657776506811	0.9968593092203262	0.14170368846421538	1.7115991690224162	0.4524479023984289	3.7245908143346758	9.659263831834444
0.02233568351591391	0.11583778040743078	0.7666738039008361	3.03953695829137	0.9882194281171454	0.12967950839205153	1.7133469432407475	0.46502619116179134	3.7282481744636686	12.219563978563235
