# omega_b	omega_cdm	h	ln10^{10}A_s	n_s	tau_reio	delta_Neff_drmd	f_idm_drmd	log10z_stop	log10_G_over_aH_drmd
0.02510013105384066	0.14352139109969686	0.7759103535094172	2.987510660475884	1.0219293590890695	0.18345502167549604	1.9728561701013438	0.5768940345717855	4.884146106268641	12.405661617669779
0.02467851998787985	0.14159439734212395	0.7667730506102699	2.9522180918570764	0.9888413884471322	0.1748786715578559	1.9244869958145476	0.5031244482398374	3.1976552281036055	11.905581767848314
0.02407810829244064	0.11721180523140928	0.7244077525110763	3.0826809608556203	0.9904597453299224	0.24123028851788497	0.9651327301870527	0.47022686400031205	4.486338531072828	10.102196525497053
0.024335540597573174	0.1309420596155887	0.7264955839795281	3.002208868368946	1.0186490310654956	0.1978801231821737	1.3202480748899597	0.5500341842274714	3.2951933858870293	12.222998821926081
0.024288094436118807	0.12481299452109518	0.7549151282139296	3.011081137888069	0.991380247666382	0.22339874831565998	1.4066030164288728	0.4644832381897969	4.0832281333915414	7.518709790538273
0.02402725475538527	0.11080184416757424	0.7487374395164555	2.984822209629142	0.9923229596456712	0.20027694969837442	0.9955498690967033	0.42872266048590324	3.556334674159338	6.770582772522233
0.024222113777338725	0.1385637545956443	0.7652341017643961	2.925568476094326	1.0074565417956922	0.1793892978018238	1.8539927484268603	0.5069337523359808	2.740705383199046	8.4196922897543
0.024104180539289977	0.12940832672786973	0.7304390067283622	2.95288916314335	1.0156257616249276	0.18616699021143995	1.2948190481212742	0.5418205642829792	3.91684801526255	12.109462623650366
0.024113169415920628	0.1297283822071095	0.7673206861051893	2.949155247816899	1.007932012174461	0.20126889975574436	1.6509676760966276	0.5036654838551091	3.3134900989838316	7.191851815177501
0.0246315176523601	0.12840946662084904	0.7316192585457458	2.9323230078883435	0.9890841378743972	0.16604044429645015	1.246200317226093	0.5279742193085608	3.0248553432315446	6.130567118629076
0.024505511849473822	0.1308474761501254	0.7674224745332218	2.9917878625613827	0.9976871480470014	0.19903720581331102	1.696414908263054	0.4594665851740318	2.461305397592167	9.455283157677044
0.02409559996359671	0.1183840573311175	0.744210760495498	2.978087047289426	0.9639767781436215	0.20030771734056793	1.1921053011883904	0.44076196201397067	2.9355585154374886	11.873938941181674
0.025201597609615784	0.15007131906199273	0.797501474593819	3.0137389066878133	1.0130436453022	0.20576641156320308	2.3692612535859032	0.5579475388330469	3.286580557962487	2.797394577689813
0.023257106908568522	0.11878996604662469	0.7054245560246616	2.957459204869395	0.9925491498818627	0.18301508625872748	0.8650168950675989	0.47981104766575233	2.6606238440427794	5.534962432546523
0.024454898821375255	0.12706137687648586	0.762743614851557	3.0823702237261785	1.0027046102526873	0.24804489111519437	1.475125546869499	0.5088728028325007	3.7836675849371835	10.069491256442717
0.02563367162329631	0.1586810406985423	0.8091748472079432	3.0440062157408456	1.0120265885297837	0.21282979308529504	2.7077221181999205	0.5455606525067452	4.085769959815249	6.977871293917773
0.025747191722104858	0.13274433946073455	0.7694307199896325	3.0815477822146065	1.019747847951629	0.23904309263482676	1.6144146872044391	0.5341133292985443	4.0767967330400845	6.837681569557091
0.023795868338494047	0.11171153516255292	0.7314019863193024	3.035556824326296	0.9883179413759516	0.21997900369687493	0.9158170511616479	0.45507642543956817	3.821656215144172	3.9031846829616503
0.025160652963100875	0.1469985641624318	0.783719047828808	3.0005209436927527	1.0072515186087596	0.19960578722625483	2.19129289189835	0.5400605821236587	4.878016966872712	13.231761135835061
0.024820354808739377	0.1372504539230411	0.7606833871319058	3.048225666489128	0.9999754793933594	0.21168082490069254	1.7477855842178165	0.5219320031824514	2.7440821684485948	10.924743923024312
0.02445486573366726	0.13660083990197466	0.7566942460912994	2.9803486675713504	1.02134734273236	0.2033602114803372	1.7460098308960132	0.5199984828153285	4.2036234633498175	9.544608732735616
0.024696841050453472	0.12386263434237335	0.747506245329822	2.986264439527111	0.9955513262661261	0.20923460431957627	1.269127694584526	0.51377956203041	4.044508919732106	2.768877745639216
0.024801243527294528	0.15516965045147238	0.7920803761528501	3.0311906601770704	1.0131877074483289	0.20607748239552623	2.5302476038326898	0.5399703459604929	3.3402156460074712	10.738876493830173
0.023780763448679357	0.11362712803095486	0.7181771077775151	3.029957459765021	1.007379773497555	0.22687210825017606	0.8571734138669274	0.46494000245471967	2.7551014919506183	6.370512600539932
0.02492390351325245	0.1553179010329063	0.7828098329658958	2.9852982740586276	1.0099352121422316	0.20117560890467384	2.4608041906061424	0.544788369005149	4.0133882083184265	6.684683204678898
0.024480410250678448	0.11478201358581074	0.7661251980578256	2.996328661320083	0.9828235532303419	0.22103150356104334	1.2752955789826728	0.40324809960863656	3.6652682109936534	4.447304189359209
0.024851457230613355	0.12256668868215717	0.7583017622532656	3.0525345994996966	1.021707642736438	0.21757941330303243	1.2728096946366743	0.5230178143564366	4.599529007735858	8.791586330993303
0.02411052335997127	0.12201739497979393	0.7375201761943296	2.9746549035146166	0.9917165453231073	0.19453780799260578	1.2215266649765604	0.4829774144599745	2.6498963228576664	4.546352668932509
0.024827791229473636	0.11914292200615095	0.7663210038677636	3.049004549952712	0.9991213948229946	0.23512054340001085	1.2602263932435538	0.49522499424752414	4.002345640901504	9.15389095907143
0.025185637646476636	0.1299449538599088	0.7630858063823562	3.101132143508496	0.9988623041945041	0.24984116455067912	1.5175208513072667	0.5174156868614405	4.561563197176062	7.6301699407063355
0.024239314467076726	0.11667562735481471	0.7160186909314759	2.9633330279003305	0.9797795017037695	0.17886661353045744	0.8369394917506103	0.48020765189321185	3.1884532449303538	3.475257578534295
