10  11880.6	2.268026e+00	1.333584e-01	1.039967e+00	3.056221e+00	9.858483e-01	4.500264e-02	8.503594e-02	2.093990e-02	-1.985627e+00	2.915155e+00	1.001653e+00	-1.910000e+01	3.000000e+00	1.000000e+00	-4.200000e-01	1.590000e+00	-6.000000e-01	-3.100000e+00	2.000000e-01	6.033035e+01	9.155961e-01	5.848775e-01	2.436708e-01	2.146439e-09	6.838962e+00	
2  11837.6	2.268026e+00	1.333584e-01	1.039967e+00	3.056221e+00	9.858483e-01	4.500264e-02	8.503594e-02	2.093990e-02	-1.985627e+00	2.915155e+00	1.005311e+00	-1.910000e+01	3.000000e+00	1.000000e+00	-4.200000e-01	1.590000e+00	-6.000000e-01	-3.100000e+00	2.000000e-01	6.033035e+01	9.155961e-01	5.848775e-01	2.436708e-01	2.146439e-09	6.838962e+00	
2  11837.5	2.268026e+00	1.333584e-01	1.039967e+00	3.056221e+00	9.858483e-01	4.500264e-02	8.503594e-02	2.093990e-02	-1.985627e+00	2.915155e+00	1.005311e+00	-1.910000e+01	2.995027e+00	1.383895e+00	-4.364544e-01	1.598012e+00	-6.064915e-01	-3.098313e+00	1.790153e-01	6.033035e+01	9.155961e-01	5.848775e-01	2.436708e-01	2.146439e-09	6.838962e+00	
1  11837.5	2.268026e+00	1.333584e-01	1.039967e+00	3.056221e+00	9.858483e-01	4.500264e-02	8.503594e-02	2.093990e-02	-1.985627e+00	2.915155e+00	1.005311e+00	-1.910000e+01	3.166616e+00	6.963030e-01	-4.375202e-01	1.597569e+00	-6.136225e-01	-3.102961e+00	1.809936e-01	6.033035e+01	9.155961e-01	5.848775e-01	2.436708e-01	2.146439e-09	6.838962e+00	
1  11837.3	2.268026e+00	1.333584e-01	1.039967e+00	3.056221e+00	9.858483e-01	4.500264e-02	8.503594e-02	2.093990e-02	-1.985627e+00	2.915155e+00	1.005311e+00	-1.910000e+01	3.123094e+00	3.027851e+00	-4.363905e-01	1.593398e+00	-6.089469e-01	-3.083439e+00	1.709755e-01	6.033035e+01	9.155961e-01	5.848775e-01	2.436708e-01	2.146439e-09	6.838962e+00	
1  11837.1	2.268026e+00	1.333584e-01	1.039967e+00	3.056221e+00	9.858483e-01	4.500264e-02	8.503594e-02	2.093990e-02	-1.985627e+00	2.915155e+00	1.005311e+00	-1.910000e+01	3.327455e+00	1.718616e+00	-4.271275e-01	1.589387e+00	-6.081910e-01	-3.056700e+00	1.763469e-01	6.033035e+01	9.155961e-01	5.848775e-01	2.436708e-01	2.146439e-09	6.838962e+00	
1  11837.1	2.268026e+00	1.333584e-01	1.039967e+00	3.056221e+00	9.858483e-01	4.500264e-02	8.503594e-02	2.093990e-02	-1.985627e+00	2.915155e+00	1.005311e+00	-1.910000e+01	3.317182e+00	2.793532e+00	-4.407524e-01	1.595903e+00	-5.922445e-01	-3.033777e+00	1.850901e-01	6.033035e+01	9.155961e-01	5.848775e-01	2.436708e-01	2.146439e-09	6.838962e+00	
1  11837	2.268026e+00	1.333584e-01	1.039967e+00	3.056221e+00	9.858483e-01	4.500264e-02	8.503594e-02	2.093990e-02	-1.985627e+00	2.915155e+00	1.005311e+00	-1.910000e+01	3.531841e+00	3.216206e+00	-4.382556e-01	1.606264e+00	-5.839580e-01	-3.044306e+00	1.859111e-01	6.033035e+01	9.155961e-01	5.848775e-01	2.436708e-01	2.146439e-09	6.838962e+00	
9  11716.8	2.273373e+00	1.325661e-01	1.039951e+00	3.052475e+00	9.835232e-01	4.155566e-02	2.167302e-01	1.528665e-02	-1.767011e+00	2.974865e+00	1.007272e+00	-1.910000e+01	3.531841e+00	3.216206e+00	-4.382556e-01	1.606264e+00	-5.839580e-01	-3.044306e+00	1.859111e-01	6.153579e+01	9.150860e-01	6.019976e-01	2.444828e-01	2.142456e-09	6.464253e+00	
1  11551	2.266788e+00	1.318733e-01	1.039825e+00	3.054063e+00	9.853613e-01	4.550935e-02	1.450936e-01	4.606921e-02	-1.783692e+00	3.101987e+00	1.005501e+00	-1.910000e+01	3.531841e+00	3.216206e+00	-4.382556e-01	1.606264e+00	-5.839580e-01	-3.044306e+00	1.859111e-01	6.253968e+01	8.854828e-01	6.110925e-01	2.462940e-01	2.142499e-09	6.932971e+00	
