# z_reio	Omega_Lambda	YHe	A_s	sigma8	100*theta_s	H0	rs_d	Omega_m	f_drmd	z_dec_drmd
8.558670043945312	0.7261131398139731	0.2458351835568137	2.0673651188190146e-09	0.8155620733903086	1.0429754137468779	75.39628	138.8970496128461	0.2738140102175647	0.11055403568374488	0.0
8.597976684570312	0.7275462924383177	0.24587043913000334	2.0786713321946154e-09	0.8170712836165039	1.0427828987941905	75.4099	139.11322791619537	0.27238114478303094	0.10773991978738563	0.0
8.472335815429688	0.7218254084727018	0.2459114399185096	2.075736243730566e-09	0.8192803851761233	1.0426621475273876	74.9379	138.78729985750883	0.27810120876743605	0.10670238708752193	0.0
9.631881713867188	0.7266659022378215	0.24586694226327738	2.1458739536651634e-09	0.8320946408508977	1.0426908432618927	75.57686	138.61785021563742	0.2732613134865192	0.11358968061765266	0.0
11.158172607421875	0.727660954776483	0.24586076251051303	2.214852715169131e-09	0.8452489201589959	1.0431058453479978	75.76397	138.53868710438704	0.2722665108780854	0.11476456454442374	0.0
12.860992431640625	0.7301862028679378	0.24589118311397182	2.3161999889698252e-09	0.8599979338217751	1.0427140124047065	75.72649	139.05348150860627	0.2697416708828442	0.10957952915059946	0.0
13.040679931640625	0.7312892522685299	0.24599119890288154	2.310527623758619e-09	0.8597056730961996	1.0427258646053743	75.91642	138.85938800065878	0.26863909564978533	0.10833570907053987	0.0
12.661651611328125	0.7242516350644356	0.24587227727839267	2.2919842039421652e-09	0.8570401215866789	1.0415797693151931	74.98622	139.0703280850778	0.275674938094046	0.10818665485038577	0.0
11.031829833984375	0.725459390590997	0.24588374822090198	2.211471004505263e-09	0.8462817239862374	1.0437381727954151	75.56217	138.53148496833114	0.2744679940751399	0.111469566020988	0.0
10.567169189453125	0.728209930714866	0.2458151987279365	2.184443067421678e-09	0.8361787640479187	1.0419698829024735	75.75017	138.55476997845133	0.2717171451071711	0.11865321170409696	0.0
9.901763916015625	0.7294441905583832	0.24583721041281195	2.1567293988901197e-09	0.8308951730607882	1.0424545503485425	76.09255	138.2305340884653	0.27048325518763255	0.1217047746990283	0.0
9.634689331054688	0.726199501871557	0.2457786715060737	2.151987657683601e-09	0.8339103248515198	1.042564720330864	76.01182	137.77551875642695	0.27372725613727206	0.12735215643790784	0.0
9.974761962890625	0.7291679628085606	0.24589723701959287	2.169116424549205e-09	0.8313743325450356	1.041592554011771	75.84496	138.46897053277448	0.27075938156582086	0.11772960143256389	0.0
9.053512573242188	0.7346231613617537	0.24593094811029614	2.1226066960926616e-09	0.8260038508284306	1.0434856701441932	76.57182999999999	138.50281079117207	0.2653056812999063	0.11635901501706315	0.0
8.775558471679688	0.7390499009495775	0.24600667064514029	2.116047384139486e-09	0.8223886845912629	1.0428418226883445	77.45755	137.6931523913078	0.2608796189963467	0.12676906967407503	0.0
7.8981781005859375	0.7364174839973803	0.2459999795432954	2.0634656157638985e-09	0.812794993695186	1.0420391106795865	77.07384	137.72396125045069	0.2635113745269889	0.12631310595828943	0.0
8.470230102539062	0.7339763349258592	0.24596211788788408	2.0864935025583205e-09	0.8187909458536619	1.0431733422697038	76.65277	138.15650360894705	0.26595238268900934	0.1193670271371575	0.0
9.027542114257812	0.7365967820331258	0.2458549016671991	2.079168194015632e-09	0.8149799629248794	1.0425670094206112	76.69028	138.62979042572508	0.26333189378754895	0.12058100917159872	0.0
9.027542114257812	0.7365967820331258	0.2458549016671991	2.079168194015632e-09	0.8149799629248794	1.0425670094206112	76.69028	138.62979042572508	0.26333189378754895	0.12058100917159872	0.0
9.420608520507812	0.7276322831220956	0.24582595534354118	2.0946236746624845e-09	0.8246275735642853	1.0426724706209045	75.69006	138.63248176456005	0.2722949543859766	0.11569095714334703	0.0
8.923660278320312	0.7352247092464674	0.24580500446766643	2.068186025710422e-09	0.8159063780760274	1.0432395989194023	76.47296	138.86180810857934	0.2647038245076025	0.1177189846591942	0.0
10.151641845703125	0.7323622503276299	0.24576071319977602	2.136946427511049e-09	0.829226695402263	1.042889709973711	76.0936	138.9416491785091	0.2675656172693486	0.1171994016191538	0.0
9.179855346679688	0.7368264483418436	0.2458426412135008	2.0954155920744683e-09	0.8182527777971054	1.043793829383416	76.31015	139.54353036199328	0.2631026720464746	0.10794838275439239	0.0
10.021087646484375	0.7417800514669621	0.2458715779362175	2.123033382919166e-09	0.8193333454375278	1.0426012607908233	76.69725	139.71472941092776	0.25814959271427335	0.1100678040501705	0.0
9.981781005859375	0.7365302496784564	0.24585820655630175	2.1478104051797103e-09	0.828840570753606	1.0434878772654557	76.42625	139.2176735573891	0.2633987495454508	0.11166954207664194	0.0
9.964935302734375	0.7408637223894969	0.24592442143159032	2.1500302396753813e-09	0.8266733125549608	1.0437924092854545	77.04881	139.0049033669937	0.25906619979074735	0.11412384463500658	0.0
8.848556518554688	0.7368889432992306	0.24590912133347778	2.0976840587642604e-09	0.815311826564861	1.0431564143739591	76.06391	139.87665174255315	0.2630402229477485	0.10235045722833999	0.0
