# omega_b	omega_cdm	h	ln10^{10}A_s	n_s	tau_reio	delta_Neff_drmd	f_idm_drmd	log10z_stop	log10_G_over_aH_drmd
0.02208451	0.1495221	0.697403	3.032139	0.986954	0.04530533	0.2107607	0.1754923	2.498966	12.80109
0.022175528	0.1486143	0.7162604	3.112934	0.9978206	0.08059437	0.3654484	0.1962002	2.532317	12.91039
0.02295764	0.1447236	0.7445643	3.088069	1.008404	0.08456436	0.3781836	0.1434573	2.329207	13.37875
0.02233453	0.1452503	0.6988488	3.111569	0.974985	0.08840865	0.1929953	0.2111939	2.830381	13.30472
0.02218828	0.1491561	0.6979845	3.123529	0.9682343	0.1005498	0.2545528	0.2083657	2.829569	13.29756
0.02186893	0.1464328	0.6894897	3.117227	0.9575129	0.09630435	0.1400338	0.2240011	2.742788	13.73524
0.02185813	0.1465702	0.6782671	3.091671	0.959416	0.07348717	0.08888012	0.2204342	2.92416	12.93791
0.0215378	0.1438055	0.6994662	3.059806	0.9692616	0.06203894	0.2059928	0.2610888	3.033019	12.73503
0.02200472	0.1451899	0.6960397	3.057755	0.9705191	0.05339897	0.1559525	0.20161	2.727135	13.86363
0.021869339	0.1457354	0.7033336	3.067594	0.9807768	0.06894295	0.2569632	0.1940182	2.616703	13.86105
0.022444911	0.1432904	0.7408706	3.080179	0.9989182	0.07561283	0.3089179	0.1249653	2.275994	13.97481
0.021944799	0.1479304	0.7164483	3.059261	0.9876424	0.06754556	0.2617862	0.1288176	2.026276	12.79119
0.02234493	0.1449569	0.7285587	3.164614	0.9905761	0.1193364	0.2691868	0.1432618	2.355495	12.88169
0.02276837	0.1407778	0.7490549	3.228782	1.004275	0.1655946	0.3258097	0.1391024	2.344065	13.1412
0.02232618	0.1459842	0.724235	3.221437	0.986568	0.1492185	0.3298963	0.1425998	2.250908	13.39113
0.02274466	0.14143	0.7376304	3.281602	0.9968079	0.1828308	0.2580919	0.1310158	2.133671	13.61863
0.02247298	0.1405139	0.7481975	3.257193	1.003413	0.1821179	0.3581648	0.1740196	2.371629	13.88609
0.02274916	0.1478278	0.7275683	3.301886	1.003397	0.1822358	0.402974	0.1543619	2.371893	12.41811
0.022631189	0.1496825	0.7306573	3.263645	1.006166	0.1609544	0.4496119	0.1558482	2.404225	13.0757
0.02270411	0.1474398	0.7363584	3.230783	1.006169	0.1520129	0.3436436	0.1212671	2.153336	13.56471
0.02296637	0.1475223	0.7417651	3.293116	1.020142	0.1817677	0.4768183	0.127614	2.12337	13.83549
0.02290438	0.1497414	0.7418426	3.25404	1.025951	0.1565002	0.5370942	0.1430989	2.21167	12.59752
0.02304027	0.1473778	0.7463295	3.266992	1.015458	0.1665307	0.4788662	0.1301239	2.085642	13.62175
0.02234969	0.145371	0.7417514	3.269322	1.030623	0.1800646	0.5078119	0.1418441	2.125161	13.41083
0.0221742	0.1454733	0.7443229	3.262079	1.033937	0.1690439	0.488055	0.1583919	2.268426	13.95679
0.02197134	0.148875	0.7081274	3.117042	0.9910512	0.08752748	0.2892147	0.1486824	2.270231	12.95925
0.022623489	0.1461424	0.7227671	3.073882	1.00641	0.05973939	0.2907657	0.1652408	2.494007	13.67748
0.022735381	0.1425537	0.7416116	3.069008	1.017869	0.05860961	0.3416992	0.1377148	2.35298	13.38676
0.02255824	0.1409331	0.726867	3.117183	1.003059	0.07494548	0.1913717	0.1692052	2.548315	12.21455
0.02219512	0.1486044	0.6980549	3.048784	0.9897609	0.05514489	0.2579158	0.1626209	2.45056	12.73276
0.02226563	0.1481123	0.7135772	3.113258	1.000248	0.08162753	0.3595	0.1798728	2.496795	13.09218
0.022950398	0.1462903	0.7420137	3.087216	1.008416	0.08261186	0.4050598	0.1363424	2.304548	13.08978
0.02207117	0.1473897	0.6983515	3.213916	0.9677581	0.137448	0.2372547	0.1945335	2.775264	13.3339
0.022190379	0.1495146	0.6943417	3.109713	0.9736298	0.09185884	0.3212313	0.2050383	2.887905	13.05372
0.02223841	0.1466886	0.6906187	3.117838	0.9649236	0.09655493	0.158986	0.1847998	2.780068	13.92262
0.021948421	0.1458556	0.6884422	3.168116	0.9654364	0.113848	0.1468059	0.2000758	2.664899	13.57308
0.021763839	0.1420463	0.6941881	3.04344	0.9739707	0.05453551	0.1410726	0.2630723	3.121554	13.08875
0.02155916	0.140955	0.705595	3.051743	0.977953	0.05746742	0.1814995	0.2301038	2.890212	13.6499
0.02193397	0.1445314	0.6946143	3.064718	0.9703357	0.06085057	0.1793811	0.1758077	2.699008	13.3026
0.02292725	0.1427381	0.7434937	3.130961	0.9992028	0.09808914	0.3691642	0.1444509	2.436979	13.91682
0.022048969	0.1445926	0.7193244	3.098192	0.9905733	0.08234205	0.2139773	0.1186225	2.082433	13.6696
0.021826388	0.1473332	0.7083149	3.093208	0.9835161	0.0805911	0.254377	0.1244921	2.175335	13.07341
0.0228057	0.1428183	0.7307742	3.204478	0.9941132	0.1371083	0.2791527	0.1511755	2.374146	12.92714
0.02239391	0.1437218	0.7351007	3.188215	0.9981026	0.1478666	0.2751874	0.1491125	2.283845	13.68755
0.02288855	0.1411727	0.7436511	3.257836	1.004561	0.1701133	0.2535759	0.1422429	2.23277	13.25063
0.02290844	0.1397236	0.7470393	3.306224	1.009933	0.194879	0.2666041	0.1236241	2.108943	13.63579
0.02213006	0.1444376	0.7222527	3.261091	1.000101	0.1757424	0.2550575	0.1174578	2.084612	13.54321
0.02281889	0.1462314	0.7417557	3.325841	1.004643	0.1947866	0.4360253	0.1617403	2.307518	12.95757
0.02273891	0.1494772	0.7209488	3.245129	0.9983467	0.1495375	0.378704	0.13357	2.299181	13.95215
0.02284929	0.1489932	0.7412502	3.246693	1.004608	0.1528024	0.4133774	0.1134196	2.06962	13.84263
0.02272572	0.1480578	0.7454813	3.314399	1.025944	0.1910757	0.5434409	0.1472111	2.149273	13.29962
0.02272307	0.1491524	0.7396054	3.228255	1.020202	0.1421518	0.4971443	0.1416997	2.180119	12.89106
0.02314934	0.14591	0.7551316	3.243243	1.023923	0.165427	0.5047603	0.123225	2.102413	13.35459
0.02248729	0.1446294	0.7476285	3.287138	1.026095	0.1779468	0.4812219	0.1586052	2.269684	12.9173
0.02226243	0.1476585	0.7120006	3.117325	0.9935388	0.08777986	0.2534869	0.1585937	2.289561	13.05391
0.02250646	0.1475408	0.7171189	3.113437	0.9957136	0.08205776	0.3185569	0.1660835	2.454532	13.77801
0.02244741	0.1461562	0.7294876	3.059618	1.008228	0.05128158	0.2867197	0.149848	2.215888	13.72954
0.02260392	0.141965	0.7266089	3.12504	1.006519	0.08295657	0.2105232	0.1664969	2.519617	12.49849
0.02246519	0.1478123	0.7166793	3.046844	0.9852105	0.04536415	0.2906698	0.1438013	2.4438	13.00616
0.0219715	0.1490311	0.703939	3.126638	0.9911877	0.0901777	0.3670869	0.2011769	2.599927	12.83583
0.022998048	0.1440126	0.7419415	3.112441	1.010059	0.09249658	0.4109234	0.1644137	2.390255	12.8281
0.02234923	0.1463857	0.7024021	3.104756	0.9771599	0.08323924	0.2353414	0.209807	2.860084	13.29115
0.02201071	0.148875	0.6970732	3.099037	0.9693261	0.08958549	0.3077336	0.2177465	2.800438	12.78752
0.02189368	0.1458812	0.6944816	3.127987	0.9590179	0.1005031	0.1508191	0.2285418	2.779335	13.88317
0.021675961	0.1480931	0.6854975	3.158577	0.9578557	0.103113	0.1549377	0.2041554	2.740509	12.90323
0.02167654	0.1401381	0.697093	3.046989	0.9794049	0.05961536	0.2391083	0.2751026	3.134284	12.57016
0.02165727	0.1413538	0.7056248	3.037805	0.9800052	0.05457951	0.1703649	0.2099103	2.774894	13.86396
0.02199811	0.1452289	0.709688	3.069486	0.9855097	0.06576579	0.2400625	0.1850549	2.70479	13.86243
0.02289572	0.1407966	0.7448602	3.09295	1.003381	0.08626665	0.2443562	0.133788	2.338587	13.85313
0.0220904	0.1444982	0.7201473	3.088727	0.9929085	0.07949076	0.1990054	0.1291351	2.028715	13.25532
0.02240303	0.1452164	0.7256488	3.153856	0.9922704	0.1141366	0.3216407	0.1511971	2.418844	12.76268
0.02247246	0.1428024	0.7239299	3.22463	1.00444	0.1643601	0.2970573	0.1551151	2.331932	12.93628
0.02228377	0.1445825	0.7266032	3.220521	0.9975534	0.1565663	0.2989946	0.1481318	2.248922	13.20758
0.022742419	0.1411695	0.7418093	3.269982	1.001613	0.1766435	0.2381149	0.1344689	2.102478	13.6196
0.02267878	0.1399898	0.7434891	3.272584	1.010189	0.1862031	0.3019126	0.1590365	2.389657	13.32181
0.02234435	0.1418202	0.7264103	3.278548	1.000845	0.1784095	0.2058711	0.1394138	2.12744	13.84926
0.022349019	0.1477821	0.7338792	3.276856	1.006732	0.1701795	0.5025163	0.1689995	2.424091	13.365
0.022844939	0.1491672	0.7327209	3.246475	1.0035	0.1509295	0.3801183	0.1073619	2.059475	13.9906
0.02296637	0.1475223	0.7417651	3.293116	1.020142	0.1817677	0.4768183	0.127614	2.12337	13.83549
0.02291897	0.1490646	0.7487382	3.256892	1.026372	0.1582488	0.5106066	0.1511533	2.166246	12.68956
0.022588028	0.1493353	0.7422598	3.22478	1.018363	0.1435793	0.5120219	0.1345949	2.155733	13.77245
0.022647778	0.1459954	0.7440729	3.262763	1.019617	0.1700106	0.4853099	0.1440066	2.130223	13.47542
0.022210449	0.1451952	0.7513088	3.279215	1.033461	0.1795839	0.5135164	0.1609569	2.225315	13.90745
0.02202492	0.1494849	0.7093484	3.128469	0.9882351	0.09150515	0.2621652	0.1450211	2.251316	12.97901
0.022623489	0.1461424	0.7227671	3.073882	1.00641	0.05973939	0.2907657	0.1652408	2.494007	13.67748
0.02272761	0.1426356	0.7445884	3.056104	1.017264	0.0512975	0.3443372	0.1560739	2.380503	13.13942
0.02258483	0.1416906	0.7309968	3.130476	0.9997506	0.08097436	0.1945134	0.1541858	2.488485	12.22351
0.022243831	0.1480773	0.7029767	3.063595	0.9897048	0.05931555	0.2842616	0.1717146	2.405493	12.59644
0.02223526	0.1484055	0.7152438	3.111119	0.9976706	0.08027175	0.3669931	0.176138	2.509026	12.90379
0.022950398	0.1462903	0.7420137	3.087216	1.008416	0.08261186	0.4050598	0.1363424	2.304548	13.08978
0.02217132	0.146615	0.7011366	3.0965	0.9743521	0.07946712	0.2842566	0.2149639	2.90851	13.43736
0.02236272	0.1479796	0.7012868	3.120802	0.9701018	0.09862394	0.2643793	0.2007543	2.847243	13.56573
0.02210532	0.1458431	0.7011244	3.148407	0.9693849	0.1082608	0.22485	0.2025513	2.700746	13.75289
0.02169805	0.1470773	0.6803473	3.086057	0.9543679	0.06907464	0.1450027	0.2310587	2.974858	12.96594
0.021642279	0.1425174	0.7023943	3.072899	0.9718334	0.06964833	0.2120634	0.2698376	3.011073	12.71333
0.021948509	0.1455333	0.6928389	3.068863	0.9679659	0.06010929	0.1075977	0.2044676	2.672746	13.27903
0.021921178	0.1451263	0.7104538	3.052102	0.9822532	0.06693239	0.257838	0.1855745	2.714654	13.75368
0.022314738	0.1437173	0.7350261	3.087927	0.9994608	0.08349208	0.3526883	0.1317304	2.258185	13.85255
0.02195957	0.146994	0.7176377	3.06784	0.9883198	0.07209916	0.276646	0.1349882	2.048475	12.79237
0.02266745	0.1433109	0.7367232	3.211812	0.9935768	0.1356003	0.3373054	0.1585391	2.452079	12.78772
0.02272456	0.1407804	0.7421075	3.225797	1.005122	0.1634114	0.3688592	0.1494987	2.306706	12.85172
0.022491729	0.1448875	0.72269	3.233263	0.9909382	0.1551978	0.2955858	0.1527706	2.225831	13.31332
0.02273761	0.1411636	0.7451009	3.281351	1.000385	0.1830817	0.3126719	0.130971	2.118094	13.99058
0.02242218	0.1405477	0.7525632	3.242312	1.003451	0.1744605	0.3922018	0.172458	2.357829	13.87356
0.022577168	0.1489912	0.7342495	3.311185	0.9985113	0.1857476	0.4495859	0.1596945	2.322538	12.51908
0.022631189	0.1496825	0.7306573	3.263645	1.006166	0.1609544	0.4496119	0.1558482	2.404225	13.0757
0.022893209	0.1469273	0.7314163	3.244667	1.005395	0.1585242	0.3903118	0.125231	2.042023	13.62458
0.02274213	0.1496133	0.7451242	3.27681	1.017848	0.1703595	0.5094901	0.1404795	2.184648	13.99284
0.022952298	0.1486072	0.744809	3.236178	1.027737	0.1509165	0.4596902	0.1301312	2.159403	13.43983
0.02298329	0.1470867	0.7518239	3.256682	1.017841	0.1671958	0.4533721	0.1099907	2.087927	13.43368
0.02240153	0.1459538	0.7380273	3.267155	1.02616	0.1768989	0.4591174	0.1450629	2.088415	13.34088
0.022327758	0.1439616	0.7546754	3.29549	1.036255	0.1879324	0.5302359	0.1515535	2.165047	13.69089
0.022104459	0.1491007	0.7178162	3.119382	0.9935665	0.08753708	0.3424017	0.1402755	2.258875	12.76101
0.02251312	0.1461825	0.7341963	3.09518	1.00675	0.0667482	0.3486349	0.1500291	2.436739	13.89187
0.022954568	0.140702	0.7554136	3.052369	1.021908	0.05230229	0.3662499	0.1651184	2.47332	12.94845
0.02253391	0.1427138	0.7273303	3.12261	1.003395	0.07713096	0.1944906	0.1749216	2.492946	12.14903
0.022433259	0.1480646	0.7079955	3.067033	0.9867624	0.06128807	0.2350697	0.1483153	2.483655	12.75094
0.022193799	0.1490947	0.7191407	3.109153	1.001419	0.0809039	0.415898	0.1689895	2.500448	13.13855
0.022454418	0.1494016	0.7235355	3.108998	1.007344	0.08883714	0.3467969	0.1322029	2.271965	13.52138
0.02234923	0.1463857	0.7024021	3.104756	0.9771599	0.08323924	0.2353414	0.209807	2.860084	13.29115
0.02206065	0.1486256	0.6907427	3.085134	0.9675809	0.0826992	0.2693528	0.2135635	2.817296	12.90978
0.022192718	0.1451107	0.6934005	3.139772	0.962733	0.1044728	0.1534539	0.2266794	2.743463	13.90675
0.021772798	0.1474139	0.6882052	3.142992	0.9596081	0.09604004	0.103463	0.20547	2.80252	13.09916
0.02166646	0.140408	0.7086774	3.046149	0.9792971	0.06096311	0.2254619	0.2595593	3.134131	12.48188
0.02194715	0.1408834	0.7047052	3.063466	0.9786701	0.06644518	0.1598274	0.1970691	2.752365	13.77875
0.02197375	0.1472406	0.7013812	3.067572	0.9830087	0.06028553	0.2570336	0.1951675	2.719002	13.60864
0.022714568	0.1422633	0.7440682	3.093003	1.002183	0.08477206	0.2466832	0.1495068	2.346976	13.74511
0.02203691	0.1455699	0.7222763	3.083032	0.9915601	0.07753334	0.2553699	0.1179404	2.053937	13.64716
0.02184652	0.1465938	0.6950457	3.139203	0.9819397	0.1033034	0.2383122	0.1605716	2.389138	12.64024
0.02258919	0.1428606	0.7336009	3.216637	1.007386	0.160494	0.3546831	0.1717631	2.317298	12.98577
0.02240756	0.1449677	0.7284002	3.213299	0.995531	0.1556854	0.283867	0.1141315	2.155588	13.67833
0.02288855	0.1411727	0.7436511	3.257836	1.004561	0.1701133	0.2535759	0.1422429	2.23277	13.25063
0.02290844	0.1397236	0.7470393	3.306224	1.009933	0.194879	0.2666041	0.1236241	2.108943	13.63579
0.02213743	0.1451494	0.7181065	3.269127	0.99931	0.1758907	0.2551563	0.1074422	2.07555	13.71656
0.022798631	0.1469705	0.7436261	3.324084	1.004172	0.191895	0.4775533	0.1628933	2.318403	13.19606
0.02273891	0.1494772	0.7209488	3.245129	0.9983467	0.1495375	0.378704	0.13357	2.299181	13.95215
0.022807889	0.1497356	0.7395748	3.305061	1.007911	0.1813475	0.5154634	0.1191024	2.093948	13.79304
0.022524059	0.1491376	0.7478986	3.285391	1.022301	0.1729151	0.5410016	0.1331066	2.052489	13.02677
0.022715129	0.1489479	0.7499504	3.216709	1.019978	0.1402512	0.5170119	0.1200066	2.111327	13.535
0.023046961	0.1470661	0.759455	3.253273	1.02132	0.1672162	0.4877146	0.1168957	2.086618	13.64679
0.022360278	0.1457208	0.7449024	3.282491	1.02769	0.1749532	0.5204163	0.1642133	2.316063	13.04141
0.02226243	0.1476585	0.7120006	3.117325	0.9935388	0.08777986	0.2534869	0.1585937	2.289561	13.05391
0.02250793	0.147572	0.719629	3.130874	0.994133	0.0966282	0.3185667	0.1682203	2.505429	13.75394
0.0224967	0.1471139	0.7197819	3.095736	1.008379	0.06409846	0.2621974	0.1267646	2.289408	13.86282
0.02276381	0.1407828	0.7376652	3.104995	1.019634	0.07463454	0.2890223	0.1609069	2.355799	12.53881
0.02243397	0.1472457	0.7120109	3.088486	0.9858521	0.05980138	0.2304348	0.1530052	2.414428	13.20017
0.02184459	0.1486419	0.7034221	3.095828	0.9906486	0.07604624	0.3730623	0.1949886	2.582832	12.75211
0.022820178	0.1443492	0.7476706	3.09995	1.011904	0.08983414	0.4420902	0.1673594	2.374759	12.45906
0.022042079	0.1470988	0.6886403	3.217852	0.9693449	0.1395004	0.2134993	0.2009433	2.813917	13.33745
0.02205565	0.14766	0.7041109	3.084962	0.9717831	0.07322833	0.2719759	0.2120184	2.885176	13.7577
0.02224868	0.1463553	0.6925342	3.107748	0.9646979	0.09264791	0.1989258	0.1888596	2.771666	13.86723
0.02182774	0.1466399	0.6915965	3.180274	0.9637368	0.1178284	0.1476603	0.1976226	2.664136	13.70067
0.02169805	0.1470773	0.6803473	3.086057	0.9543679	0.06907464	0.1450027	0.2310587	2.974858	12.96594
0.0218137	0.1415405	0.6910461	3.066164	0.9701847	0.06634812	0.1548706	0.249409	3.007231	13.39377
0.02176021	0.1467257	0.6956037	3.060863	0.9670094	0.05584875	0.1811855	0.1858095	2.724545	13.35739
0.02187804	0.1453518	0.7116353	3.049514	0.9813529	0.06654144	0.2960215	0.1820448	2.700308	13.73293
0.02203691	0.1455699	0.7222763	3.083032	0.9915601	0.07753334	0.2553699	0.1179404	2.053937	13.64716
0.021938559	0.1465757	0.7029232	3.128682	0.9811327	0.09617067	0.2087472	0.1351843	2.389076	12.89846
0.02257514	0.1427097	0.7332972	3.222558	1.008038	0.1626455	0.3331326	0.1587203	2.290688	12.94835
0.02253026	0.1447314	0.729109	3.200983	0.9947998	0.1522634	0.269763	0.1270338	2.204111	13.38231
0.022679519	0.1400905	0.7419957	3.277268	1.007605	0.1832035	0.2872839	0.1414605	2.16361	13.75926
0.02267878	0.1399898	0.7434891	3.272584	1.010189	0.1862031	0.3019126	0.1590365	2.389657	13.32181
0.022322189	0.1418817	0.7308783	3.276543	1.00248	0.18033	0.2186908	0.1361494	2.137664	13.89352
0.02222649	0.1498653	0.7171217	3.283483	1.002228	0.1696809	0.4673858	0.1633199	2.325557	13.50449
0.02296325	0.1484464	0.7347084	3.256034	1.006561	0.1540844	0.3848061	0.1233572	2.082407	13.86246
0.022856249	0.1495237	0.7465408	3.296725	1.01152	0.1796003	0.4827606	0.1141297	2.082468	13.81447
0.02246536	0.1494619	0.7506235	3.278721	1.023242	0.1699355	0.5879878	0.1286285	2.090994	12.93649
0.022588028	0.1493353	0.7422598	3.22478	1.018363	0.1435793	0.5120219	0.1345949	2.155733	13.77245
0.022696508	0.1476441	0.7386584	3.270574	1.014031	0.1713739	0.4378151	0.1278445	2.105298	13.39328
0.02214462	0.1473592	0.7469025	3.286038	1.024706	0.1749361	0.5532072	0.1560675	2.28782	13.28399
0.022260351	0.1478652	0.7113986	3.108711	0.9907699	0.08579008	0.25141	0.1529706	2.311231	12.87779
0.022518748	0.1488088	0.714555	3.109709	0.9940728	0.08007405	0.3119425	0.1701821	2.461235	13.76791
0.022414159	0.1464035	0.7298037	3.076623	1.007219	0.05919698	0.3655712	0.1345146	2.223947	13.6229
0.02260392	0.141965	0.7266089	3.12504	1.006519	0.08295657	0.2105232	0.1664969	2.519617	12.49849
0.02246519	0.1478123	0.7166793	3.046844	0.9852105	0.04536415	0.2906698	0.1438013	2.4438	13.00616
0.022002658	0.1489291	0.7046033	3.122498	0.9942034	0.08939016	0.3886058	0.198164	2.572635	12.96515
0.022998048	0.1440126	0.7419415	3.112441	1.010059	0.09249658	0.4109234	0.1644137	2.390255	12.8281
0.02221107	0.1469483	0.7032086	3.108683	0.9752317	0.08458888	0.258224	0.2255001	2.874759	13.43978
0.02212604	0.1490445	0.6969003	3.112714	0.9686504	0.09614065	0.26617	0.2078552	2.762817	12.80699
0.022192718	0.1451107	0.6934005	3.139772	0.962733	0.1044728	0.1534539	0.2266794	2.743463	13.90675
0.021954428	0.1455574	0.6811935	3.13119	0.9664529	0.09101684	0.05963059	0.215355	2.856999	12.66911
0.021594418	0.141438	0.6962445	3.044184	0.9773121	0.05659419	0.2343892	0.2603444	3.114249	12.41494
0.0220685	0.1409036	0.7056518	3.065247	0.9795433	0.06659726	0.1500212	0.2019671	2.789792	13.89107
0.02200031	0.1470903	0.7017236	3.080923	0.9843967	0.06938209	0.2702846	0.1904151	2.703603	13.59839
0.022714568	0.1422633	0.7440682	3.093003	1.002183	0.08477206	0.2466832	0.1495068	2.346976	13.74511
0.022153229	0.1455968	0.7235952	3.088627	0.9929177	0.07785591	0.2380813	0.11237	2.025322	13.3772
0.02188239	0.1487466	0.7039607	3.136082	0.973655	0.09972526	0.2502873	0.1325276	2.416	12.81695
0.02257514	0.1427097	0.7332972	3.222558	1.008038	0.1626455	0.3331326	0.1587203	2.290688	12.94835
0.0224545	0.1437737	0.7268257	3.216371	0.9977289	0.1591208	0.3163533	0.1362103	2.17441	13.40846
0.02269874	0.1424002	0.7367775	3.268768	0.9974834	0.1712973	0.2871724	0.1555957	2.215579	13.05503
