# z_reio	Omega_Lambda	YHe	A_s	sigma8	100*theta_s	H0	rs_d	Omega_m	f_drmd	z_dec_drmd
13.995269775390625	0.502137323921827	0.24540054079624105	2.0625762220301976e-09	0.6731460091828548	0.9501071052130381	51.632862292320915	145.21070252512106	0.49770680391985483	0.11324030713698484	0.0
8.819076538085938	0.6263790217955136	0.24542624522955175	1.8439151588582295e-09	0.7175415783193347	1.0069395241950907	60.69175214645561	147.26124816271914	0.37351895116848527	0.03169465247557854	0.0
14.155303955078125	0.7828889703501477	0.24501023797279622	2.0739628397204684e-09	0.8141548408106883	1.0655073124022387	79.92268652827943	147.4379415683825	0.21705160189069753	0.04010896675358351	0.0
8.642898559570312	0.8456739996623716	0.24519507482486322	1.8338056089022622e-09	0.6637334982966921	1.0299800098565561	93.25610587057982	139.45096464821003	0.1542696667631431	0.23398567374260876	0.0
12.185760498046875	0.7792368555563701	0.24534361965488305	2.021945151549382e-09	0.7284198348909784	1.0250870069132998	76.69444460922897	146.56036676204383	0.22069345062747697	0.10257673173531312	0.0
13.485687255859375	0.679959177079885	0.24493466556967625	2.0702494163591975e-09	0.7562188998959819	1.0050622343211755	67.62180683971042	140.78823350648736	0.3199446616285655	0.15645449713818352	0.0
10.058990478515625	0.6087014587401893	0.24530253492800574	1.9057096783584632e-09	0.6690538962226806	0.9660083915276079	59.9498642555367	140.40718069585185	0.3911722561150708	0.1798525563671318	0.0
13.174041748046875	0.8304084571252934	0.24499049750155538	1.983496685300609e-09	0.7545310696627434	1.056496477721072	91.44955397369675	140.78760078630427	0.16953745546085622	0.17738059078961987	0.0
12.827301025390625	0.6717715628288945	0.245231384971132	1.961767305768181e-09	0.6641982023588481	0.9626376018346593	63.50059913416456	141.88368711772927	0.32811372831118013	0.19356895946295602	0.0
12.526885986328125	0.8161684371638636	0.24534576216121387	1.9681425375433153e-09	0.6664759127903219	1.0016388989420144	84.14500825112285	140.23749320837854	0.18376255627410876	0.23212502625371445	0.0
16.119232177734375	0.8269391256907268	0.24531531184157027	2.1978486259953214e-09	0.7499121771525006	1.0327269721447379	87.92881722960843	141.75584886598824	0.17300169046687938	0.1857765766289162	0.0
16.070098876953125	0.7845189515002317	0.2452587551424267	2.1994721903203233e-09	0.7140796250929391	0.9980434013610958	78.01258296617644	141.66064998688805	0.21540401792236147	0.20318633244704262	0.0
12.809051513671875	0.6821201708844886	0.24478992296181767	2.0068890134949004e-09	0.7345978549797278	1.000499443248221	65.84669916304827	144.43836497660433	0.3177821448784576	0.12800835361096843	0.0
11.725311279296875	0.7853312842974653	0.2451033934711802	1.917619922924098e-09	0.6784067175073011	0.9948093235762956	80.7614326274087	136.67941864641656	0.2145901220959017	0.2645570472041215	0.0
11.033233642578125	0.8378285565154031	0.24513889560295468	1.8958926476646083e-09	0.8063100163463522	1.103011660760924	92.52649839338495	147.7820096583094	0.16212793198764194	0.024226447044834808	0.0
12.585845947265625	0.8143776713799614	0.24550044881874042	2.022929739111419e-09	0.818234012501978	1.0851468774059225	85.8380227443589	148.36480744452723	0.1855729056206766	0.0048419298158527595	0.0
10.383270263671875	0.8404733985703882	0.2453160386713161	1.8960141781938825e-09	0.6800722927189699	1.0318440879264423	92.73661902074038	138.6099642621682	0.15946974563116426	0.23264837871165886	0.0
9.977569580078125	0.4725202862130734	0.24498121802747358	1.8447830222971378e-09	0.6722045392903645	0.9662870243315622	51.718808093750035	144.27446919878273	0.5273263288437713	0.10322646812783229	0.0
13.322845458984375	0.8398157920357887	0.2456821118232687	2.0558620382045755e-09	0.7435993763784156	1.0589454188625638	89.79672928958787	146.44538550971342	0.16013394147816612	0.09359369828011345	0.0
12.011688232421875	0.7586841307926246	0.24518756563583932	1.9670395129677234e-09	0.7427929252816212	1.0339836731092702	73.7362040461343	148.55876065330332	0.24124482593360946	0.05455866220936076	0.0
10.238677978515625	0.6612882233116606	0.24507015779020191	1.885517904055996e-09	0.7045529685766534	0.9932147262472769	64.61993639821347	142.1785873695019	0.338608002779029	0.14545300434474792	0.0
13.656951904296875	0.7543349024787265	0.2452999765001826	2.0897012381301488e-09	0.7732344038265262	1.0372345676459822	72.871908334946	149.65507226375868	0.24559463906518308	0.027962671012339516	0.0
12.949432373046875	0.7543598258016407	0.24559002936427674	2.04775298325955e-09	0.702962676051678	0.998252039421372	74.72062740162676	140.19382956370714	0.24555781054223505	0.1893609289180762	0.0
11.392608642578125	0.7761538071707939	0.24507053702750387	2.013522902113303e-09	0.7471870814659732	1.0326529120672459	78.74963272409569	143.1918276775096	0.22377707419344334	0.13718239950170705	0.0
12.244720458984375	0.7879601135743792	0.24556290627982866	1.9966004190933403e-09	0.6960913201216884	1.009735296666644	78.60539576861657	142.91631432622637	0.21196791705245172	0.1648192786163483	0.0
9.085800170898438	0.8405747385678409	0.24525072451932897	1.8664489243709097e-09	0.7719432417209061	1.0887162824419976	93.61169561011404	145.04874684015314	0.1593796850105059	0.08180032090710447	0.0
12.830108642578125	0.42726674997780023	0.24538701624392287	2.0595511226320072e-09	0.7136398633788097	0.9671548499541408	50.1262765397168	143.72848129642617	0.5725743322068186	0.08162059772578027	0.0
13.626068115234375	0.8256163127651436	0.24540528200274941	2.034573657384832e-09	0.7241917835546525	1.0395567763677307	86.0409505977288	145.32735261395663	0.17432621767607426	0.13146884184884355	0.0
11.264862060546875	0.6750957629373301	0.24502816137262654	2.046918903494654e-09	0.7453263776342521	1.0013271419635474	65.9182294052435	142.93695641122784	0.32480631319982534	0.1315595235669953	0.0
12.262969970703125	0.7612655415698966	0.24540933090853378	1.9781180908814964e-09	0.7322191673764215	1.0210278505087684	76.56241320113128	141.71087461498783	0.23866004438122626	0.15042989777420648	0.0
11.913421630859375	0.7256265519582894	0.24493425833620827	1.977545720431452e-09	0.6725553721997755	0.9677478521412196	71.87701121975955	135.61105804429087	0.2742713279339664	0.2834068356833249	0.0
14.231109619140625	0.7302864839204211	0.2452174984462446	2.094990397142932e-09	0.7446897834171239	1.0074016463807949	70.86831891255164	144.02121375886418	0.2696287193152829	0.13223739670325318	0.0
8.383895874023438	0.8234542023411677	0.24527872141668638	1.8408645239920699e-09	0.7002443632527859	1.0440309869264248	87.82964025921652	142.38686125348715	0.17648841940290128	0.1613596990096764	0.0
11.419281005859375	0.745117504872256	0.24532040729441487	2.026734901153131e-09	0.793982449788237	1.043160875929662	75.19802307066334	143.71754797458257	0.25481169172477697	0.08377501776061218	0.0
12.722015380859375	0.7717282517378078	0.24532034614217071	1.9967069416458647e-09	0.6874873764000438	0.9990053334017076	76.5913440617274	141.1226290421155	0.22819242739632722	0.1978537737732034	0.0
