# z_reio	Omega_Lambda	YHe	A_s	sigma8	100*theta_s	H0
7.5240631103515625	0.12961538542888573	0.2500753816083134	1.1775760592152215e-09	0.6015792285729644	0.9661259422624023	52.863072280389204
22.67010498046875	0.7878787650004275	0.249962588394369	2.071979525274676e-09	0.8182833251742391	1.0169182467323954	90.65431607159584
31.21368408203125	0.43371185163309534	0.23701274301631373	3.738349698875625e-09	1.3242116335438616	1.0595407484412858	58.45595111449562
12.427215576171875	0.8564643123543679	0.24989947737711812	8.478132060879927e-10	0.08191409143548826	0.7514607304272394	59.184660815711645
41.02911376953125	0.7495377157279852	0.24043680224724917	2.476235461494185e-09	0.8654252230202427	1.0291079699395933	73.9784200439442
3.6907882690429688	0.9180080765159087	0.2419663105890573	1.3701767055467488e-09	0.17814934419267783	0.7973669871175618	72.04526705477848
24.56805419921875	0.4580769281911238	0.2478870933503324	2.5277371029412612e-09	0.8763672751328065	0.9710315822050837	58.776172876787015
9.228988647460938	0.9400016914070846	0.24460831061387361	4.896096430642772e-09	0.2895720603568947	0.840181806048074	86.03221842143537
20.81427001953125	0.8816069267501202	0.24024819865662758	3.035956920905671e-09	0.594672763056852	0.9367185129453204	81.09619031582847
16.564239501953125	0.7287805486873954	0.24865936676301548	4.133034751947669e-09	0.9018557756055632	0.9720623074768586	73.51754308965562
7.7683258056640625	0.7404232624537903	0.2497290719480822	1.1698879257070898e-09	0.5331451412557353	0.9708355274644124	76.56957506224815
5.0898590087890625	0.6329830171277291	0.2426349606862171	1.4478078662947716e-09	0.8131118151717	1.0548243487473665	72.04236663538633
6.7358245849609375	0.8525899585598468	0.2411010545631655	2.5557131384901683e-09	0.7686107539163306	1.034682499813989	83.27935348829753
40.11102294921875	0.5583606352574795	0.23967748238857975	2.5312442835271607e-09	1.1274520205422214	1.0443323578680268	65.4916734869292
18.021392822265625	0.8227604211552982	0.24208270452528466	2.30667827948541e-09	1.061069102498768	1.0817743181826873	92.78792276347211
37.66278076171875	0.739266606283638	0.23697574938840651	2.7754630564675916e-09	1.0039051639961833	1.0389612061912248	73.5814580372832
17.151031494140625	0.9300841071172751	0.24815807643295482	3.432839842425773e-09	0.3365277059587366	0.9040708666361401	98.05606943120215
29.46734619140625	0.7728319188564008	0.24173364107758918	1.3729367068702092e-09	0.9237164826524831	1.1387817241568416	97.88179163890545
9.332870483398438	0.8516522875847701	0.2464183059103429	1.3158728024164967e-09	0.34723354202731244	0.919727696673168	76.38497319402242
4.560447692871094	0.564177122153746	0.24766811192489344	1.2087883182971398e-09	0.9583070301110209	1.0821633704054407	77.1767019316084
18.947906494140625	0.7863932925753803	0.2504935315186143	1.7628917190543412e-09	0.8475104230635868	1.0449697755711291	96.3803579371584
18.799102783203125	0.9344867853269168	0.2402208640030433	1.9489561688180933e-09	0.16440382628805467	0.7577257827079346	69.54943231251588
12.757110595703125	0.6970971082814947	0.25049901825043613	2.5978416777481416e-09	0.6065174954681856	0.9061320721418327	64.62451310858394
34.33294677734375	0.37154014944880487	0.24282436381028294	3.6220042911060137e-09	1.0071663857304924	0.965604002667893	50.38227656401793
18.400421142578125	0.8376147270704958	0.24496713772064313	1.4289208818649003e-09	0.7032056552568411	1.0896932290151145	96.32893739275292
17.812225341796875	0.8103356506440172	0.24731868615857305	9.531075457451007e-10	0.3910379419004352	0.9520153175602881	73.93310127643818
18.618011474609375	0.9263423948743696	0.24598463244796334	2.7980782216926765e-09	0.19716585706348227	0.8048872086908602	77.59117154578233
4.329170227050781	0.6166283562914301	0.2504434430974868	1.58780202890046e-09	0.4278330806052696	0.8590915904180885	55.65694521269325
20.115875244140625	0.8534759222849182	0.24793192712385329	1.0352907879479362e-09	0.26764989665171085	0.8826835830480212	74.76970902009035
9.471145629882812	0.7639307714540673	0.2500553498803709	1.1469040399341482e-09	0.6914164038652617	1.0712051824817144	94.86739483018329
27.77716064453125	0.30174448733645787	0.24694782856316208	2.5249096235373974e-09	0.8917197928363229	0.9868275393130598	55.455619135674105
28.43975830078125	0.7786315036231807	0.24170866703463734	8.483255245093874e-10	0.4726045729963644	0.9953795098085878	71.80772285161846
30.80377197265625	0.17531213378364374	0.24719493358931796	1.2457802441689287e-09	0.7232080168208019	1.036197308840228	57.37427970243238
38.85321044921875	0.7297573049003925	0.2424363503520242	3.1341920235956013e-09	1.6180801538617446	1.173192966382744	95.32839037051629
