# z_reio	Omega_Lambda	YHe	A_s	sigma8	100*theta_s	H0
27.05560302734375	0.8023216724245228	0.24636233289696005	1.4228509813828528e-09	0.7359520173073342	1.062735273287915	93.86159827931513
42.8526611328125	0.6969310124226042	0.23844994275939055	1.5552505952309274e-09	1.1753110822923654	1.1605743265989559	85.32466801973555
9.991256713867188	0.8936772686522008	0.24779664526798836	2.8534193910062183e-09	0.389287577580207	0.9150153075134515	86.82847066448362
17.115936279296875	0.8845188867116267	0.2392172931342524	1.7429978023344832e-09	0.451038800387707	0.9440158842096831	80.28263762735523
22.23211669921875	0.7437508681194658	0.24502311188925652	3.0267981027754297e-09	1.0543630027612565	1.076185593883639	83.39385685899853
19.168304443359375	0.7173164189908856	0.2444411373480284	1.6887804275319866e-09	0.7257593797212005	1.044152999299782	76.4459911292224
43.8577880859375	0.6771235668890266	0.24130140293801883	2.6487500278373627e-09	1.1035071982246902	1.0595801990485791	74.29592095781015
13.265289306640625	0.1812382525713122	0.24529153305914925	2.673937202138153e-09	1.0558117390522632	1.044428584016566	57.23780136743065
18.970367431640625	0.8669313342190769	0.2476990889639995	1.1363080531682111e-09	0.42050917564037543	1.0181329414878189	97.35817617653096
42.5775146484375	0.7029166991010655	0.23760344793050975	1.2652590422745751e-09	0.5517603751351826	0.9667363280236726	59.324929371769166
22.34722900390625	0.48166734596351857	0.24334646271360524	2.365333676649793e-09	1.238198151034876	1.102784494539117	68.8516739376066
22.12823486328125	0.5442942300252872	0.25008114759927186	3.440492290458324e-09	0.922760214058089	0.9288364904459996	59.88791772814505
28.33868408203125	0.7996613704341375	0.24556982894331716	2.897092065079588e-09	1.1454939109287159	1.1295424510405752	97.45082376212054
23.96160888671875	0.6051557781551967	0.25029427575018803	1.3068397673467622e-09	0.7244950489529715	1.0511240729088136	80.45335327323248
27.01910400390625	0.30646757062428576	0.24699687336024925	2.986672681119155e-09	1.3220900983798924	1.0456487994488162	61.16388887918317
30.15240478515625	0.43672498307540164	0.24683029546158738	2.0423044488054933e-09	0.862201490642017	1.0381963877684262	64.0071925008585
30.77569580078125	0.8853838783243277	0.24076659473651355	2.6888933262328085e-09	0.8071665024439707	1.028155650941511	96.07374839370152
3.1752395629882812	0.3531299771969101	0.24827097206093976	1.8836045640636195e-09	0.7751044964262188	1.0181527540411504	58.806139778341695
6.4269866943359375	0.5589133763910563	0.24885181306504775	3.231990896370859e-09	1.2772294851927837	1.0671339244074713	78.11110742089876
18.814544677734375	0.5979776013188327	0.24760417648282523	1.4570917403553238e-09	0.9130079537526984	1.0801409520407508	76.88327134144458
12.795013427734375	0.42555786448930266	0.2502693704448919	1.1330575680498666e-09	0.5607971082429283	0.9649201883481213	57.84686470501194
3.9617233276367188	0.4740821026968268	0.24995991308888865	2.6215835377294736e-09	0.9539928102533577	0.9708782455914432	60.05587960706353
11.659332275390625	0.875285351431103	0.24781489516589006	1.6979567885875e-09	0.5358812751213633	1.0291182965833616	96.78547821387573
16.364898681640625	0.8619018447173018	0.24488282025018382	1.3233093231750458e-09	0.14912472365916274	0.73240663515805	56.36125612997306
7.8995819091796875	0.870835742339053	0.24987305922714795	1.5144359988894182e-09	0.17367867871032674	0.8208798714260346	70.09189251524322
22.07769775390625	0.16542464310505578	0.2503189245934044	1.759765203204676e-09	0.7555788812644253	0.9836454318685289	55.07223791625863
9.172134399414062	0.9129406212368235	0.2427007545302359	1.9088575047051448e-09	0.15605586110360783	0.7617417401820187	62.143057281450496
18.570281982421875	0.2070271404471169	0.23942406799364707	2.0656737657983774e-09	0.9033734426561822	1.0493919043448996	53.38228906510933
16.276458740234375	0.6753719573053392	0.25000496269916483	1.0413378702511348e-09	0.6831495941641547	1.0339116181167323	80.04182902377181
10.803009033203125	0.8095089729834164	0.24336993124467685	1.4448795955179762e-09	0.4021196846062217	0.903027106916105	66.89804378666638
37.18267822265625	0.8341027402547987	0.23867202148551822	3.265669639247321e-09	0.9642038563339628	1.0731854028617471	89.61211043135933
13.925079345703125	0.8071432445728732	0.24634330438041765	1.334634003969372e-09	0.8550303447738203	1.0896582883871107	95.97865427277968
30.48931884765625	0.6314804228049604	0.24581389560456005	3.486777658101722e-09	1.4183627717228362	1.1374677096870682	83.87737241031236
28.97882080078125	0.8075311804375198	0.24693715967824864	3.5529060440318624e-09	1.1611300257769785	1.0718838414203296	93.73862521812106
12.097320556640625	0.7761160077020819	0.25039893858042106	4.5477382522946235e-09	0.5921733240999345	0.8960338197429075	68.50124606275905
8.258956909179688	0.6692279468774313	0.24919914776933344	1.9299543772422435e-09	0.615795640475059	0.9372760312768558	66.64768092510064
16.056060791015625	0.673290511791053	0.24990159147960336	1.2535249576123384e-09	0.4605409421123103	0.9295732261836764	67.26365339223717
29.85479736328125	0.5472049251246132	0.24499217710673593	2.674115290798085e-09	1.2285384655349247	1.1269635327509626	75.90506586905057
36.95806884765625	0.762222601328896	0.2410723643730023	3.3151338166695404e-09	1.2113080856364706	1.1081834965581574	88.75135956824256
2.9530868530273438	0.47387913676997306	0.24935862494131683	2.259696807726543e-09	0.9524886891911096	1.0306157609531388	68.60118658170171
8.532699584960938	0.6599521365855644	0.25022458546216125	1.3589834241687042e-09	0.6000257882773387	1.0100053158577604	78.55243514987885
7.8694000244140625	0.9005708690337707	0.24733677520621528	1.9689752187849637e-09	0.4928740253446042	1.0017614188289774	97.68546833386537
15.973236083984375	0.4865119410071417	0.24493516315774128	3.708037681992743e-09	0.9083846941744183	0.9480993575805766	52.09361339101741
16.331207275390625	0.8222345796506512	0.244992402407861	3.4865242558844133e-09	0.46286796713067646	0.8579508851808507	61.47219006953372
30.82623291015625	0.7587998978881831	0.24431295057111185	1.3708469387625385e-09	0.6894594336887081	1.0708656833286674	84.95178131645532
25.80621337890625	0.8960447586361864	0.2431769211088696	1.4183033856431113e-09	0.3654088421490055	0.9343051991626823	79.6298736391211
27.99615478515625	0.4377401754531305	0.2409372375463324	1.2551439005028386e-09	0.8886313252108071	1.0922492915186859	63.21761105432551
24.16937255859375	0.5505771112451823	0.2493507861167023	1.5864118016981915e-09	0.6595252699108624	0.9695318404945149	62.802290282644655
13.992462158203125	0.8099896794473413	0.2470182282211549	3.7104408280415288e-09	1.075639565065881	1.0839102312987317	97.42004682805158
2.1940650939941406	0.8473376935915523	0.2468464018670985	1.7366521865064712e-09	0.2859331378066259	0.8560375157322279	68.0612364632716
42.2574462890625	0.19396789822023497	0.24237644065139927	2.4473012499567753e-09	1.0125217655642247	1.0219884936470396	51.524772055986034
16.392974853515625	0.34183810977998297	0.24960044835084516	2.672503267426026e-09	0.8493522040768302	0.9609150644098144	56.9851964855925
16.216094970703125	0.8507986125738315	0.24967447863596032	1.9039105307124697e-09	0.5630779446830068	1.0247004336825138	98.83154441406651
8.849258422851562	0.8349616734771008	0.2452971237569406	1.4054169460523394e-09	0.6075608403536228	1.041915609677192	90.12242664735201
16.901153564453125	0.7722451786260902	0.2488823729917136	2.6002876940799573e-09	0.3010563985832267	0.8119254804392785	54.65477643885994
20.82269287109375	0.5449829430480935	0.24751884785797496	1.2322573343149665e-09	0.606674759232	1.0190283960370476	65.44523197976726
13.575531005859375	0.6752512874352927	0.24329017680974133	1.455942090686731e-09	1.031172386585114	1.1763695380055608	90.86101298197447
11.009368896484375	0.584959632736381	0.24573169187606736	1.2485642968775169e-09	0.46979301247806177	0.9232830963556745	54.286917828663604
12.369659423828125	0.7878769684022152	0.24017633693800747	3.099005391144366e-09	1.2074459983564774	1.0810169718077416	84.62216758151588
23.47589111328125	0.8503936133919536	0.24516477842273227	2.387942674596069e-09	0.7751095823517027	1.0312450734355996	91.62843230624702
42.5157470703125	0.8125573183624061	0.24083140552719773	2.0084718860491676e-09	0.9127938863935825	1.1227258844761396	95.5822957980983
6.8712921142578125	0.8926272328003594	0.24812229398005353	2.2348804110088464e-09	0.24924604245514928	0.8454469230653491	74.32071811285874
3.0622329711914062	0.6697891291406078	0.24624836278209292	1.9480373979442554e-09	0.6212053323601638	0.9478524656053345	59.22237248347169
17.594635009765625	0.884250486769722	0.24780675457606127	2.9092113968979566e-09	0.531947108937625	0.9414431004968954	86.3615542328268
