# omega_b	omega_cdm	h	ln10^{10}A_s	n_s	tau_reio	delta_Neff_drmd	f_idm_drmd	log10z_stop
0.022958469	0.121643	0.7516914	3.074219	0.9902857	0.0899144	0.671397	0.3276148	3.005305
0.022801211	0.1256896	0.7387983	3.07436	0.9810373	0.08561659	0.6890666	0.1574761	2.239351
0.02252387	0.119397	0.7066746	3.067218	0.9850188	0.06968282	0.17785	0.1473694	3.191735
0.02304044	0.1233829	0.7385689	3.042734	0.9915809	0.06070256	0.5079269	0.01674316	2.354038
0.02305753	0.1210777	0.738901	3.060848	0.9842307	0.0623619	0.4296833	0.1061039	2.107965
0.023025269	0.1201661	0.7413732	3.061498	0.9885377	0.06508706	0.4291679	0.14675	2.172847
0.02275145	0.1131616	0.7296422	3.070716	0.9869799	0.07201548	0.1667732	0.1466705	2.671412
0.022694048	0.1093349	0.7269327	3.060689	0.9932098	0.07846919	0.03701959	0.459606	3.879571
0.02284964	0.1116788	0.7340426	3.053539	0.992669	0.07503779	0.1487677	0.3967441	3.78004
0.023422899	0.1129405	0.7492309	3.064287	0.9970396	0.0845227	0.2912714	0.2183755	4.124901
0.02307088	0.1129372	0.7220679	3.104879	0.9893429	0.1020325	0.1069507	0.5025176	3.863437
0.02335545	0.1176607	0.7490453	3.081326	0.9980048	0.09541161	0.4700243	0.4547633	3.032591
0.02351675	0.1215179	0.7687481	3.01559	0.9913881	0.06341023	0.7216976	0.6607701	3.026564
0.02366962	0.1228811	0.7691274	3.006768	0.9879897	0.05159485	0.7467051	0.673119	2.976028
0.02337657	0.1223297	0.7290406	3.068362	0.9720525	0.07550472	0.4126334	0.399808	3.167084
0.023749748	0.1239824	0.7603347	3.057192	0.9827865	0.07975494	0.7038803	0.3808594	3.772083
0.02302014	0.1217222	0.7215719	3.056877	0.9768329	0.07259856	0.3819491	0.2588714	2.886864
0.023103708	0.11589	0.714654	3.072871	0.9861379	0.0773342	0.1131821	0.2474743	2.199622
0.02322341	0.1150201	0.7187088	3.060615	0.9853298	0.06940954	0.09332468	0.4998036	2.481941
0.02365425	0.1160073	0.7392639	3.046711	0.9886771	0.06109886	0.2409446	0.7562732	3.305369
0.02339961	0.1196203	0.7266518	3.037211	0.9887729	0.06478765	0.2988665	0.4121827	2.112981
0.022811279	0.11659	0.7021135	3.050869	0.9769443	0.0613927	0.06062908	0.5184704	2.722732
0.02316366	0.1178635	0.7237972	3.105918	0.971726	0.09741387	0.2737023	0.2131682	3.435698
0.02336302	0.125181	0.7493779	3.054687	0.9762874	0.07563187	0.6891856	0.5143665	3.407425
0.0237099	0.1243025	0.7385566	3.074367	0.9781853	0.08825427	0.5618837	0.7708482	4.761753
0.02394053	0.1256288	0.7694481	3.057138	0.9887782	0.08782644	0.8340391	0.8108556	4.235277
0.02271049	0.1202962	0.7305009	3.025242	0.9868121	0.06619291	0.41355	0.4488024	3.035752
0.022767128	0.1233392	0.7201143	3.053366	0.9824338	0.06667556	0.4054798	0.3243202	3.012518
0.02344911	0.1290849	0.7494344	3.04942	0.9793629	0.06756135	0.7912338	0.4364843	2.673956
0.02354002	0.1307777	0.7582749	3.051484	0.9854369	0.06563232	0.9158234	0.6473507	3.130863
0.023960149	0.1257944	0.7602964	3.053799	0.9868495	0.06825927	0.7627855	0.7461692	2.405215
0.02404361	0.1236744	0.7450136	3.072439	0.9794976	0.07987907	0.5633678	0.7343148	2.338057
0.023969319	0.1165532	0.7405153	3.031996	0.9789824	0.06875404	0.2765676	0.5586723	3.495213
0.02426712	0.1165377	0.7747926	3.032657	0.998582	0.0799696	0.5568508	0.1598276	3.759052
0.024209479	0.1175442	0.7787438	3.044594	0.9948989	0.08047922	0.6041773	0.1115532	3.509273
0.0231869	0.1186303	0.7277945	3.037065	0.976076	0.07433911	0.3213907	0.3279765	3.984569
0.023672389	0.1194374	0.7554128	3.049611	0.9763729	0.0788148	0.5266824	0.4680295	4.908429
0.02385201	0.1217217	0.7452822	3.112397	0.9670817	0.1010156	0.49849	0.6986769	4.152086
0.023754079	0.1177829	0.7453626	3.059989	0.9847508	0.08886932	0.398265	0.7515831	4.19594
0.02419897	0.1194668	0.7820079	3.136727	0.9939808	0.1271953	0.7088305	0.8317553	4.094303
0.02405827	0.1242338	0.7590954	3.137535	0.9809799	0.1079853	0.6848751	0.6291578	4.879059
0.02377386	0.1280555	0.7518915	3.110537	0.9737289	0.09898853	0.7384045	0.9330282	3.835341
0.023805128	0.1259728	0.7517567	3.08872	0.9781157	0.09461837	0.6769558	0.9242861	4.206027
0.023511939	0.1235146	0.76628	3.060044	0.9826665	0.08682481	0.7516606	0.3865845	4.414437
0.02381664	0.1238519	0.7821508	3.054537	0.9758974	0.08551445	0.8824931	0.103187	3.018354
0.02402096	0.1246737	0.7903554	3.092209	0.986824	0.1049051	0.9691068	0.08698279	3.73769
0.02414068	0.1260347	0.7882985	3.09307	0.9888434	0.1030472	1.002787	0.1814308	3.84556
0.0236205	0.1178526	0.7452857	3.050856	0.9849668	0.08853494	0.4195554	0.1350255	2.350682
0.023557318	0.1196486	0.7357049	3.04678	0.9882262	0.08316225	0.3908927	0.2116382	2.62176
0.0233679	0.1258145	0.7416937	3.045419	0.9873763	0.08043762	0.6586967	0.03710905	2.933283
0.02344707	0.130961	0.758184	3.04339	0.9726509	0.06699576	0.9361186	0.08523905	3.012861
0.02352147	0.1285898	0.748411	3.088622	0.9755306	0.08208691	0.7618631	0.003075221	3.035287
0.02366069	0.1311627	0.7668811	3.06036	0.9742439	0.07378931	0.9881821	0.2096564	2.59915
0.02329138	0.1307636	0.7596269	3.047776	0.9849158	0.0719206	0.972687	0.2097793	2.182842
0.0230597	0.1248193	0.7422077	3.031185	0.9823946	0.06484471	0.6343083	0.4089173	3.032029
0.023889339	0.1247313	0.7673665	3.065401	0.993109	0.07697516	0.7639472	0.4235013	2.446296
0.02386594	0.1238692	0.7779424	3.028645	0.9934397	0.06436611	0.8272512	0.3921975	2.796276
0.02400408	0.1263355	0.7807321	3.065615	0.9850878	0.07740161	0.900051	0.7928317	3.047738
0.02394023	0.1137978	0.7529822	3.066022	0.992258	0.08146492	0.2929978	0.7192371	3.092544
0.02366715	0.1163904	0.7581074	3.029848	0.990419	0.07001713	0.4505685	0.9523787	2.286336
0.023418838	0.1224822	0.74182	3.025937	0.979783	0.06155555	0.5289881	0.4951863	2.852419
0.023237368	0.120441	0.7433598	3.015579	0.9821312	0.05116394	0.4732278	0.483857	2.571095
0.02390189	0.1260137	0.7826582	3.034487	0.9873474	0.06154855	0.9071131	0.8501973	4.068897
0.02421375	0.1262734	0.7780031	3.068624	0.9846978	0.07363572	0.8430937	0.8333479	3.781423
0.02401894	0.1284228	0.7674697	3.06781	0.982236	0.07626104	0.85713	0.5136837	3.151879
0.02408767	0.1267202	0.774743	3.071592	0.9970327	0.07751094	0.8635208	0.6917002	2.668591
0.02403538	0.1207412	0.7687355	3.077723	0.9912324	0.08424139	0.6625372	0.07602159	2.280548
0.02344593	0.1209105	0.7368916	3.060788	0.9845123	0.07428002	0.4366295	0.1958226	2.624289
0.022803161	0.118692	0.6982191	3.083581	0.9801208	0.08112077	0.1041843	0.2828799	3.410015
0.022755438	0.1201975	0.6978155	3.060337	0.9762025	0.07128593	0.1350413	0.7185841	2.777234
0.02285761	0.1234692	0.6915653	3.023781	0.9740251	0.05001253	0.1461168	0.3636132	3.403788
0.02289103	0.125798	0.7245665	3.066231	0.9707727	0.07123351	0.4872558	0.9498584	4.475653
0.02281872	0.1258897	0.7132691	3.049123	0.9698149	0.06280246	0.444181	0.9041118	4.379307
0.022769269	0.1245206	0.7176233	3.070601	0.9738442	0.07664322	0.4333949	0.9365588	4.375561
0.02267232	0.1259969	0.7078941	3.072598	0.970673	0.07554705	0.4047074	0.948481	4.457821
0.02303987	0.123497	0.7184602	3.077907	0.9756122	0.08275662	0.421753	0.9321567	4.430785
0.022932438	0.1234805	0.713896	3.067933	0.9748823	0.07911939	0.3790561	0.929867	4.424156
0.023232039	0.1194448	0.7331491	3.060348	0.9877603	0.08100857	0.3950134	0.8999571	4.282818
0.023155479	0.1188133	0.7340923	3.069792	0.9908691	0.08619369	0.3800192	0.9207708	4.328318
0.023097701	0.1192176	0.731777	3.073078	0.9918829	0.08147506	0.3787436	0.9263283	4.196859
0.02293587	0.1217611	0.7280699	3.073019	0.9826721	0.08234667	0.4549177	0.9330841	4.198542
0.0227426	0.1232009	0.7220833	3.060589	0.9817172	0.07568997	0.4378441	0.9542573	4.217496
0.02291536	0.1231911	0.7176424	3.069301	0.9828659	0.08003513	0.4133046	0.9695078	4.233615
0.02283786	0.122895	0.7206532	3.061007	0.9840237	0.07562308	0.4088512	0.9554935	4.218396
0.022667041	0.1225253	0.7332989	3.086061	0.9843462	0.08686938	0.5186475	0.9667498	4.295425
0.022737911	0.1235309	0.7266312	3.088874	0.9794754	0.08497976	0.5208042	0.9372588	4.375708
0.02282068	0.1231852	0.7255773	3.103342	0.9809086	0.09293912	0.4937469	0.9614132	4.348559
0.02314829	0.1209103	0.7431187	3.066422	0.9763492	0.07936199	0.4956196	0.93974	4.270132
0.02312202	0.1222459	0.737553	3.054455	0.9735945	0.0731484	0.5137645	0.9124431	4.247543
0.023058988	0.1222109	0.7340916	3.062727	0.9763956	0.07700307	0.4956897	0.897332	4.235077
0.02298233	0.1221013	0.7326518	3.063317	0.9789894	0.07534599	0.484119	0.8816384	4.313745
0.02278237	0.1222991	0.7275665	3.040264	0.9771654	0.06854427	0.4758003	0.8712781	4.251947
0.02289659	0.1219142	0.7290894	3.04818	0.9782614	0.07135862	0.46856	0.8992638	4.283538
0.02295244	0.1222034	0.7270391	3.069399	0.9781528	0.07833423	0.4490866	0.900104	4.314452
0.022765491	0.1233572	0.7302386	3.062224	0.9761765	0.07545772	0.4959882	0.9165317	4.305484
0.022946479	0.1229211	0.7319162	3.064224	0.9790004	0.07859685	0.498312	0.8974989	4.356992
0.02307321	0.1222941	0.7460178	3.045813	0.9832339	0.07188876	0.5805153	0.933822	4.35599
0.02321739	0.1203014	0.7519183	3.050148	0.9860536	0.07351349	0.5700757	0.9216205	4.296693
0.02312582	0.1232695	0.7562676	3.033486	0.9821607	0.0599577	0.6469276	0.9055574	4.333938
0.02340253	0.121133	0.76401	3.036264	0.9858923	0.0604381	0.6425997	0.8936215	4.178135
0.02347454	0.1186294	0.7541434	3.013362	0.9924815	0.05782179	0.5186748	0.8884075	4.064227
0.02344604	0.1192524	0.7435805	3.0176	0.9897546	0.05831614	0.4809926	0.8824127	4.024253
0.023193449	0.121769	0.7438942	3.022955	0.9786864	0.05782972	0.5390461	0.9065001	4.122708
0.02339479	0.1250426	0.7411709	3.027916	0.9711133	0.05279938	0.5794846	0.9114942	4.126855
0.02327523	0.124979	0.7333257	3.01603	0.9702466	0.04608627	0.5084199	0.9016356	4.178374
0.023091558	0.1269605	0.7331874	3.014381	0.9673347	0.04684526	0.5672922	0.8867664	4.178961
0.023243228	0.1270275	0.7232315	3.04143	0.9703687	0.05784306	0.5026332	0.8949349	4.209744
0.023216208	0.1266057	0.7193518	3.052817	0.9726747	0.0605189	0.480971	0.9067797	4.232532
0.02341538	0.1262241	0.7203716	3.061849	0.9742757	0.06571008	0.4647793	0.9136189	4.224255
0.023382898	0.12602	0.7208571	3.075205	0.9782954	0.06941704	0.4802202	0.9003512	4.190627
0.02326479	0.1280279	0.7174466	3.095354	0.9731411	0.07656962	0.4969613	0.9192406	4.25611
0.02316987	0.1283278	0.7119106	3.078486	0.9726516	0.06837455	0.4821138	0.8902246	4.35994
0.02304311	0.1263637	0.7180248	3.05271	0.9703367	0.06144166	0.4699662	0.8750819	4.443211
0.02285536	0.127529	0.726411	3.048447	0.9677908	0.05751044	0.5636868	0.8873456	4.47645
0.02288052	0.1268367	0.741775	3.023607	0.9703114	0.04802558	0.6660514	0.8947859	4.421938
0.02310806	0.1251918	0.7390634	3.014754	0.9767879	0.04932556	0.620943	0.9085099	4.385734
0.02291401	0.1257168	0.7348784	3.01706	0.9738757	0.04950507	0.5625919	0.8379333	4.402185
0.022960778	0.1249658	0.7388301	3.039461	0.9734466	0.06032642	0.5687879	0.8400991	4.416775
0.023028199	0.1236938	0.7357911	3.057091	0.9804312	0.06335286	0.4992728	0.8376577	4.443141
0.023012271	0.1245011	0.7327285	3.067429	0.9791022	0.06941326	0.5045379	0.8409386	4.43846
0.02314949	0.122096	0.7337555	3.055211	0.9846261	0.07191885	0.4604098	0.8925163	4.295727
0.023247758	0.1225835	0.7293895	3.045825	0.9817207	0.06671992	0.4425941	0.9016138	4.352161
0.02309039	0.1217918	0.7336168	3.050607	0.9829239	0.06912193	0.4664808	0.9099572	4.346821
0.022977829	0.1215339	0.7255446	3.097835	0.982552	0.09408304	0.4201461	0.924548	4.443533
0.02319534	0.1229186	0.7323873	3.053725	0.9748146	0.07358439	0.4484774	0.9265282	4.376215
0.0230497	0.1231251	0.7262997	3.070542	0.9767954	0.08329808	0.4883633	0.8915018	4.493553
0.022917459	0.1228076	0.7284801	3.0496	0.9780832	0.07771834	0.4816947	0.9059772	4.491946
0.023027739	0.1213281	0.7367796	3.058085	0.9868617	0.08408704	0.4726382	0.9027375	4.508769
0.02317578	0.1212313	0.7362192	3.069604	0.9883138	0.0907498	0.4945764	0.9294201	4.402216
0.0231782	0.1207512	0.7308742	3.068863	0.9874325	0.08861963	0.4467153	0.9281181	4.372727
0.022922188	0.1223433	0.7284311	3.063698	0.9887726	0.08365333	0.4696547	0.8960191	4.412767
0.022839861	0.1219155	0.7287718	3.062032	0.9919665	0.07802106	0.437352	0.9151407	4.373318
0.022821369	0.1225963	0.7320711	3.060153	0.9900971	0.078842	0.5016793	0.9172795	4.358672
0.023093268	0.1204011	0.7342892	3.0652	0.9973105	0.08131313	0.4931439	0.9211233	4.307326
0.02318094	0.1213503	0.7442589	3.067261	0.9948175	0.07738543	0.5381075	0.9075596	4.248424
0.02307072	0.1220931	0.7432401	3.071061	0.9940064	0.08019919	0.5794667	0.8902453	4.248142
0.02328671	0.1206652	0.7565396	3.077434	0.9979226	0.08648948	0.6182787	0.8152433	4.09917
0.023286399	0.1221774	0.7557558	3.059789	0.9939391	0.07779831	0.6591492	0.8024481	4.049949
0.023389999	0.1215524	0.7554298	3.044715	0.9922302	0.07084469	0.6319991	0.7935049	4.095697
0.023289839	0.1231545	0.7599774	3.050326	0.9914481	0.07228394	0.7250061	0.8174027	4.054783
0.02318345	0.1239749	0.7620844	3.032358	0.9865229	0.06360472	0.7718064	0.8054176	4.009169
0.023306178	0.1231162	0.7608065	3.029684	0.9867955	0.06414597	0.7234929	0.8114476	4.024995
0.023516549	0.1198704	0.765212	3.037679	0.9934964	0.07151191	0.663742	0.7842461	4.093724
0.02339312	0.1205932	0.7642688	3.039929	0.9899607	0.07277409	0.6547001	0.7825588	4.057952
0.023369828	0.1197025	0.7653443	3.04803	0.9879666	0.08114212	0.6321297	0.7901501	4.155939
0.02332448	0.1207864	0.7632935	3.052968	0.9881563	0.0807862	0.6213094	0.7766601	4.141984
0.02350162	0.1207831	0.7631471	3.076959	0.9853196	0.09158342	0.607245	0.7865431	4.066812
0.02351844	0.1198557	0.7670244	3.051887	0.9873337	0.08213176	0.6174112	0.7903892	4.052077
0.023552949	0.1209714	0.7445287	3.085513	0.9919764	0.09325236	0.5353862	0.8090359	4.070853
0.023370849	0.1204872	0.7434359	3.055289	0.986577	0.08076017	0.5020205	0.8074659	4.178649
0.02355307	0.1215364	0.7377546	3.117738	0.9813139	0.1054089	0.4492953	0.7731957	4.222709
0.02361087	0.1209377	0.7406531	3.131079	0.9829343	0.1103726	0.4808263	0.7631052	4.245121
0.02317502	0.1228896	0.724245	3.107865	0.9812194	0.1044262	0.4570038	0.7730236	4.211918
0.0232322	0.1237109	0.7300153	3.101301	0.9784289	0.09846095	0.4970352	0.7539115	4.282061
0.02317897	0.1242342	0.7238268	3.075125	0.9759756	0.08951275	0.4849478	0.7445854	4.315232
0.0225467	0.1264092	0.7272491	3.042494	0.9717547	0.07825997	0.6181561	0.6244058	2.042967
0.02328784	0.1249707	0.7456298	3.051781	0.9835951	0.09126653	0.681966	0.219823	2.382765
0.02372201	0.1252072	0.7788751	3.059451	0.997696	0.09830998	0.9277782	0.1928587	2.004008
0.0235555	0.1201039	0.7559607	3.018656	0.9857414	0.07102579	0.546498	0.279093	2.348787
0.023612598	0.1198301	0.7521418	3.022611	0.9847566	0.06690775	0.4791376	0.328913	2.300543
0.023811469	0.1248209	0.7562805	3.030625	0.9794471	0.06557851	0.6566445	0.3063242	3.75313
0.024013618	0.1303853	0.8206496	3.009246	0.9981126	0.06718561	1.363579	0.4441443	4.881515
0.02343878	0.1292964	0.7973446	3.005833	0.996831	0.07135538	1.1884	0.2567095	3.521308
0.02336332	0.1309232	0.7775889	2.989942	0.9916788	0.05834735	1.115264	0.3977256	4.475382
0.02297722	0.1288519	0.7473087	3.042022	0.9823559	0.07850609	0.8163823	0.3491193	3.943797
0.023048589	0.1226406	0.7328729	3.072024	0.987719	0.0837763	0.4785811	0.04154963	3.315408
0.02337073	0.118842	0.735734	3.067122	0.9966228	0.08547347	0.3921434	0.3541115	3.561575
0.02358894	0.1213507	0.7501655	3.09477	0.9925336	0.09995268	0.5650067	0.4631165	3.733326
0.023305148	0.1245344	0.7305036	3.074267	0.9804314	0.09122995	0.52984	0.367774	4.041114
0.022845559	0.1205685	0.7071824	3.035096	0.9795701	0.06825966	0.229519	0.6617369	4.052775
0.022803148	0.1178724	0.6961917	3.024818	0.9740157	0.06285192	0.03663473	0.5246135	3.635598
0.02289841	0.1229705	0.6968588	3.011672	0.9728943	0.05717752	0.2190978	0.5276961	3.71464
0.02370254	0.1222618	0.7442204	3.020875	0.9826265	0.06894012	0.5335102	0.6271827	3.953245
0.02344675	0.1176879	0.7337717	3.042839	0.9907546	0.07575803	0.2964623	0.641654	3.37254
0.023188679	0.1173288	0.7146538	3.03997	0.9820591	0.07226984	0.1645427	0.9777502	3.584996
0.02277493	0.1151547	0.7238427	3.076486	0.986566	0.08928639	0.1990343	0.5776808	2.853961
0.02293399	0.1186764	0.7101909	3.111927	0.9736383	0.09731813	0.1905112	0.6420178	2.681859
0.024094889	0.1201427	0.7696121	3.084186	0.9922249	0.09035549	0.6431119	0.6848104	2.819197
0.023270618	0.1251452	0.7404232	3.033775	0.9845839	0.06884617	0.6008357	0.416895	2.075158
0.02367531	0.1260105	0.7715154	3.053982	0.9949168	0.08209253	0.874261	0.4136862	2.671479
0.02306765	0.1253048	0.7311195	3.046426	0.9795766	0.0648204	0.5386828	0.2426345	3.481534
0.02324768	0.1250363	0.7288037	3.059368	0.9750003	0.07392526	0.5147183	0.05301966	2.563471
0.02340846	0.1245214	0.7223753	3.061724	0.9693053	0.07477974	0.4392818	0.2060848	3.621243
0.023497969	0.1240692	0.7283637	3.053195	0.9777195	0.07177334	0.4652847	0.6628624	4.801935
0.023593819	0.1203831	0.7485644	3.043109	0.9908536	0.0733118	0.4975496	0.6950837	3.932365
0.02281429	0.1233776	0.7187158	3.037999	0.9758486	0.0697631	0.3942605	0.403441	2.588256
0.02377017	0.1223399	0.7412745	3.068599	0.9841907	0.07961196	0.4993641	0.609562	4.985023
0.02387375	0.1182426	0.7425762	3.081564	0.9871442	0.0883652	0.3664176	0.5421273	4.568127
0.02362294	0.1253307	0.7436472	3.061756	0.9778106	0.07528239	0.6299984	0.6168836	4.876556
0.023539988	0.1184372	0.7323407	3.051464	0.980042	0.0631069	0.3081929	0.5626377	3.78449
0.02367178	0.1125735	0.741838	3.09203	0.990554	0.08570142	0.1774534	0.6660432	3.379684
0.023555059	0.118813	0.7432177	3.064839	0.9903502	0.07321041	0.4125883	0.5903845	3.404992
0.02345706	0.1270372	0.7685657	3.045314	0.9922633	0.07035937	0.871392	0.9414593	4.627135
0.022979058	0.1229723	0.7279755	3.059472	0.9898363	0.07256289	0.4615954	0.5931082	4.07302
0.02288373	0.1266011	0.7334663	3.048106	0.98107	0.07250615	0.6049035	0.8558265	2.010719
0.02354633	0.1236826	0.7507564	3.076915	0.9884331	0.08521425	0.5913569	0.7892223	2.566548
0.023421248	0.118389	0.7503807	3.0768	0.9965971	0.08633077	0.4432756	0.8122608	2.926295
0.023655418	0.114616	0.7408138	3.102488	0.9924704	0.1043257	0.256661	0.2553932	4.066467
0.023128519	0.1109667	0.7213637	3.094795	1.000058	0.1019712	0.02075725	0.1858615	4.466104
0.02291263	0.11801	0.6970406	3.118944	0.9834275	0.1126879	0.06209803	0.1061538	4.099637
0.02294956	0.1179855	0.7143616	3.152547	0.9816271	0.1287764	0.2102067	0.2311915	4.768321
0.02325534	0.1155288	0.7340113	3.102673	0.9862028	0.0983355	0.2532968	0.5322964	4.909135
0.02299992	0.1179539	0.704898	3.096053	0.9793923	0.08598825	0.1059954	0.7165977	4.297201
0.023245038	0.1185108	0.7189536	3.061737	0.9877728	0.07806176	0.2138162	0.9079653	3.57998
0.02312753	0.1166135	0.7220606	3.020587	0.9859342	0.06400267	0.2109889	0.3171401	4.164096
0.023447521	0.1138082	0.7423428	3.042389	0.9884896	0.07418341	0.2505429	0.5208045	4.0113
0.0229385	0.1164572	0.7040364	3.05648	0.9784967	0.07619592	0.05133194	0.03302661	3.409464
0.023279209	0.1205054	0.737961	3.04321	0.9761563	0.07116434	0.4432661	0.07334333	4.456601
0.023106169	0.1247782	0.7501744	3.011756	0.9794889	0.0566256	0.6869558	0.2214666	3.775935
0.02315035	0.1225913	0.737669	3.020535	0.9830102	0.05547357	0.4855096	0.2140625	3.098105
0.023303607	0.1254152	0.7340879	3.073277	0.9778495	0.07848673	0.5447147	0.3098781	3.320198
0.0236312	0.1247873	0.7226395	3.098916	0.9755438	0.08921067	0.4192118	0.5720913	3.689152
0.02362804	0.1224752	0.7415432	3.057939	0.981823	0.08127413	0.5206009	0.9245175	4.196121
0.02289514	0.1190489	0.698896	3.051208	0.9854177	0.07254953	0.1320665	0.8208819	4.359391
0.02319479	0.1202676	0.7099534	3.044829	0.9819525	0.06766094	0.1840442	0.8623538	3.761352
0.02292308	0.1230117	0.7070881	3.023186	0.9781415	0.05079057	0.2632294	0.6483982	4.141545
0.02342201	0.1175619	0.7364934	3.046064	0.9999678	0.0730081	0.3163701	0.6516499	3.468932
0.02357903	0.124209	0.7743299	3.031988	1.000469	0.07195403	0.8166146	0.7145519	4.155295
0.023722108	0.1222972	0.7645724	3.065107	1.00269	0.09035199	0.6884386	0.5233877	3.750151
0.02339811	0.1180635	0.7510181	3.085793	1.00827	0.09830166	0.4993236	0.545692	4.3235
0.02336327	0.1232015	0.7389055	3.117514	0.9829811	0.1068853	0.546557	0.5211784	3.106001
0.02383619	0.1267461	0.74396	3.081132	0.9801153	0.08756683	0.6606515	0.4937882	3.781465
0.024088189	0.1297335	0.7741474	3.074419	0.9757093	0.0873608	0.9708539	0.4852952	4.247756
0.023246838	0.1187169	0.7323228	3.08463	0.9771325	0.09061075	0.3567016	0.5982738	2.869668
0.02317237	0.1233862	0.7512236	3.054913	0.9816743	0.07570395	0.6569893	0.7863604	4.173034
0.023513729	0.1220742	0.76588	3.052605	0.9940003	0.07636999	0.6948658	0.8408586	3.87832
0.02365568	0.1215161	0.7714532	3.053204	0.993405	0.07554065	0.7154681	0.7554053	3.918742
0.02291843	0.1218897	0.7301942	3.003782	0.9803106	0.04952977	0.425945	0.516748	4.032329
0.022751989	0.116878	0.7173422	3.03615	0.9784999	0.06889884	0.2012023	0.2358281	4.402862
0.022932839	0.1158167	0.7320383	3.043976	0.9894128	0.08081613	0.2585019	0.3898377	2.004839
0.02287163	0.1141032	0.7068899	3.084344	0.9851285	0.09216928	0.02348262	0.6301298	3.427119
0.02305196	0.1164702	0.6975357	3.057887	0.979824	0.07406217	0.006584656	0.7483611	2.216971
0.023007099	0.1158813	0.7093901	3.047261	0.9747848	0.07059128	0.07527886	0.5732253	2.434283
0.023427049	0.1175625	0.7142923	3.048957	0.976349	0.07463417	0.150991	0.507679	3.447014
0.02356776	0.1190307	0.7373073	3.066672	0.974675	0.08376386	0.3891924	0.2816504	2.846605
0.02349552	0.1220304	0.7536158	3.042281	0.9850142	0.07039261	0.5768218	0.3259768	2.578829
0.02331598	0.1219175	0.732272	3.051574	0.9876704	0.075713	0.4131098	0.6442155	2.322022
0.023533411	0.1241875	0.7379474	3.061979	0.9908624	0.08039695	0.545289	0.3751778	3.040123
0.022938298	0.1262052	0.7415718	3.029608	0.9870297	0.06106168	0.6970651	0.8848164	4.708817
0.02271104	0.1265305	0.7203839	3.034651	0.9704364	0.06052925	0.5211586	0.70249	3.631594
0.023216331	0.1270626	0.7437894	3.050887	0.9826209	0.06724967	0.6953383	0.3790213	3.440612
0.02321357	0.1261834	0.7230365	3.041503	0.9768268	0.06251835	0.4977915	0.1263044	4.780756
0.02308294	0.1220879	0.7084935	3.034625	0.9682112	0.05881076	0.2645948	0.04396096	4.96477
0.02308294	0.1220879	0.7084935	3.034625	0.9682112	0.05881076	0.2645948	0.04396096	4.96477
0.022784809	0.1221581	0.6902831	3.041278	0.9701234	0.07042633	0.1670364	0.1404139	3.142263
0.023291681	0.1272574	0.7284216	3.02789	0.9633472	0.06385841	0.5773727	0.4808483	4.749341
0.02314273	0.1248581	0.7158813	3.045189	0.9688946	0.07180796	0.3947752	0.2286503	2.578
0.02311047	0.1226736	0.7102192	3.046413	0.97109	0.07171624	0.2748398	0.08102271	3.788483
0.02354995	0.1250178	0.7359456	3.051034	0.9720709	0.07249797	0.5308885	0.1618063	4.468055
0.02330043	0.1281935	0.7194572	3.053541	0.9659781	0.07710522	0.5332047	0.0786718	3.267959
0.02343023	0.1294537	0.7549701	3.037609	0.9811638	0.06559085	0.8166662	0.5668397	4.549588
0.023221271	0.1267061	0.7384573	3.087112	0.9797047	0.08895636	0.6213085	0.3656455	3.471902
0.02333645	0.1246117	0.7430868	3.07281	0.9778169	0.08240054	0.5874535	0.4933287	3.477642
0.02395307	0.1208847	0.7493869	3.042374	0.98752	0.07007894	0.4862485	0.6835372	4.702923
0.02322745	0.1231704	0.7319569	3.057344	0.9739918	0.07464122	0.4749443	0.8621535	4.138779
0.02297199	0.1230424	0.71695	3.074293	0.9726089	0.07909964	0.3719347	0.5385024	3.600028
0.022537328	0.1200984	0.7031627	3.049464	0.9741642	0.06478114	0.1937222	0.3491358	3.252984
0.02284714	0.121592	0.7147508	3.055355	0.9773178	0.07320514	0.3225177	0.4049606	3.347332
0.022933431	0.1202323	0.7222233	3.055689	0.9875101	0.07692336	0.3383047	0.69052	2.324569
0.02300427	0.1274277	0.725468	3.079347	0.9756264	0.08742068	0.5898441	0.8756342	3.588003
0.02348999	0.1234874	0.7516826	3.050817	0.9801268	0.07052727	0.6516806	0.5184325	2.877622
0.023740329	0.1226639	0.7623324	3.050462	0.980258	0.07031019	0.7014186	0.5397489	2.235538
0.02429446	0.1187281	0.7778702	3.077028	1.000748	0.08548971	0.6682923	0.3040712	3.364918
0.02379971	0.1185847	0.7582445	3.096705	0.9970247	0.0982595	0.5288493	0.1870875	3.059442
0.022970159	0.1214383	0.7160287	3.045382	0.9737898	0.06598432	0.3180131	0.3902472	3.723331
0.02360245	0.1183682	0.7369443	3.06305	0.9782538	0.07060847	0.3316733	0.8108406	2.796984
0.02353102	0.1229655	0.7375003	3.072646	0.9673015	0.07701497	0.4931153	0.6118207	4.1268
0.02396316	0.1195002	0.7768242	3.048789	0.9875644	0.07210942	0.6840051	0.9837707	3.365674
0.02366398	0.1202455	0.7627081	3.044136	0.9907162	0.0675051	0.5879262	0.9630363	2.767356
0.023986189	0.1272759	0.7790636	3.077101	0.9901012	0.08178835	0.956191	0.9320205	4.187402
