# omega_b	omega_cdm	h	ln10^{10}A_s	n_s	tau_reio	delta_Neff_drmd	f_idm_drmd	log10z_stop	log10_G_over_aH_drmd
0.02272237	0.1218759	0.723906	3.039431	0.9978408	0.07705704	0.4426279	0.0220721	4.021087	7.145007
0.02301321	0.1224523	0.7419826	3.02424	0.9919799	0.0680892	0.5552997	0.0137234	3.93387	6.541806
0.02335506	0.121445	0.7423422	3.020622	1.00232	0.06353173	0.5075635	0.03134124	3.988253	6.858398
0.023483789	0.1209248	0.7426371	3.062195	1.003946	0.07724025	0.4834499	0.02084484	3.938212	6.552622
0.02335376	0.1214307	0.7418897	3.054314	1.003942	0.07038405	0.5024448	0.02203845	4.024602	7.17397
0.023364611	0.1209722	0.7474794	3.067018	1.000294	0.07597179	0.5563278	0.01643009	4.095943	7.020902
0.02347182	0.1212669	0.7524697	3.057117	1.002771	0.07105516	0.5797236	0.0126315	4.088568	7.07767
0.023283409	0.122855	0.7524344	3.066844	1.00751	0.07339866	0.5841328	0.04876017	4.092604	6.66884
0.02288319	0.1223808	0.7214334	3.082423	1.001134	0.07742299	0.4235795	0.03218053	3.901485	8.433672
0.023028221	0.1227326	0.7249062	3.089273	0.9972412	0.08458804	0.4341938	0.01286982	3.834772	6.665042
0.022507379	0.1237792	0.7104104	3.12142	0.9961009	0.09736531	0.3580885	0.03723238	3.713715	8.073166
0.022913689	0.1232174	0.7233684	3.084494	1.000617	0.08086099	0.4334975	0.04397227	3.974742	7.248554
0.02247681	0.1225661	0.7120448	3.06094	0.9885749	0.07944388	0.3470317	0.02807765	3.604659	8.96262
0.02273394	0.1159327	0.7421513	3.075148	0.9896565	0.08127245	0.391706	0.008742405	3.809465	7.140575
0.023052968	0.1223893	0.7277126	3.06915	0.9969458	0.06984124	0.4655337	0.001836394	4.057968	8.690557
0.02319324	0.1223574	0.7319667	3.074732	1.003697	0.06836231	0.4602723	0.03161933	3.88872	8.363366
0.02319173	0.1228997	0.7305042	3.064553	1.012196	0.07507824	0.475926	0.03221677	4.120077	7.752087
0.02333263	0.1215298	0.7281119	3.094717	0.9987097	0.08915238	0.3903841	0.01655693	3.603454	7.491601
0.02307009	0.1209887	0.7420028	3.082732	0.9996913	0.0764949	0.5187081	0.02204837	4.029392	6.849826
0.02249998	0.1258176	0.7054897	3.079128	0.9933672	0.08106127	0.3833695	0.0430615	4.026823	9.312253
0.02308414	0.1216986	0.729775	3.085316	1.007373	0.07913058	0.4060265	0.04122174	3.806087	7.236808
0.02307559	0.124697	0.7201531	3.075459	0.9994026	0.07217146	0.4269825	0.03382165	3.946429	9.496061
0.02280462	0.1271305	0.7074832	3.086654	0.9950398	0.07390501	0.4045135	0.06106976	3.952669	8.79528
0.023355491	0.1227061	0.7273306	3.092361	0.9876796	0.0855406	0.4084313	0.01343297	3.586946	7.61315
0.022947991	0.1273928	0.7059163	3.115228	0.9913842	0.08405765	0.3861852	0.07408967	3.714566	8.318555
0.02249483	0.1226206	0.7169228	3.077664	1.008357	0.0779312	0.3792986	0.03287689	3.810308	9.109917
0.023076888	0.1251148	0.7307332	3.059463	0.9927636	0.07148409	0.5289767	0.03233646	4.030995	6.981161
0.02271854	0.1230728	0.7170437	3.088064	0.991998	0.07958271	0.4053151	0.03962706	3.877369	9.024832
0.02268655	0.128577	0.7081305	3.102962	0.9976545	0.08764359	0.4819065	0.04395931	3.882143	10.98553
0.02290986	0.1217453	0.7372975	3.028414	0.9919646	0.07231198	0.5328551	0.001454541	4.025172	6.879832
0.02301321	0.1224523	0.7419826	3.02424	0.9919799	0.0680892	0.5552997	0.0137234	3.93387	6.541806
0.02335506	0.121445	0.7423422	3.020622	1.00232	0.06353173	0.5075635	0.03134124	3.988253	6.858398
0.023483789	0.1209248	0.7426371	3.062195	1.003946	0.07724025	0.4834499	0.02084484	3.938212	6.552622
0.0232476	0.1196382	0.7529621	3.040391	1.00613	0.06690588	0.5576844	0.00238733	4.058618	6.997393
0.023364611	0.1209722	0.7474794	3.067018	1.000294	0.07597179	0.5563278	0.01643009	4.095943	7.020902
0.02351654	0.1206003	0.7581379	3.049844	1.006029	0.06970841	0.5650577	0.0217768	4.133592	7.219556
0.0224001	0.1255256	0.6995601	3.082255	1.001835	0.0805474	0.3698394	0.04429844	3.824291	8.771802
0.023043351	0.1238063	0.7278299	3.086745	0.9908788	0.07614657	0.4570001	0.05013046	4.066737	7.959182
