7  105.488	2.241789e+00	1.325183e-01	7.003778e-01	3.076305e+00	9.903361e-01	6.856150e-02	5.177765e-01	5.028891e-02	4.347441e+00	8.602487e+00	9.997523e-01	9.332859e+00	6.824095e-01	2.454125e-01	2.168564e+00	7.970654e-01	1.044662e+00	7.004186e+01	1.414695e+02	3.170912e-01	6.517312e-02	1.154813e+03	
18  109.662	2.241789e+00	1.325183e-01	7.003778e-01	3.076305e+00	9.903361e-01	6.856150e-02	5.177765e-01	5.028891e-02	4.347441e+00	8.602487e+00	1.002998e+00	9.332859e+00	6.824095e-01	2.454125e-01	2.168564e+00	7.970654e-01	1.044662e+00	7.004186e+01	1.414695e+02	3.170912e-01	6.517312e-02	1.154813e+03	
2  105.394	2.275865e+00	1.229914e-01	7.065497e-01	3.130980e+00	9.831099e-01	1.006825e-01	2.921279e-01	2.790616e-02	4.046879e+00	2.764890e+00	9.983522e-01	1.185845e+01	7.068262e-01	2.455384e-01	2.289404e+00	8.248174e-01	1.043909e+00	7.065543e+01	1.445562e+02	2.932943e-01	3.752736e-02	1.891568e+03	
11  107.658	2.275865e+00	1.229914e-01	7.065497e-01	3.130980e+00	9.831099e-01	1.006825e-01	2.921279e-01	2.790616e-02	4.046879e+00	2.764890e+00	1.002952e+00	1.185845e+01	7.068262e-01	2.455384e-01	2.289404e+00	8.248174e-01	1.043909e+00	7.065543e+01	1.445562e+02	2.932943e-01	3.752736e-02	1.891568e+03	
7  108.061	2.275865e+00	1.229914e-01	7.065497e-01	3.130980e+00	9.831099e-01	1.006825e-01	2.921279e-01	2.790616e-02	4.046879e+00	2.764890e+00	1.003245e+00	1.185845e+01	7.068262e-01	2.455384e-01	2.289404e+00	8.248174e-01	1.043909e+00	7.065543e+01	1.445562e+02	2.932943e-01	3.752736e-02	1.891568e+03	
1  107.256	2.263290e+00	1.216637e-01	7.078940e-01	3.105306e+00	9.730723e-01	9.029537e-02	3.127004e-01	6.245103e-03	4.124888e+00	3.182634e+00	1.005490e+00	1.099125e+01	7.106912e-01	2.454916e-01	2.231784e+00	8.272433e-01	1.042516e+00	7.080460e+01	1.449145e+02	2.896603e-01	4.027769e-02	1.997933e+03	
3  106.945	2.326810e+00	1.243608e-01	7.206456e-01	3.091377e+00	9.796011e-01	7.780954e-02	4.371455e-01	2.639967e-02	4.172423e+00	3.124688e+00	1.008957e+00	9.783475e+00	7.145680e-01	2.457490e-01	2.200440e+00	8.056394e-01	1.042856e+00	7.208766e+01	1.429392e+02	2.859327e-01	5.577415e-02	2.226361e+03	
8  105.101	2.326810e+00	1.243608e-01	7.206456e-01	3.091377e+00	9.796011e-01	7.780954e-02	4.371455e-01	2.639967e-02	4.172423e+00	3.124688e+00	1.007441e+00	9.783475e+00	7.145680e-01	2.457490e-01	2.200440e+00	8.056394e-01	1.042856e+00	7.208766e+01	1.429392e+02	2.859327e-01	5.577415e-02	2.226361e+03	
19  104.785	2.326783e+00	1.318431e-01	7.218649e-01	3.101744e+00	9.721757e-01	8.392228e-02	6.523724e-01	2.725005e-02	4.484793e+00	5.029656e+00	1.004527e+00	1.050417e+01	7.009689e-01	2.457523e-01	2.224777e+00	8.259386e-01	1.043545e+00	7.220704e+01	1.401974e+02	2.996654e-01	8.089945e-02	2.761490e+03	
2  104.385	2.264118e+00	1.263453e-01	7.053586e-01	3.091721e+00	9.722413e-01	7.977347e-02	4.235730e-01	1.320666e-02	4.506192e+00	5.961820e+00	1.005260e+00	1.018688e+01	6.992841e-01	2.454962e-01	2.201882e+00	8.267019e-01	1.042683e+00	7.058387e+01	1.431799e+02	3.013434e-01	5.403885e-02	2.399951e+03	
16  106.763	2.349895e+00	1.210100e-01	7.401058e-01	3.037998e+00	9.830368e-01	6.909039e-02	4.734876e-01	4.317849e-03	3.937212e+00	5.530877e+00	9.967527e-01	8.888268e+00	7.348611e-01	2.458536e-01	2.086393e+00	7.926734e-01	1.043007e+00	7.401194e+01	1.433150e+02	2.652464e-01	5.972696e-02	7.643026e+02	
22  106.588	2.349895e+00	1.210100e-01	7.401058e-01	3.037998e+00	9.830368e-01	6.909039e-02	4.734876e-01	4.317849e-03	3.937212e+00	5.530877e+00	9.956815e-01	8.888268e+00	7.348611e-01	2.458536e-01	2.086393e+00	7.926734e-01	1.043007e+00	7.401194e+01	1.433150e+02	2.652464e-01	5.972696e-02	7.643026e+02	
