# z_reio	Omega_Lambda	YHe	A_s	sigma8	100*theta_s
4.6588897705078125	0.5283537546187691	0.24888103955237614	1.8023498554103314e-09	0.9532552689792785	1.0828377121708612
14.948455810546875	0.559978094299356	0.24663258237103702	9.148856073900216e-10	0.6566613369464962	1.097080042585088
8.614120483398438	0.7770188062328012	0.24155073252828688	1.3397060241751166e-09	0.6201333271324226	1.0371000267155843
5.9195098876953125	0.6291920012168098	0.2482828490297271	1.8499087260982354e-09	0.9057861103960582	1.0522134640592569
15.090240478515625	0.8945916196488892	0.24294690423771612	2.2563964938519403e-09	0.35173917275204225	0.8933281999695366
10.724395751953125	0.48224407216800114	0.24519150184558414	1.9186491694746737e-09	1.110316546632495	1.1317131261656477
10.652801513671875	0.47357609597816774	0.24797251928898223	2.720812120642168e-09	1.2067653809487011	1.1056336213181241
8.984024047851562	0.8520104307911848	0.245781822160594	1.6968187310591194e-09	0.3696197059436036	0.9385537958979414
14.493621826171875	0.7553924686995652	0.24296770917480143	1.8198936245150074e-09	0.7540236008120085	1.0453905666806471
18.227752685546875	0.47462673533590694	0.24822421521971974	5.064668989668252e-09	1.8218251586381815	1.0961342129315148
4.333732604980469	0.9047270486307601	0.24409530994830392	8.804719083603697e-10	0.15978922370121665	0.8610608149927246
27.22406005859375	0.609999792456839	0.24142313751240746	3.496219028846303e-09	1.4177351497543274	1.1158357320667611
11.659332275390625	0.8728401123264427	0.24681272690775036	4.6966189894418046e-09	0.46497869962032135	0.896351680305392
17.372833251953125	0.6415808995241377	0.24285487869524142	5.34895980914853e-09	1.517813379869111	1.0976397502463546
2.6716232299804688	0.8147748738690859	0.24141268706638339	1.8231342271806834e-09	0.6329726790730537	1.0017972908902668
13.558685302734375	0.5865164073473748	0.24645413589970874	3.3888839805394987e-09	1.39615547215628	1.0906771585547923
13.672393798828125	0.924745338736647	0.24322073133310398	2.735519571241749e-09	0.2114911673314294	0.8263328762385473
24.09637451171875	0.5946676212844377	0.24370899622014175	1.8100842233800982e-09	1.0835126643691968	1.1087180239903711
16.002716064453125	0.8574717763906524	0.24308478308402692	4.600718677525728e-09	0.6642640535764269	0.9479949217264197
11.583526611328125	0.9407532044278809	0.24214125998304134	3.501236530025699e-09	0.17858518109113064	0.7894876366166148
5.7426300048828125	0.8978265874115285	0.24455968593954805	4.0329908454816665e-09	0.36865809306077985	0.8693622301237416
4.536582946777344	0.4819428052669752	0.24206650264500545	9.825889853887027e-10	0.9253383602255479	1.1499883229068137
