# omega_b	omega_cdm	100*theta_s	ln10^{10}A_s	n_s	tau_reio	r	m_ncdm_interacting	log10_G_eff_ur	deg_ncdm_interacting
0.022635414799259526	0.12097444595790145	1.0396515980413124	3.0823630418291326	0.9660135746434473	0.0342916839377809	0.2584551735936287	0.7953376722770311	-3.0066474993364793	3.2321181893950364
0.022273080432829155	0.12148511050284055	1.0383750325882466	3.1138046271682533	0.9496284680131479	0.04862046800042244	0.25493634235888796	0.48641894833976684	-1.4242431957579456	3.4559986374441523
0.021943372818601627	0.11883913140616718	1.039627658969086	3.123070454787054	0.9539730811363326	0.07065941401230971	0.2570334258020664	0.5552906069562754	-3.0217493855909208	4.115724918562351
0.022271982326737442	0.11453998614698006	1.0406360858212507	3.105295106813861	0.9646416080235137	0.05359373761307526	0.046464984905249224	0.023374829329717683	-3.5248508327948236	3.039630090912396
0.021606416267554315	0.1223374042053784	1.0401826493448987	3.16943309507054	0.964972900603033	0.08639208766223352	0.1328274029554458	0.46176280206888537	-3.8364195125298264	2.6116048104808565
0.021450315652780327	0.11922888027037776	1.0386824862104407	3.1282779385152697	0.9677305711955149	0.079539950076633	0.09037027846979495	0.022661265347269144	-3.6911633695794905	3.4341468466600094
0.021756634838006057	0.11952833029179497	1.0399020138530146	3.074696986614258	0.9658050526135274	0.04604091796788966	0.02288347766353807	0.07443773433421863	-5.1328032927705385	2.7804381284960855
0.021483070217626556	0.12325551481215774	1.040869953447288	3.041899436210048	0.9589830621543972	0.0321767662703335	0.02365750160446775	0.5210103712291175	-4.067651001596108	4.651442054483397
0.021788380824850642	0.1210059511978666	1.0389158640669232	3.1519281606264764	0.9744520956283534	0.08284237263068996	0.20897522925356446	0.11052289424651424	-4.723278033094192	3.1960102233668426
0.02143228546279518	0.11966778656813837	1.039412281357335	3.171686315750668	0.9608039846284272	0.08501085643156438	0.21116897531509426	0.5274177298560845	-3.7747512897411886	3.5271415709228413
0.022684142545880432	0.11529287425545823	1.0405087792237506	3.0892611342893948	0.9888031894917659	0.07286245599324152	0.14348994255274258	0.5422612855093418	-2.5636170238835034	3.3083113397389257
0.022484625979441772	0.12402183288570764	1.0394340046323771	3.1136361601302847	0.9390881810979246	0.056915361536205904	0.18143490756025815	0.8713179874896706	-2.430070957381701	2.88858777082249
0.02262368475940758	0.11396814628519804	1.0415188474106938	3.155688250926327	0.9809201651524748	0.08332527697974579	0.2734448854257209	0.4539243577103901	-2.558947247377135	3.949235796019269
0.021014649752520546	0.12485899402037763	1.0383962432186473	3.1241785024031814	0.9456031049902944	0.05358558895592485	0.19149638101285088	0.8151216900250156	-2.5966123401578596	3.6931104058661193
0.022124195744237025	0.12720777825360635	1.0404523604979898	3.061218320491547	0.9591091774024856	0.030491648518724542	0.06720044294176147	0.5078550573874514	-3.986201997315506	3.5544921502743336
0.022059544013613465	0.11355434672953527	1.0390895206522421	3.073733675615884	0.9741518639391393	0.04241085169073372	0.19214158860558425	0.9848665521219948	-2.1418761893454814	3.58655978198709
0.02264802698064812	0.1147519551724488	1.0394500300296974	3.143734616678024	0.9825990796578055	0.07841274748539565	0.2624834124018468	0.05717356293639975	-3.113258118460941	3.501591542009533
0.02186583510431283	0.12125826010487031	1.0410790278210655	3.0585611260419365	0.9742866507507052	0.02133413331843649	0.06546082584808942	0.3578352689432755	-3.215264843015816	3.714370892563175
0.022341516329544866	0.11205046041732805	1.039323485374629	3.108048553551589	0.978553620062147	0.06464382477113764	0.23844096565848494	0.6781467566126118	-4.734527100407423	3.327625327518637
0.022672813823372304	0.12050538316804014	1.0411820575032804	3.1774478965546717	0.9620006772794089	0.0869418921894714	0.2895052686974403	0.5498753735616453	-3.8262174761130603	3.051916537212156
0.021622958680997985	0.12559571192471658	1.0412758905411792	3.1035009797204705	0.9524922375500423	0.05002297077497913	0.02558974246028231	0.8403017100120407	-5.045469526927237	3.639412318783156
0.02223454516109713	0.11947001884306642	1.0402531187720592	3.1547482681277663	0.9585536379566605	0.06954328922444111	0.03847342030037394	0.7060834092525083	-4.358586910704241	4.241607433773117
0.02188258313182025	0.12032004856987581	1.038740223928272	3.1162021464778453	0.970291910028094	0.06502037429103633	0.1426573567477911	0.7788372423934256	-3.4336758395290734	3.034155959518007
0.021443928840030824	0.12425542799567058	1.039843709065295	3.162907402595822	0.9582224121946542	0.07914352527546001	0.06642476905756965	0.9104365861948003	-1.4402257024648704	2.6707605363221556
0.021634653384424628	0.12121463820335754	1.039733169043009	3.176948859554827	0.950866456768294	0.09309045678259706	0.1365781632062654	0.8011567279827412	-3.5859926894836986	2.757157490400672
0.021241528134922975	0.12765328853927355	1.0387922478019722	3.1388133074999267	0.9377718027276675	0.06296358744887665	0.19471551429903203	0.8285581418963406	-2.0659956734586853	2.8120914596648765
0.021669419376924157	0.12091263356942371	1.039541051297177	3.095874074580452	0.9376868268188007	0.03782197600619233	0.16306032036475943	0.6202235524652906	-3.4724032580127275	3.7368691389005755
0.022026891343062682	0.11778206578206944	1.0400438228824975	3.1033404457015035	0.9692261576234723	0.04513196338834363	0.17744174935917956	0.12320727621185057	-2.1777850168783455	2.415375041724581
0.022085019857737465	0.12114119071474372	1.0389119834292535	3.1175354677155043	0.9468547289258719	0.05060179921745703	0.08288326682769624	0.7468954219581154	-5.116277752710976	2.6977287754804578
0.021149883862159238	0.12396208119448868	1.038430627333256	3.109447529197803	0.9549968248212775	0.06709517982889741	0.13320901105799957	0.8293433216735239	-2.5267023452404014	4.473925682105526
0.021692999691207273	0.12000169361322516	1.0419209066891484	3.062116410928797	0.9767154015001062	0.04081793079908168	0.21411551594562375	0.18021413907503125	-3.2446915874405957	4.085444195123089
0.022288129128422617	0.12035496112915899	1.0397339784506208	3.1002713067237426	0.9698117432724817	0.04787595852836164	0.21284701074001433	0.4993600825252693	-3.197919245722739	3.0881005844322367
0.02146162446300246	0.12213847846624847	1.039660621855095	3.0891640226087023	0.9455429383322803	0.03453705212093757	0.2742577190029494	0.35474026943442005	-2.1263435280930603	3.471882920265141
0.02192423459783449	0.11383318880772786	1.0399527825117245	3.073107051747499	0.9723683872636767	0.041169514604625736	0.10630114116373161	0.4678613568623029	-5.078655378273533	3.6164811785049458
