# omega_b	omega_cdm	100*theta_s	ln10^{10}A_s	n_s	tau_reio	r	m_ncdm_interacting	log10_G_eff_ur	deg_ncdm_interacting
0.022280427065944547	0.11497167898380325	1.039476339919619	3.0569566504397025	0.9667638224270402	0.02266173710127143	0.15235436059585852	0.7086604279712055	-2.8062912171205756	3.025003996887307
0.022824371883892882	0.11875957393644244	1.0412899553906225	3.124037859225607	0.973926954040638	0.05577866706709966	0.09933069726310356	0.7719942453571769	-2.9311194911629226	4.607418558576466
0.022554031233117285	0.11992727848396476	1.0391843313389622	3.0596227045322046	0.9706828298714542	0.03567254299157736	0.11682499595079787	0.3305507714680157	-5.141873247060658	2.33855241400052
0.02194875632746449	0.12474881201278847	1.039859128272965	3.1085985304785666	0.9384326983682416	0.05514432158300907	0.11585982742935579	0.03575425605614163	-3.1607215684936603	3.244067166337859
0.021709541725080387	0.12684723619702867	1.0402540324065128	3.1607218693244814	0.941954698618064	0.0794709171485036	0.1683627575082592	0.3789179022821392	-1.8892367172986595	3.1184095363527295
0.022017015407639687	0.1161026108330062	1.0393264636622417	3.037647224357464	0.9779820520372838	0.03492997210672425	0.14135027534279862	0.6686286472291119	-2.9444423673418454	4.182150236530799
0.021961304385568908	0.12127348731145496	1.0399056826195643	3.140987923228765	0.9631940061492735	0.06659808837856421	0.2218639632408454	0.5871956874038461	-1.9824818897803431	3.6394554222984263
0.022342555279698372	0.11992096830949732	1.0400972751820516	3.0832374578644997	0.9668132919641915	0.046269346989680285	0.12780699540688556	0.8923487732558419	-4.560293922732431	3.2929734057242834
0.022221189475711813	0.11813170700778089	1.0397152565715868	3.0814430572117755	0.9900888063449127	0.041568874304636176	0.17839006650140146	0.5956509113960423	-2.8529037546577163	4.253537081683275
0.02145569560606207	0.1220985468150763	1.0409869000677896	3.0501788208236444	0.9652943798569166	0.027153431704172757	0.10309714899331993	0.27136540203234427	-4.425530806977603	2.6640984615035084
0.021341510686433324	0.12627355165203044	1.0399117754564393	3.0620124187858258	0.9590781097037065	0.037074660044215293	0.15085888489704455	0.8989232862955238	-2.5573009551841386	3.4379541045543065
0.021562903891836526	0.12322308731100405	1.038343443222391	3.122372496487643	0.9431394069123032	0.0688937590561201	0.07147682004747113	0.8240280260958266	-4.706870321249856	3.9610359710332075
0.021087665131280634	0.12474304749445106	1.039064650392915	3.0971167760614113	0.9545463780418694	0.056556337971986934	0.1458092424563175	0.494891357910278	-3.746679395063741	3.01971544761199
0.02123260976660218	0.12461311314401796	1.0399236066081698	3.10693142893684	0.9429115850383726	0.04261976140960163	0.0971442350457091	0.13696413012547443	-4.379798356382739	3.044165746225463
0.021349594976845566	0.12398064281364277	1.0397330714487536	3.006994509367707	0.9612600570508141	0.013690359606243471	0.21166318765513192	0.2600665933495702	-2.5764952840494937	2.701777306987167
0.021289132709964815	0.12102177347355472	1.0391789193489147	3.1363659934272548	0.9568623540324448	0.08308595884938644	0.10004927204422534	0.7768535567906455	-5.096095990806072	3.8355748879467897
0.022508795000201618	0.12135307678670262	1.039719533654898	3.145605168879751	0.9495433454395111	0.07288272602551947	0.20105199198401114	0.4786638665173847	-2.8792051692625895	3.792447529731273
0.021777052357409576	0.1231298670882831	1.0397113138250742	3.1164869238332806	0.9375534727257416	0.06595248281383453	0.07564968814166773	0.9539456770776844	-3.9777107219597196	3.0040667870926194
0.02204675639475375	0.11570399535824034	1.0417844886028582	3.0406595167266293	0.9613719106675235	0.03889507935572803	0.12116597802075121	0.4173499177539192	-1.6778460353107134	3.4728367421699526
0.02193721070619266	0.12377251540892614	1.0389305050913502	3.1313380864161946	0.9467933700722004	0.055961159666045646	0.03965570947569473	0.2721196988393364	-3.237306128807353	2.1665464688460316
0.022577216980749444	0.1112703097620058	1.0400600647499736	3.120219908292637	0.9772533097640425	0.07435379240494445	0.11025098295545303	0.902501451313194	-3.440264160074624	4.101532300334628
0.02257172320578469	0.11422154529125632	1.0392731749600517	3.0395260743269135	0.9717139673583731	0.04024847770177124	0.15551756037403025	0.9388900917494172	-2.123219747138595	3.5333733705180537
0.021719636674007232	0.11924501053108294	1.0394123472556065	3.124418819846214	0.9804317816596351	0.07909414140072404	0.1592688983167713	0.3490830353558443	-5.2514458601593645	3.88388113472335
0.021539384535884516	0.1266121803747405	1.0408838547704538	3.14854809891048	0.9511039412020661	0.061614200016796246	0.04769089202539849	0.7339673492099894	-3.1848763453271802	2.9707167033627697
0.021093832782217322	0.12466065017733248	1.0389874627680118	3.0802218240461747	0.9319425631359012	0.03992055174207398	0.10905433592114555	0.2696893192925739	-4.170810930060506	2.61440343186605
0.021474555966852733	0.12553561616152276	1.0382975444279	3.124441481667629	0.9563641470990244	0.07314009888650136	0.17787596757802773	0.335848111587711	-3.7899808777061663	2.3662664991213087
0.022092178219561998	0.11521361737109027	1.0399317641252015	3.075979691907104	0.9596747513125674	0.051036292228126764	0.10760989579524025	0.28515856972151943	-3.827284678164891	4.640132216787116
0.02252392916130877	0.12166493503259797	1.039444586950768	3.068527409269178	0.9561740424329231	0.04278503499663197	0.17587694824559813	0.734719067693155	-2.5135802271257948	2.197965954773286
0.022313264351324365	0.11918795869435836	1.0409814363773615	3.0929941855626346	0.9611734778385028	0.03817398116776512	0.11579924967820665	0.1553672920253915	-1.9437884729418846	3.018742091503669
