# omega_b	omega_cdm	100*theta_s	ln10^{10}A_s	n_s	tau_reio	r	m_ncdm_interacting	log10_G_eff_ur	deg_ncdm_interacting
0.021247900662077164	0.1262275647130431	1.0394639615334624	3.0612020948170913	0.9414467012351806	0.03297400788608322	0.11506992610132585	0.9892962503933347	-3.47691596436796	3.875761043637098
0.023073243875998056	0.11531653050076812	1.0414053750180032	3.1364626798122917	0.9752490910181307	0.06777707016586036	0.0363800112720707	0.49304330717955935	-4.427780980195105	3.45778208450614
0.02141145580608706	0.1208602451364537	1.0389454618872451	3.04558166482307	0.9623436152848749	0.03594542297442065	0.13368538259255325	0.05683839156202192	-5.040585685545567	2.2336775241490745
0.02179509529713341	0.12649061615818818	1.041233199568197	3.131649962427696	0.9485105776982855	0.05470112807487017	0.293645517309596	0.5769351476058105	-2.2796105336073866	3.8264313735228503
0.022221002300892048	0.12408000982411803	1.0406166422483094	3.145549991079489	0.9707258305112582	0.0647792915938866	0.14552075443176912	0.40570394940000454	-2.7991824085580688	2.925483868371351
0.022319617421361942	0.1193308375928293	1.039416835897375	3.0718027423622076	0.953159574501933	0.04205658864345652	0.10086217100723832	0.3191194559482763	-1.076366261584376	2.400646488491324
0.02190558669108954	0.11738150189366432	1.0393476959351136	3.0815986482641415	0.9773774767011367	0.06969730381344444	0.2361310711244904	0.5978467868395769	-3.0023993399460283	2.6426492968246755
0.021847731030468543	0.12123786120426908	1.039076972478819	3.181741308767749	0.9429932830172725	0.09032476903502096	0.25453047774042936	0.8408980178870742	-3.6495235430485002	3.3845596031769327
0.022204351107662855	0.11863491596708595	1.0417193780900043	3.06748628473558	0.9629136850659071	0.04703500056273517	0.0009125278532218506	0.9301694065569747	-3.452516874945723	3.9036813462617257
0.021684779072734195	0.11884488358647377	1.0402076920595815	3.162739323692506	0.9765458905940466	0.0817203572469388	0.15841817197849772	0.41964531545759154	-3.268640060145263	2.5832831522887085
0.021345061341362607	0.12728333759580812	1.0384584284093177	3.144163783492292	0.9432630023731347	0.0590546346556862	0.17360850468536235	0.2862175066712302	-4.100193924331783	4.96866173261448
0.02220106017233611	0.11750864264943288	1.0384518420433744	3.1773039161638468	0.9694609960602797	0.08689812793920391	0.045883061395637637	0.22961738492120315	-3.3349024644694065	2.7959243156713525
0.02211014570550637	0.12214681455473907	1.0396951753603652	3.1334875447985757	0.9760682313388851	0.06847817018684542	0.1691176678060158	0.24789668131678966	-5.269857419395786	4.140329154899197
0.02185539424998799	0.11881677023328112	1.0384864261230617	3.0709001106007054	0.9524015107209002	0.035146451726170085	0.058690421470426093	0.3547883842151015	-5.253874563174468	3.2545182055253314
0.02240979065415748	0.11513646632269033	1.0395911034091974	3.0330992148366147	0.9837380302750984	0.03546025996714968	0.28239011526790536	0.2915546604348008	-4.677620155109187	2.777043451780599
0.02210071043555529	0.12193333792229155	1.040883959289375	3.047790194335827	0.9569190704576132	0.04230002087711966	0.08196471877412331	0.9649552711046943	-2.4140463129186784	4.121553633963764
0.022455995710490603	0.11543217563543454	1.0397196287209138	3.169734664916754	0.9644841845557114	0.08031079535287375	0.195359716637554	0.7349300321266659	-1.2652087574265225	3.8697674936908992
0.02203303506933446	0.11712576072435835	1.041614784749183	3.120336792283663	0.9819603343743462	0.06321515494109906	0.2644167031764727	0.2114430032407425	-1.8643036250985594	3.854479269710751
0.02241764415473808	0.11596304762104406	1.0399485676194313	3.083502651052281	0.991171631610182	0.06341530600167454	0.015820145098106864	0.39488922073782295	-3.2997741592999654	3.359297424471877
0.021516304477729693	0.1232075697310035	1.040915979712984	3.01760625253629	0.95346148427401	0.015921372454633563	0.17250672901583658	0.38546989679422483	-1.9695147096147632	4.4218343323210725
0.02186175145427443	0.12488325068067122	1.0402816488550906	3.0786812093719154	0.9471116690349588	0.03617518746902553	0.21257792187669206	0.7949292436280289	-2.4428893670044087	2.9825346981795575
0.021785479875509543	0.12200877533230661	1.0404438776645804	3.1221291573732106	0.9544315356212232	0.07004435383554589	0.2782746956549548	0.09864277442066788	-3.073565852898677	4.172298282746642
0.02200623708738325	0.12020992749488854	1.0388621806124443	3.061304979327125	0.9757770903565874	0.031578106856215496	0.02036217689934436	0.6142583337545525	-5.049249622666284	3.40274251887624
0.021871331862566075	0.12259006815650521	1.0397576987600945	3.0908451235045535	0.9505895338132067	0.06594582358908638	0.027751558951073063	0.34847679635899204	-2.0654298388120527	2.666238149863779
0.02256107665541103	0.11751230834914245	1.0398094830137827	3.073976343177158	0.9511835798107274	0.03289636597692208	0.01323937155738758	0.3532104353721518	-3.6607621168147495	4.115748507922297
