# omega_b	omega_cdm	100*theta_s	ln10^{10}A_s	n_s	tau_reio	r	m_ncdm_interacting	log10_G_eff_ur	deg_ncdm_interacting
0.022115256918817956	0.11333230334661633	1.0406901923892953	3.0467579616211173	0.9676241580747719	0.040080394168304063	0.1642221933364769	0.6220529360906755	-1.2608016141029172	2.8975527248362423
0.02232842194501343	0.11642613227253679	1.0417120058727138	3.1110570336262837	0.9739046197114075	0.05172433062905946	0.04195467643379694	0.6911684461519315	-4.476020083499333	2.4842535696741375
0.022907035292840747	0.116636388836096	1.0412526781417726	3.167592839184142	0.9839997565873791	0.09013828311706806	0.17441129287460588	0.6467006473431901	-4.7589198317015855	2.6289456651503813
0.02246962034656747	0.118004537651009	1.0397929768947385	3.151093512779239	0.9521881743844136	0.08856139250506921	0.19844565008632992	0.1972363874552615	-4.754204983035686	4.187948503861136
0.02217489154071231	0.12282691615815405	1.0397478863397651	3.0586720425987792	0.9673393466996117	0.037284342706893486	0.26206269058276466	0.5715371001281356	-4.925076703806472	2.445862305457188
0.022496855408807144	0.11541748825579624	1.0401386088120093	3.1412048665875334	0.974430683266166	0.07428778064657983	0.2756100464281311	0.5048568974371013	-1.4424778579051187	3.108148971241201
0.02134946156226049	0.12261766670648366	1.0388787337479828	3.065485593896933	0.9534834158520971	0.04807834477896746	0.21423755493846047	0.09809998922015978	-2.083048571277589	2.5703345356514946
0.021249100032438163	0.1256151118434522	1.0394339826013466	3.174745720583389	0.9475164955411416	0.08243430338556346	0.1005562410343528	0.9206850568396072	-2.0658182958127678	3.016569722070796
0.021716026642004695	0.11597481357955698	1.040970237540566	3.13239152813483	0.9593339564409261	0.07053161356343499	0.08143506461011056	0.9192918989209553	-2.7923298708711326	3.525028768813197
0.02258982906474079	0.11503188005848641	1.0409786389880848	3.1548509298496676	0.9751584373895078	0.08226420163826258	0.10342833648396918	0.0326254181462069	-1.6906158548411283	3.17068502414725
0.021156802264540378	0.12474337729558421	1.0396894114078565	3.104646349612793	0.9406043534905704	0.06127700852652736	0.22361166322045722	0.808229121152591	-4.6043775635689626	4.116038101721941
0.021587986874880935	0.11813530719368694	1.0401315223469534	3.0539808944356435	0.9761531569168209	0.03439122626784495	0.16573393245920676	0.5639087591656711	-4.12310886057443	3.9354398274398767
0.022700853159706994	0.11148567385918688	1.0412421546757158	3.0677177476463893	0.9786652789353348	0.05326275842574576	0.09629551952544586	0.04611788226699365	-4.168407950848423	4.027542846569665
0.02189471933774536	0.13003031169679943	1.0394425446562643	3.0569761505332056	0.9441177966862024	0.025514854659908003	0.17146434857875179	0.6676929309802565	-3.305994959202933	4.408136216559497
