# omega_b	omega_cdm	100*theta_s	ln10^{10}A_s	n_s	tau_reio	r	m_ncdm_interacting	log10_G_eff_ur	deg_ncdm_interacting
0.02208607669755227	0.1243331241547925	1.0401321439132247	3.1436505963253616	0.9611794254378353	0.07610985230104944	0.08338487002132056	0.42750669554049137	-3.7008614716696555	2.681130797886922
0.02202001434894614	0.12162913222581571	1.0405661089472273	3.089623447129401	0.9577528440582087	0.04123203039658758	0.11516514460823477	0.3704175028001545	-3.787349947378516	2.177308527187285
0.022035513673776673	0.11717506295074187	1.0402556465505202	3.176754553837217	0.9602398516590736	0.09562535357281693	0.10750221307354307	0.3523854168888343	-1.1256882698259156	2.076204347678721
0.021216841042341356	0.12226676833199272	1.0385840202184626	3.0838456440896183	0.9721975661971601	0.05031119040114514	0.16377456205328372	0.35483015132635237	-3.997325818017262	4.560510801257983
0.021076145232121174	0.12641429880554947	1.039471845988675	3.165230228420739	0.953320156040604	0.08113353016806209	0.20249997931292577	0.4468649055542566	-3.199118673183111	4.698258003405598
0.022919741882509913	0.11952730805566754	1.0402161989681786	3.0995685514761386	0.9733728809929982	0.05122918349556546	0.12957250015963737	0.22770804392995503	-2.1095321093381654	2.9693362602355737
0.02234235164969074	0.11578104941514943	1.0388678918842447	3.0885744468717027	0.9850898482738789	0.059303463702046276	0.1628091650929341	0.3323140540768644	-2.8285671169421893	4.732956040617617
0.02257341976052946	0.11787555607146913	1.0399536298439995	3.033841008681442	0.9476035202465374	0.028854760785389483	0.18104593262657231	0.31584232285837205	-2.162607172891901	3.5902782506508433
0.020950070977554053	0.12325249605930955	1.0402788387203399	3.0413321138033353	0.9597078056868832	0.019058560396529832	0.1672930597435036	0.5634029981718659	-4.2183159756626605	3.3177713259184602
0.02255240306481129	0.1129551388562837	1.0406023121247745	3.007711728452458	0.9826840836307933	0.029797335625182123	0.15349549078140004	0.7309862840602068	-1.760691765414119	3.252900546621083
