2  111.477	2.282994e+00	1.196825e-01	6.848999e+01	3.156491e+00	9.648042e-01	1.041631e-01	1.003284e+00	1.183036e+01	6.950039e-01	2.454977e-01	2.347211e+00	8.559893e-01	1.043631e+00	
2  110.55	2.276565e+00	1.207589e-01	6.804627e+01	3.130932e+00	9.616155e-01	9.095637e-02	1.002429e+00	1.088239e+01	6.886932e-01	2.454693e-01	2.288118e+00	8.481739e-01	1.043614e+00	
2  110.934	2.285957e+00	1.206444e-01	6.821207e+01	3.121913e+00	9.632083e-01	9.240654e-02	9.970025e-01	1.095930e+01	6.902814e-01	2.455084e-01	2.267528e+00	8.441626e-01	1.043733e+00	
1  109.457	2.278941e+00	1.212794e-01	6.785754e+01	3.103385e+00	9.599931e-01	8.068548e-02	9.985344e-01	1.004936e+01	6.857364e-01	2.454786e-01	2.226354e+00	8.376982e-01	1.043532e+00	
2  110.346	2.278941e+00	1.212794e-01	6.785754e+01	3.103385e+00	9.599931e-01	8.068548e-02	9.975218e-01	1.004936e+01	6.857364e-01	2.454786e-01	2.226354e+00	8.376982e-01	1.043532e+00	
1  110.473	2.291269e+00	1.205974e-01	6.828168e+01	3.079024e+00	9.608261e-01	6.743272e-02	9.989595e-01	8.828470e+00	6.908571e-01	2.455309e-01	2.173205e+00	8.252237e-01	1.043765e+00	
1  111.305	2.298809e+00	1.195397e-01	6.880916e+01	3.080350e+00	9.641067e-01	6.851628e-02	9.997301e-01	8.894928e+00	6.977348e-01	2.455631e-01	2.175918e+00	8.230354e-01	1.044027e+00	
1  110.353	2.291158e+00	1.195966e-01	6.867455e+01	3.078478e+00	9.628456e-01	7.006847e-02	9.975259e-01	9.061111e+00	6.965597e-01	2.455308e-01	2.171914e+00	8.222735e-01	1.043887e+00	
1  109.315	2.299506e+00	1.187296e-01	6.900292e+01	3.065149e+00	9.662959e-01	6.596508e-02	9.962899e-01	8.661238e+00	7.011027e-01	2.455658e-01	2.143268e+00	8.143991e-01	1.043725e+00	
3  108.965	2.297516e+00	1.192703e-01	6.875323e+01	3.063272e+00	9.692048e-01	6.662328e-02	9.945995e-01	8.730814e+00	6.978561e-01	2.455572e-01	2.139222e+00	8.164273e-01	1.043607e+00	
1  109.427	2.283080e+00	1.211624e-01	6.789649e+01	3.051004e+00	9.652577e-01	6.275571e-02	9.905797e-01	8.419186e+00	6.863275e-01	2.454959e-01	2.113230e+00	8.170552e-01	1.043417e+00	
3  109.286	2.290975e+00	1.203412e-01	6.822649e+01	3.058215e+00	9.682414e-01	6.805250e-02	9.900124e-01	8.891516e+00	6.909720e-01	2.455292e-01	2.128424e+00	8.177668e-01	1.043332e+00	
1  109.425	2.283126e+00	1.222311e-01	6.737900e+01	3.054281e+00	9.643768e-01	6.383393e-02	9.899974e-01	8.540680e+00	6.791110e-01	2.454959e-01	2.120077e+00	8.212501e-01	1.042974e+00	
4  109.335	2.283126e+00	1.222311e-01	6.737900e+01	3.054281e+00	9.643768e-01	6.383393e-02	9.900867e-01	8.540680e+00	6.791110e-01	2.454959e-01	2.120077e+00	8.212501e-01	1.042974e+00	
1  108.388	2.298979e+00	1.212250e-01	6.783437e+01	3.048135e+00	9.647866e-01	5.886545e-02	9.925923e-01	8.019691e+00	6.852193e-01	2.455626e-01	2.107372e+00	8.148414e-01	1.042873e+00	
1  108.424	2.305953e+00	1.207397e-01	6.810988e+01	3.057215e+00	9.656706e-01	6.063339e-02	9.954952e-01	8.169202e+00	6.886584e-01	2.455922e-01	2.126523e+00	8.170294e-01	1.043007e+00	
1  107.305	2.295553e+00	1.211387e-01	6.778696e+01	3.050089e+00	9.632203e-01	5.734972e-02	9.949463e-01	7.878824e+00	6.850005e-01	2.455486e-01	2.111599e+00	8.148891e-01	1.042738e+00	
2  106.648	2.295553e+00	1.211387e-01	6.778696e+01	3.050089e+00	9.632203e-01	5.734972e-02	9.957857e-01	7.878824e+00	6.850005e-01	2.455486e-01	2.111599e+00	8.148891e-01	1.042738e+00	
2  106.309	2.286310e+00	1.218942e-01	6.736107e+01	3.059301e+00	9.593010e-01	5.897620e-02	9.976350e-01	8.068301e+00	6.794981e-01	2.455096e-01	2.131170e+00	8.200902e-01	1.042496e+00	
1  106.418	2.288861e+00	1.219059e-01	6.734313e+01	3.048926e+00	9.580472e-01	5.499037e-02	9.964035e-01	7.663933e+00	6.792452e-01	2.455201e-01	2.109391e+00	8.153057e-01	1.042385e+00	
1  106.193	2.296238e+00	1.210828e-01	6.768548e+01	3.040458e+00	9.633958e-01	5.368718e-02	9.949302e-01	7.513550e+00	6.841452e-01	2.455516e-01	2.091473e+00	8.104818e-01	1.042358e+00	
1  106.474	2.314012e+00	1.193392e-01	6.853863e+01	3.064026e+00	9.678918e-01	6.290184e-02	9.990017e-01	8.360946e+00	6.953294e-01	2.456272e-01	2.141120e+00	8.150365e-01	1.042603e+00	
2  106.097	2.314012e+00	1.193392e-01	6.853863e+01	3.064026e+00	9.678918e-01	6.290184e-02	1.001258e+00	8.360946e+00	6.953294e-01	2.456272e-01	2.141120e+00	8.150365e-01	1.042603e+00	
2  106.133	2.311719e+00	1.194034e-01	6.853973e+01	3.067291e+00	9.682630e-01	6.344097e-02	1.002226e+00	8.415311e+00	6.952662e-01	2.456178e-01	2.148057e+00	8.169135e-01	1.042737e+00	
1  107.584	2.322338e+00	1.186126e-01	6.901677e+01	3.060827e+00	9.751604e-01	6.194986e-02	1.001742e+00	8.233459e+00	7.010236e-01	2.456623e-01	2.134254e+00	8.134919e-01	1.043036e+00	
