# z_reio	Omega_Lambda	YHe	A_s	sigma8	H0
5.6071624755859375	0.6952019400786227	0.2583589751470727	2.1187737133379735e-09	0.6256727903689456	70.72152814834523
9.564498901367188	0.529175164366231	0.25960383277036636	2.232308570359846e-09	0.4575524918331207	59.99442997192168
9.353927612304688	0.3629830755125375	0.26272481535473624	2.2102207905617465e-09	0.371878546243111	54.4007209974539
6.2185211181640625	0.20298584269082787	0.2388063394005893	2.1406671694161137e-09	0.5039996571901174	46.0368172491374
10.299041748046875	0.3859639443188335	0.23971383199468652	2.291258220208468e-09	0.6167009806275702	51.10016698031558
7.6398773193359375	0.3505383246902469	0.2462474970133403	2.2517432382475954e-09	0.4913941152888416	50.8126209812002
8.588150024414062	0.3520576652147761	0.2522589344533496	2.3068234428901526e-09	0.43715155623373814	52.06933369552596
9.255661010742188	0.4308256556853275	0.24817352647513083	2.3229577702666423e-09	0.5295621004138474	53.97506304569083
6.5470123291015625	0.5803995412265465	0.24366814160446013	2.1393940159181376e-09	0.6055788098830699	59.32818552339821
9.527297973632812	0.4419360590271272	0.2633835559016052	2.239728989018895e-09	0.3772063737395818	57.320275436388634
7.2271575927734375	0.5241080203833387	0.24027171395990118	2.184431895793216e-09	0.6920802190361844	56.25903392899269
11.747772216796875	0.46324814650790924	0.24789761437815153	2.3481251533959354e-09	0.593353153231184	55.23010924397529
10.871795654296875	0.44549896175181625	0.23277552274230506	2.3503041620219234e-09	0.7446138161394309	51.802014000770136
7.4910736083984375	0.7173902333135804	0.24954924848832866	2.2088432003521368e-09	0.7429917820345305	70.58375976819116
9.123001098632812	0.45495279714522374	0.25593157023121077	2.3042856674541573e-09	0.49032817622770875	56.35124537359542
2.3034744262695312	0.5607083646168669	0.24266444551040578	2.0094694408200558e-09	0.6390128107492298	58.32740557571149
5.7173614501953125	0.4784263888753212	0.2580393846582616	2.0833473269946793e-09	0.4500858276457922	57.63009217828859
7.5633697509765625	0.42099261844155045	0.2541307632367488	2.228283219368857e-09	0.41837090668749116	54.48644188422042
5.4295806884765625	0.5352020548869352	0.26348292034337684	2.1512334253522053e-09	0.4592938241252198	61.6710764594255
7.1969757080078125	0.6317248471233559	0.265026326417126	2.181901798547292e-09	0.49520350620644876	67.40288476159134
3.4023056030273438	0.6730405035437752	0.25376224645950063	2.063052103799058e-09	0.6705993510377634	67.9143413240017
9.410781860351562	0.450138815516564	0.25729973988995375	2.2693674870376046e-09	0.41604735330352777	56.138906511048205
7.3563079833984375	0.5723020287678366	0.2668032461980539	2.235006806642279e-09	0.46739717636188804	64.36361531215628
10.408889770507812	0.374009276629924	0.231820125284165	2.3269968437775435e-09	0.7667426466235574	49.60170466872703
10.934967041015625	0.5392871286278152	0.2647412139382678	2.3716132413135423e-09	0.4519780390887061	62.136614337811324
6.9807891845703125	0.397402267143095	0.2305044151761702	2.2068243852532997e-09	0.7621557740361046	50.066988917529656
11.926055908203125	0.6599024735601078	0.25480998550093065	2.391347887716986e-09	0.6120760296904181	66.85857202854658
6.1483306884765625	0.46890730810945813	0.23908455454127836	2.1452606284634035e-09	0.5812014525834897	53.30802863518016
8.580429077148438	0.38448459051967676	0.2407931940436825	2.2180732537485122e-09	0.5895471514139221	51.27215025205349
10.372039794921875	0.30803388022055367	0.23952256688425191	2.3973186301224583e-09	0.6024053194847314	48.78555752019467
8.409866333007812	0.4854656196259368	0.24902036551775542	2.232411712388162e-09	0.5583939619339389	56.291928522340875
7.5184478759765625	0.31105229050332617	0.24570677833853108	2.2011458648306762e-09	0.5101096062518298	49.59701785094914
9.166519165039062	0.40165587101296296	0.2550757479600504	2.2784811384082835e-09	0.46234789280422495	54.4422951065486
2.8800888061523438	0.3281432922459293	0.24860627768025556	2.013898480994387e-09	0.4353084783078143	50.770799561305225
9.920013427734375	0.644776457058647	0.2678627334492905	2.1937511141695416e-09	0.43136614742750157	68.67879945012197
12.282623291015625	0.6176175847382632	0.258647224189676	2.4140493655540947e-09	0.49915109826915827	64.45236193726541
9.572921752929688	0.6504816637328849	0.2519026784860848	2.3491263845394263e-09	0.7143829028330582	66.08144748682695
7.7949981689453125	0.7148260159800219	0.2623530660882118	2.1926419052166246e-09	0.6953115562431369	74.00595098657308
