# z_reio	Omega_Lambda	YHe	A_s	sigma8	H0
6.0142669677734375	0.2394534773416348	0.2559858246908498	2.1353210323629757e-09	0.4090544338005383	49.80619907876488
9.086502075195312	0.5880483470436156	0.2516167531462447	2.3022285458901463e-09	0.5416501560372528	61.67883439214623
5.7686004638671875	0.5371435792112711	0.23384509954220264	2.102225555385464e-09	0.8169127618891548	55.71140495432816
8.373367309570312	0.49096813008149764	0.25565319026644645	2.29117519021757e-09	0.5196513702888335	58.130810081437964
9.012100219726562	0.4899200722952537	0.24422885874875463	2.3232449600169205e-09	0.6494612331645984	55.843504931724794
6.3771514892578125	0.48605936021890583	0.23676584839079237	2.1580772200860856e-09	0.6806881455213829	54.00630419844683
9.495010375976562	0.4142384105836433	0.24011480091946708	2.179321424695666e-09	0.5686298736203227	51.65147370260436
11.956939697265625	0.3398018513676364	0.250160941171111	2.408866285278737e-09	0.4824385246804041	51.288550679038046
7.4945831298828125	0.3870164009008973	0.2567708673356903	2.1487820467536564e-09	0.398281135836222	54.166179620606215
10.631744384765625	0.4722820705382592	0.2391532106474924	2.3635251937379836e-09	0.6618847902676315	53.70274637423012
8.988235473632812	0.6968966538905608	0.2683412595567807	2.320026691336004e-09	0.5775240047259651	73.53976399325319
10.836700439453125	0.5859443884870581	0.24242049097163	2.3982008806350427e-09	0.7293371501165704	59.50830955088941
9.500625610351562	0.6872430096719011	0.25950992643418574	2.295389284042157e-09	0.6363407067905256	70.46665269002393
5.7826385498046875	0.576323672775949	0.2484768512134391	2.156130149919346e-09	0.6015144609378561	60.112026425541785
5.6015472412109375	0.5837914492991121	0.2422433509428116	2.0761477262305935e-09	0.6455119743247025	59.28061177281674
7.0509796142578125	0.34711536841029633	0.2592865742128776	2.1068735132538278e-09	0.38393226621476495	53.48364469367982
10.738433837890625	0.5006310091653149	0.256462140167567	2.380116823356663e-09	0.4477713729351735	58.0791608386
8.836624145507812	0.7088950599161917	0.2560893301044616	2.26540080536149e-09	0.6573389369762879	71.28670613648606
8.757308959960938	0.6014700477817495	0.25008650021252116	2.1834748115398577e-09	0.5775182695737912	61.88912281724491
3.3257980346679688	0.646842582263405	0.2624689324057589	2.0442299367706367e-09	0.5123138663004444	67.94755827893734
6.0718231201171875	0.2914441829460017	0.24484554637552888	2.172972653192152e-09	0.5109353130102308	49.301477716579015
9.638198852539062	0.7449425987728897	0.25974307254642454	2.2694648717361898e-09	0.7371873417550214	76.23604991909919
5.4211578369140625	0.46841445464726617	0.2504696355006022	2.1355407351229665e-09	0.5044540608182246	55.65900321049395
9.113876342773438	0.48192871684868466	0.24043548023146125	2.199565917151884e-09	0.665877620925939	54.60282727015765
5.4941558837890625	0.6718792642199836	0.25942454819245303	2.1627731201476602e-09	0.539242750833071	68.88667093080365
