# z_reio	Omega_Lambda	YHe	A_s	sigma8	H0
2.7119827270507812	0.5275831686091154	0.24520916409428575	2.0252831453095026e-09	0.601236119771595	57.56027297397856
6.0970916748046875	0.42536538303417637	0.2406352150439588	2.17546185321084e-09	0.6313574798305994	52.832885043705666
5.3965911865234375	0.45505351677152084	0.24316975960621032	2.1433997365846456e-09	0.6017461875495508	54.114343631754394
9.106155395507812	0.23596948291341935	0.25051260112294416	2.3003496437456863e-09	0.46350829997721965	48.83437096109389
5.9784698486328125	0.3441786097125584	0.25022389835556336	2.1803458529230443e-09	0.45331118576425794	51.51012453032288
7.8743133544921875	0.49863948345305853	0.23349764424676558	2.1773181061238707e-09	0.7244831356568763	53.97017561763084
5.0954742431640625	0.38873383093150926	0.24261840126663065	2.0885165823291717e-09	0.5088929881305002	51.38268092915405
11.645294189453125	0.3702528620412239	0.25009006369746856	2.407986606566239e-09	0.4826323446583086	52.44770353570605
8.364944458007812	0.6280633973541843	0.24324258742514798	2.2342292246680415e-09	0.738830819045932	61.98171348824468
8.564285278320312	0.3310398513178	0.2335020334757073	2.2963179586191835e-09	0.6548520722984905	48.416624609418854
8.771347045898438	0.5508744725265459	0.246276202473774	2.2452969170622826e-09	0.6145864227145796	58.52080259562542
8.621139526367188	0.455349177471849	0.23852994083662432	2.3165884464539277e-09	0.6490529194566771	53.15979809667893
9.948089599609375	0.3910460978276252	0.2395205374773356	2.3582705228059313e-09	0.6394803054401302	51.35037934265869
6.0718231201171875	0.5573817443310611	0.2663916525129369	2.22107497214265e-09	0.44441445453677175	63.265766031053474
4.6981964111328125	0.4485383114112653	0.2518076835933395	2.0535848671925e-09	0.4277434102314049	55.12433153157495
8.642196655273438	0.6150126524579776	0.2425852277909725	2.2885945957669314e-09	0.7473181036476594	61.569472887450104
6.4276885986328125	0.3616084386244566	0.25807475695393667	2.134033642349039e-09	0.39304168947640844	53.47414715683618
8.537612915039062	0.7720059745623346	0.263173910970483	2.2029646864057063e-09	0.6309389978716805	79.7297065988509
7.8427276611328125	0.30507453116548133	0.24749733985067524	2.2204450161039664e-09	0.4960538765915503	50.05563301497048
9.101242065429688	0.6236131244718085	0.24822060670955312	2.2897406737709914e-09	0.7836565201535264	63.510476840079335
4.9284210205078125	0.34324470643321037	0.24851271967704866	2.041621521097264e-09	0.42827785577151145	50.79852180292459
6.2571258544921875	0.7421406126078998	0.25599932248227625	2.1121403035593667e-09	0.6490772387589295	74.11342808609002
9.914398193359375	0.5278470310490967	0.24991754333377358	2.3048112398070107e-09	0.5535493996349586	58.41595938076687
10.391693115234375	0.524947696712589	0.2538523833051339	2.3184438647084497e-09	0.471253051114514	58.687112360343555
8.338272094726562	0.7236636911885732	0.2677175235991167	2.1995391340409056e-09	0.5267993044089675	75.64548161129818
4.7066192626953125	0.45316830760886917	0.2578325581751322	2.06738113537097e-09	0.3988878499883682	56.44007648688887
6.9541168212890625	0.4309622162109287	0.25551244605163903	2.175965246566554e-09	0.4188872276716803	55.27640749726193
11.709869384765625	0.702749272879728	0.2579459364076283	2.359977358866721e-09	0.6114251592439848	70.84850148613484
7.6939239501953125	0.28145407259737987	0.2580319217615233	2.21080482173277e-09	0.4085479363189945	51.24929837656175
3.0934677124023438	0.48224001750601186	0.23346200185670357	2.023918931122173e-09	0.7410745302795578	53.29237194243483
10.578399658203125	0.39486008321190724	0.2389065194688851	2.3239111094022535e-09	0.5839072612600186	51.19681545524718
8.861892700195312	0.6108140957777156	0.2517690984036258	2.203859232778165e-09	0.5737406957139953	62.88365048141169
10.620513916015625	0.5461181261201089	0.2632788139410323	2.253009806077113e-09	0.4009254970785162	61.35379520766647
6.6410675048828125	0.4883243266424505	0.23978639060885346	2.2576031782077716e-09	0.7353951986708812	54.90889981249797
5.3825531005859375	0.3981595340334979	0.25038581437992546	2.058509108945782e-09	0.4539001117430341	53.237630612909584
6.9885101318359375	0.2999075397444271	0.2387871705183075	2.181642221191973e-09	0.5608693247526092	48.44022709601884
4.286705017089844	0.37558422211709863	0.23129988146945327	2.1064757603391954e-09	0.7286288673238325	49.389638356025195
