# omega_b	omega_cdm	h	ln10^{10}A_s	n_s	tau_reio	delta_Neff_drmd	f_idm_drmd	log10z_stop
0.02266567	0.1222322	0.6921016	3.033057	0.9744595	0.05812134	0.1846642	0.03405507	3.943677
0.02301485	0.1333921	0.7175097	3.036609	0.9544669	0.0586676	0.7379513	0.04317436	3.056401
0.0215965	0.1236226	0.657325	2.99736	0.9646353	0.03834941	0.04191061	0.6334646	2.523118
0.02273804	0.1316201	0.7050818	3.029864	0.9558298	0.04914986	0.5602709	0.1467579	3.435206
0.02280831	0.1314909	0.7149033	3.018605	0.9605336	0.04827477	0.6720463	0.01996509	3.177008
0.022731809	0.1308529	0.7035591	3.054138	0.9595107	0.06551449	0.5766673	0.1171371	2.522859
0.02240885	0.1297013	0.6902828	3.009518	0.9521682	0.04021289	0.4407882	0.7345811	3.579588
0.02226169	0.1321308	0.7215806	3.088403	0.9742863	0.0885084	0.7684552	0.7155596	4.975504
0.02286844	0.1223464	0.6984697	2.975203	0.9777736	0.0259496	0.2197678	0.8830298	4.429552
0.022879168	0.1347186	0.7282443	3.083588	0.9674243	0.0766213	0.8410713	0.1768666	2.234923
0.023529429	0.1332698	0.7630051	3.008609	0.9827932	0.0508825	1.046066	0.297264	3.760218
0.02319765	0.1310153	0.7543687	3.077428	0.9931415	0.07546975	0.9553249	0.0858707	3.072292
0.02147477	0.1277877	0.6419789	3.109951	0.9489035	0.06764441	0.03811974	0.4759181	2.884744
0.02275562	0.1225153	0.7049177	3.043656	0.9627227	0.05321085	0.2863969	0.3060051	4.677445
0.02203177	0.1223193	0.6760427	3.063032	0.9604199	0.05634038	0.1353866	0.4265578	4.482412
0.022599319	0.1219919	0.7011205	2.975852	0.9723748	0.02696089	0.2525267	0.2532082	4.246015
0.02262955	0.1318842	0.6909733	3.165828	0.966778	0.1129173	0.4923458	0.2919357	2.876511
0.02269541	0.1310331	0.6906755	2.987636	0.9686891	0.03343631	0.426507	0.697024	3.325953
0.023228891	0.1328226	0.7248348	3.05114	0.9621191	0.05527964	0.7383851	0.7283848	4.549177
0.022797009	0.1186288	0.7032297	3.074558	0.9677078	0.07072618	0.162929	0.3543066	2.21167
0.023075819	0.1293868	0.7189248	3.060978	0.9679239	0.06748018	0.6100039	0.9870181	3.633438
0.02362247	0.1421803	0.758119	3.047482	0.9678397	0.05436353	1.254559	0.307687	3.569224
0.02327317	0.120621	0.7127041	3.077316	0.9824864	0.06622714	0.2653574	0.2077132	2.208402
0.022957219	0.1363966	0.744117	3.001743	0.9645945	0.04594635	1.074648	0.8622429	2.734396
0.022911008	0.1289236	0.7434128	3.045605	0.9793562	0.07555729	0.8445585	0.8712486	2.524911
0.02334783	0.1222251	0.7637092	3.060556	1.007709	0.07971839	0.7138596	0.9509409	4.014067
0.022745559	0.1218065	0.6976516	2.997591	0.974281	0.02973886	0.2276368	0.5991816	4.411719
0.022337059	0.1323366	0.6915578	3.035	0.953473	0.04825538	0.5285909	0.4646868	2.553038
0.02251487	0.1224246	0.6892001	3.013897	0.9715988	0.04146941	0.1976428	0.563783	4.075397
0.02274991	0.1284706	0.7137376	3.051138	0.9685144	0.06081289	0.5622651	0.1108715	2.716306
0.02262304	0.1213132	0.6917516	3.023408	0.970312	0.05334945	0.183693	0.6936793	3.801482
0.02246453	0.1165735	0.7060757	3.00027	0.983204	0.04577911	0.1755628	0.5468501	4.248554
0.02288851	0.1234248	0.7291974	2.962341	0.9771229	0.0240268	0.501884	0.1131085	3.306058
0.02230148	0.1354722	0.7219341	3.008754	0.9712269	0.03929785	0.906791	0.1025327	4.001917
0.02261993	0.1284602	0.7258811	3.069365	0.9763505	0.06696455	0.6842749	0.08144724	4.518383
0.02339302	0.1252492	0.746352	3.098362	0.9894418	0.08381912	0.666385	0.8923369	3.146716
0.02339302	0.1252492	0.746352	3.098362	0.9894418	0.08381912	0.666385	0.8923369	3.146716
0.02351653	0.122137	0.7504189	3.078307	1.002301	0.08491231	0.6306815	0.9174797	3.209068
0.023433559	0.1240432	0.74986	3.09178	1.003568	0.09304141	0.6345545	0.9578361	3.129439
0.02333048	0.12454	0.7409915	3.092716	1.003755	0.09338064	0.6007505	0.9542756	3.110458
0.02337563	0.125275	0.7370312	3.072302	0.9939156	0.08509417	0.6149815	0.9615562	3.028809
0.02366421	0.1252774	0.7562854	3.067105	0.9851907	0.08646309	0.7462372	0.9747544	2.925092
0.02376533	0.127426	0.7494073	3.052295	0.9812122	0.07852202	0.736995	0.9471563	2.842717
0.02346712	0.1293518	0.7495457	3.044687	0.9761061	0.07259889	0.8220885	0.9332884	2.821161
0.02312222	0.1311659	0.7444107	3.058718	0.9721186	0.07765236	0.8554438	0.8609339	2.846186
0.02308013	0.1317534	0.7301612	3.073894	0.975117	0.07993972	0.7782666	0.8590197	2.812828
0.02262258	0.1329535	0.720728	3.049768	0.9690004	0.07714616	0.8032906	0.8699964	2.925143
0.02267914	0.1316578	0.723042	3.03355	0.9699421	0.07163203	0.7568461	0.8681363	2.955843
0.022900108	0.1302863	0.7429271	3.019609	0.9763038	0.07102691	0.8607555	0.8376363	2.889825
0.023027109	0.1293942	0.7418146	3.025112	0.9778625	0.0741362	0.8297606	0.8649103	2.882495
0.022880038	0.1296229	0.760027	3.023006	0.9766342	0.07029707	0.9342976	0.8421073	2.900711
0.022768928	0.1292481	0.7524195	3.052077	0.974214	0.07828431	0.8710915	0.8385431	2.850973
0.02270019	0.1288241	0.7366285	3.023166	0.9698819	0.06135051	0.7794883	0.8458545	2.855618
0.02272159	0.1309376	0.7358784	3.026147	0.9642608	0.05803764	0.8425113	0.8771466	2.857633
0.0226829	0.1327245	0.7290218	3.04477	0.9662157	0.06869328	0.8361294	0.8937492	2.911053
0.02248429	0.1356908	0.7176827	3.067009	0.9554252	0.0779235	0.8548489	0.9557984	2.754756
0.02248429	0.1356908	0.7176827	3.067009	0.9554252	0.0779235	0.8548489	0.9557984	2.754756
0.022354119	0.137425	0.70819	3.100582	0.9546373	0.08999224	0.7857568	0.9540967	2.738738
0.022300418	0.1389537	0.7039907	3.112126	0.9494872	0.09517822	0.8410256	0.9556433	2.793777
0.02268948	0.1361172	0.6976936	3.112395	0.9554798	0.09862634	0.6995613	0.9541865	2.928825
0.022628801	0.1355862	0.7022512	3.111212	0.9615004	0.1067009	0.684494	0.9108678	2.923484
0.022544099	0.1378233	0.7011328	3.103043	0.9568955	0.09777232	0.7230068	0.9220668	2.885644
0.0225681	0.1358671	0.7076949	3.099159	0.9598789	0.09609309	0.7442709	0.9099776	2.880352
0.02261539	0.1353191	0.7075088	3.096968	0.9585767	0.09189243	0.6997463	0.9138124	2.872506
0.02244987	0.136188	0.7023355	3.089971	0.9528495	0.08420477	0.7004517	0.9041423	2.843457
0.02260748	0.1357881	0.7082449	3.090641	0.9540385	0.08185996	0.7436146	0.8611856	2.829012
0.02270956	0.1357778	0.7035148	3.079594	0.9558343	0.07429366	0.6750445	0.851134	2.835098
0.02243513	0.1343661	0.7192662	3.018408	0.9586131	0.04994706	0.7747846	0.8359636	2.854445
0.02253192	0.1330971	0.7320717	3.00757	0.9659873	0.04892763	0.8381321	0.8604954	2.936004
0.022857971	0.1308595	0.7418253	3.027488	0.9729085	0.0642365	0.8715442	0.9110164	2.971257
0.02295159	0.1293531	0.7511843	3.037114	0.9783252	0.06765452	0.8785984	0.9225526	3.022102
0.02274363	0.131821	0.7302913	3.029861	0.9691579	0.05405823	0.7739086	0.9668666	3.150214
0.022750238	0.1318041	0.7312467	3.028981	0.9736335	0.05600654	0.8278008	0.9517626	3.154657
0.02284728	0.1328516	0.7276385	3.040131	0.969226	0.05876255	0.7800501	0.9662427	3.116848
0.02276638	0.13228	0.7239274	3.048965	0.969801	0.06642977	0.742093	0.8907447	3.049436
0.02277973	0.1323072	0.7251667	3.042055	0.96929	0.06144914	0.794781	0.9165306	3.096374
0.02271384	0.1287732	0.7022189	3.063669	0.9685538	0.06466117	0.4868483	0.8495403	4.296832
0.022247778	0.1317866	0.6732773	3.035677	0.9513047	0.04944735	0.3704467	0.9221511	4.758341
0.02343425	0.1402219	0.7461812	3.074606	0.9716964	0.08314535	1.126556	0.7881492	3.392313
0.0225443	0.1266657	0.7005827	3.053432	0.9668129	0.05820257	0.406935	0.9885361	4.200732
0.023170918	0.1296433	0.7420169	3.010281	0.9887253	0.05555571	0.7985417	0.725222	2.919452
0.02245943	0.125978	0.6915666	3.032059	0.968992	0.04853697	0.3276986	0.6682249	3.546582
0.023400439	0.1284254	0.7483215	3.037256	0.9830515	0.06369744	0.7937891	0.8473689	2.840774
0.022403909	0.1250246	0.654745	3.016853	0.9521212	0.03252623	0.02620609	0.4238903	2.740913
0.02325792	0.1401942	0.7376516	3.051344	0.9590204	0.0758628	1.087796	0.2386412	2.287792
0.023244679	0.1325465	0.7259128	3.159132	0.9623335	0.1201592	0.7615487	0.4768386	3.474346
0.02310815	0.1309663	0.7504889	3.025636	0.9779473	0.06004645	0.919327	0.6526718	4.426625
0.021993529	0.1312316	0.667259	3.035946	0.9513462	0.04492028	0.3374953	0.5048907	4.515148
0.02272158	0.1363843	0.726084	3.056632	0.9577139	0.07604583	0.8854299	0.4107519	3.014829
0.02261799	0.1234972	0.6936479	3.073827	0.9682131	0.07225512	0.2840975	0.8838239	3.925714
0.02253397	0.122153	0.6720152	3.065762	0.9587829	0.05986551	0.05161359	0.9288537	3.792093
0.022398619	0.1194941	0.6778654	3.016274	0.9625578	0.03946405	0.04292088	0.1684308	3.456236
0.02316533	0.139055	0.76569	3.106494	0.9628546	0.1008357	1.268066	0.287177	3.731026
0.02235012	0.1363548	0.7112123	3.021466	0.9648135	0.04547712	0.7974093	0.5299858	4.16987
0.023394799	0.1276649	0.7535059	3.016811	0.9785976	0.06190647	0.8047227	0.530348	4.549645
0.02263478	0.1206213	0.692047	3.046082	0.9645141	0.0592409	0.1712543	0.9505452	3.956926
0.02239131	0.1246037	0.6978189	3.050574	0.9689542	0.06461951	0.3645015	0.7671904	3.555512
0.023320109	0.1382989	0.7489886	3.020007	0.9738966	0.04005967	1.116895	0.2018125	4.093801
0.02378269	0.1470448	0.774392	3.025637	0.9714464	0.05406507	1.566992	0.5212774	4.203749
0.022782879	0.1243382	0.7093295	3.052221	0.9736126	0.07163405	0.4063579	0.7023317	3.603322
0.023478469	0.1411548	0.7591583	3.080454	0.9609293	0.08642176	1.299641	0.7720756	4.139618
0.022094449	0.1305684	0.6888868	3.069246	0.9504703	0.0560853	0.4792757	0.7746009	4.637284
0.022094449	0.1305684	0.6888868	3.069246	0.9504703	0.0560853	0.4792757	0.7746009	4.637284
0.022432638	0.1272421	0.7108258	3.056112	0.9704085	0.05675933	0.4896569	0.8424287	4.125952
0.022750448	0.1290077	0.6886294	3.038059	0.9710267	0.06086699	0.3796435	0.9791408	3.45712
0.02355113	0.1253484	0.7336205	3.127114	0.9801631	0.1042071	0.5843914	0.2483636	3.452961
0.02291047	0.1216775	0.7231745	3.045309	0.972125	0.05841923	0.3897219	0.6781861	3.045569
0.02331639	0.126238	0.7336463	3.034738	0.9726123	0.05761796	0.6159528	0.5381855	4.55814
0.022551069	0.1227542	0.6856268	3.054262	0.9674103	0.06515108	0.177251	0.8315622	3.193592
0.022551069	0.1227542	0.6856268	3.054262	0.9674103	0.06515108	0.177251	0.8315622	3.193592
0.02323206	0.1259852	0.7411968	3.090183	0.9847151	0.07581524	0.6917819	0.8953978	3.180517
0.02346949	0.1248747	0.7418514	3.09564	0.9943967	0.08446129	0.6131395	0.8952497	3.193255
0.023371829	0.1239627	0.7474414	3.077587	0.9989911	0.08341045	0.6736908	0.9159101	3.140998
0.02327444	0.1250389	0.7488927	3.102184	1.001998	0.09523459	0.6609503	0.9282697	3.057723
0.023416609	0.1245895	0.7379694	3.086621	1.002828	0.09031404	0.5993407	0.9510617	3.069675
0.02337563	0.125275	0.7370312	3.072302	0.9939156	0.08509417	0.6149815	0.9615562	3.028809
0.02375299	0.1255965	0.7648513	3.076528	0.9867575	0.09143328	0.7829717	0.9633376	2.90152
0.0237598	0.1260588	0.7565621	3.062702	0.9820704	0.08428649	0.773706	0.9739081	2.8978
0.023566019	0.1283885	0.7447922	3.049466	0.9793497	0.07582342	0.7522437	0.9431518	2.836507
0.022965169	0.1323335	0.7404913	3.043126	0.9665221	0.06519951	0.927175	0.8580988	2.791674
0.0228714	0.1323588	0.7209255	3.051246	0.9767794	0.0745571	0.7222787	0.8612511	2.91953
0.022809789	0.1323266	0.7206129	3.037733	0.9664842	0.07118045	0.7747449	0.8584018	2.954249
0.02292198	0.1320968	0.7325873	3.033834	0.9684786	0.06909513	0.7892452	0.8409239	2.957957
0.022900108	0.1302863	0.7429271	3.019609	0.9763038	0.07102691	0.8607555	0.8376363	2.889825
0.023027109	0.1293942	0.7418146	3.025112	0.9778625	0.0741362	0.8297606	0.8649103	2.882495
0.023024509	0.1291306	0.7460513	3.022828	0.9786836	0.07277112	0.8584078	0.8574488	2.91984
0.022880038	0.1296229	0.760027	3.023006	0.9766342	0.07029707	0.9342976	0.8421073	2.900711
0.022661408	0.130457	0.7446851	3.047666	0.9679477	0.07088987	0.873043	0.832443	2.813807
0.022740299	0.130643	0.7377407	3.016246	0.9663852	0.05347741	0.8231035	0.8659566	2.808192
0.02274245	0.1335365	0.7377583	3.054469	0.9640801	0.072952	0.9143376	0.8849528	2.883714
0.02263989	0.1350667	0.7323584	3.053506	0.9629517	0.07207437	0.8991471	0.8982406	2.871098
0.02235367	0.1367536	0.710684	3.094039	0.9536103	0.08917962	0.7865716	0.9490027	2.754841
0.022365589	0.1376261	0.7055458	3.111058	0.9542631	0.09419033	0.7852231	0.9572097	2.735667
0.022300418	0.1389537	0.7039907	3.112126	0.9494872	0.09517822	0.8410256	0.9556433	2.793777
0.022607839	0.1360728	0.7016354	3.123884	0.9536683	0.1028743	0.7116046	0.9628694	2.883985
0.02268294	0.135463	0.6974599	3.109552	0.9582478	0.09880329	0.6630151	0.9820613	2.961643
0.022628801	0.1355862	0.7022512	3.111212	0.9615004	0.1067009	0.684494	0.9108678	2.923484
0.02263093	0.1354443	0.7028607	3.10896	0.9632775	0.1030658	0.7424285	0.9193821	2.875766
0.022421861	0.1361074	0.707306	3.086106	0.953808	0.08457761	0.7456481	0.9061926	2.899546
0.02244987	0.136188	0.7023355	3.089971	0.9528495	0.08420477	0.7004517	0.9041423	2.843457
0.022620598	0.1357978	0.7022622	3.081648	0.9543892	0.07552739	0.718357	0.846297	2.849834
0.02286981	0.1348594	0.7020422	3.04072	0.9584051	0.05819124	0.6648145	0.8491862	2.786761
0.02243513	0.1343661	0.7192662	3.018408	0.9586131	0.04994706	0.7747846	0.8359636	2.854445
0.02238117	0.1333866	0.7234046	3.015141	0.9608586	0.04920537	0.8062571	0.842628	2.938063
0.02253192	0.1330971	0.7320717	3.00757	0.9659873	0.04892763	0.8381321	0.8604954	2.936004
0.022857971	0.1308595	0.7418253	3.027488	0.9729085	0.0642365	0.8715442	0.9110164	2.971257
0.023000628	0.1295965	0.7531001	3.038603	0.9774437	0.06841482	0.861604	0.9292071	2.928293
0.022750238	0.1318041	0.7312467	3.028981	0.9736335	0.05600654	0.8278008	0.9517626	3.154657
0.02277177	0.1319869	0.7269352	3.041668	0.971983	0.06241483	0.7616389	0.9139042	3.02116
0.02285125	0.1310828	0.7280471	3.053276	0.9763401	0.06731215	0.7308777	0.8790217	3.089543
0.02284975	0.1235317	0.7415181	3.040839	1.003572	0.06611858	0.6130755	0.4153844	4.590153
0.022360438	0.1235993	0.6879995	3.196037	0.9625459	0.1260357	0.2093925	0.6628959	4.344605
0.022363551	0.1242459	0.6871546	3.05249	0.9762861	0.05635256	0.2545052	0.8540551	4.737007
0.02345555	0.1402472	0.7511933	3.042875	0.9737931	0.06753051	1.18486	0.8942099	3.364676
0.02243355	0.1298731	0.691991	2.969168	0.9565348	0.03099745	0.4178158	0.9819179	2.852695
0.02235362	0.1240608	0.6937862	2.998913	0.9685129	0.03733494	0.2747403	0.6693519	3.271106
0.022436129	0.1184421	0.6794503	3.028685	0.9672136	0.05340812	0.0003822273	0.9456369	4.083324
0.02221523	0.121038	0.6867504	3.037054	0.9721413	0.06296692	0.1325155	0.8484953	4.363797
0.02218759	0.1196862	0.6798667	3.041335	0.9723019	0.05731987	0.04923634	0.8772927	4.396998
0.02292715	0.1377962	0.7062306	3.0573	0.9517403	0.07227623	0.7686231	0.3072581	2.07722
0.022082249	0.126025	0.6526435	3.037985	0.9513225	0.04729175	0.02486435	0.8450589	2.899832
0.02283103	0.1331157	0.7318657	2.984374	0.961666	0.04354835	0.8582288	0.1835328	4.002477
0.02247905	0.1365162	0.7236853	3.057166	0.9709991	0.06514503	0.9442506	0.7265333	3.387622
0.0214908	0.1339806	0.6537532	3.018676	0.9398188	0.04277123	0.3097595	0.7156824	3.229475
0.023129389	0.1345405	0.7641007	2.981108	0.9889026	0.05239452	1.085923	0.5638739	4.003871
0.02253397	0.122153	0.6720152	3.065762	0.9587829	0.05986551	0.05161359	0.9288537	3.792093
0.02250854	0.131456	0.7168224	2.99001	0.9567667	0.03104539	0.7046266	0.2972561	4.916062
0.022769438	0.1309479	0.7393026	3.069439	0.9763763	0.07719271	0.8140325	0.844244	4.481077
0.02342508	0.13376	0.7747357	2.940862	0.9677539	0.02921723	1.176236	0.151645	3.902504
0.02388485	0.1298512	0.7963733	2.961049	0.9819229	0.03911031	1.190229	0.2035227	3.922053
0.02263478	0.1206213	0.692047	3.046082	0.9645141	0.0592409	0.1712543	0.9505452	3.956926
0.02276668	0.1277442	0.6886566	3.063199	0.9601056	0.07254151	0.2977135	0.7954097	3.448815
0.02386926	0.135417	0.778893	3.057587	0.9887096	0.06306074	1.219188	0.21863	3.604785
0.022782879	0.1243382	0.7093295	3.052221	0.9736126	0.07163405	0.4063579	0.7023317	3.603322
0.02277667	0.1280585	0.707754	2.975564	0.9720593	0.0324803	0.5073397	0.3951959	3.082046
0.023253469	0.1426549	0.7590954	3.059649	0.9595471	0.0757726	1.335651	0.5460843	4.100837
0.022997528	0.130252	0.7348953	3.051054	0.9770447	0.07243955	0.7668412	0.4856824	4.497351
0.02204467	0.1240225	0.6763977	3.064971	0.9583674	0.05945791	0.1267114	0.7986112	4.261346
0.02332041	0.1296823	0.7475813	3.067804	0.9768206	0.06737373	0.7989888	0.5168057	4.411999
0.02258339	0.1227448	0.6666426	3.038059	0.9647	0.05869797	0.0297179	0.8531094	3.714025
0.02392995	0.1310913	0.771166	3.084921	0.9840599	0.09041818	1.024128	0.3663124	3.447951
0.022762999	0.1250808	0.7261109	3.041209	0.970085	0.06433962	0.5704761	0.9458492	4.418794
0.02306987	0.127309	0.7136647	3.058354	0.9702729	0.0645758	0.5047824	0.9871238	4.98943
0.02252964	0.1211521	0.6779317	3.033368	0.9571954	0.04054144	0.06127477	0.984359	4.176754
0.024269799	0.1373905	0.8148807	3.246508	1.002656	0.1709838	1.579691	0.9993154	3.862218
0.02323206	0.1259852	0.7411968	3.090183	0.9847151	0.07581524	0.6917819	0.8953978	3.180517
0.02352866	0.1236742	0.7509189	3.089574	1.000834	0.08682657	0.6540707	0.8971399	3.275902
0.02351653	0.122137	0.7504189	3.078307	1.002301	0.08491231	0.6306815	0.9174797	3.209068
0.0233938	0.1245398	0.7464566	3.104473	1.003184	0.09755275	0.6170283	0.950833	3.08782
0.023433559	0.1240432	0.74986	3.09178	1.003568	0.09304141	0.6345545	0.9578361	3.129439
0.02357442	0.1240939	0.7465085	3.073825	1.000014	0.0843529	0.6036023	0.9610594	3.054281
0.02366421	0.1252774	0.7562854	3.067105	0.9851907	0.08646309	0.7462372	0.9747544	2.925092
0.02376533	0.127426	0.7494073	3.052295	0.9812122	0.07852202	0.736995	0.9471563	2.842717
0.02346712	0.1293518	0.7495457	3.044687	0.9761061	0.07259889	0.8220885	0.9332884	2.821161
0.02312222	0.1311659	0.7444107	3.058718	0.9721186	0.07765236	0.8554438	0.8609339	2.846186
0.022987038	0.1319939	0.7261309	3.052541	0.9784386	0.07086177	0.7584268	0.8825358	2.852395
0.02280993	0.1324962	0.7194059	3.045816	0.9731633	0.07304456	0.779382	0.8701894	2.896092
0.02273601	0.132216	0.7270385	3.022914	0.9694039	0.06529701	0.7756922	0.8353705	2.956959
0.02302314	0.1302674	0.7454292	3.037795	0.9758143	0.07663361	0.8407084	0.8608155	2.961107
0.02301436	0.1294134	0.74612	3.034705	0.9789774	0.07865807	0.8747261	0.8583937	2.934533
0.023038289	0.1293325	0.7579392	3.02694	0.9745257	0.07284944	0.9373417	0.8364284	2.901921
0.02281986	0.1295466	0.7531724	3.045456	0.9747242	0.07913622	0.88841	0.8277786	2.851178
0.02262903	0.1298811	0.73954	3.044243	0.9677671	0.07421579	0.8376544	0.8488875	2.816924
0.02272159	0.1309376	0.7358784	3.026147	0.9642608	0.05803764	0.8425113	0.8771466	2.857633
0.022621641	0.1323975	0.7236449	3.030781	0.9639717	0.06111492	0.785218	0.8879838	2.858278
0.02274245	0.1335365	0.7377583	3.054469	0.9640801	0.072952	0.9143376	0.8849528	2.883714
0.02249942	0.1363409	0.7163312	3.082143	0.9552889	0.08331713	0.8084122	0.9600451	2.807444
0.022432229	0.1382945	0.7093677	3.106996	0.952416	0.0905549	0.8183916	0.9432971	2.730007
0.022453379	0.1383138	0.7021507	3.117715	0.9522482	0.09709307	0.7996105	0.9726526	2.835527
0.022453379	0.1383138	0.7021507	3.117715	0.9522482	0.09709307	0.7996105	0.9726526	2.835527
0.022547469	0.135398	0.7078692	3.112925	0.9620068	0.1034967	0.7162866	0.9474759	2.93545
0.022628801	0.1355862	0.7022512	3.111212	0.9615004	0.1067009	0.684494	0.9108678	2.923484
0.0225681	0.1358671	0.7076949	3.099159	0.9598789	0.09609309	0.7442709	0.9099776	2.880352
0.022421861	0.1361074	0.707306	3.086106	0.953808	0.08457761	0.7456481	0.9061926	2.899546
0.02237423	0.1370854	0.7003623	3.096382	0.9501831	0.0836399	0.7448482	0.8732285	2.899934
0.02270956	0.1357778	0.7035148	3.079594	0.9558343	0.07429366	0.6750445	0.851134	2.835098
0.02270275	0.1362518	0.7021887	3.05566	0.953297	0.06067015	0.6913568	0.8557536	2.806507
0.02286981	0.1348594	0.7020422	3.04072	0.9584051	0.05819124	0.6648145	0.8491862	2.786761
0.022327311	0.132504	0.7200983	3.013207	0.9645473	0.05058304	0.7878564	0.8632256	2.852429
0.02272205	0.1314538	0.7381933	3.013823	0.9688924	0.05676802	0.8541945	0.896527	2.957702
0.02295159	0.1293531	0.7511843	3.037114	0.9783252	0.06765452	0.8785984	0.9225526	3.022102
0.02292273	0.1279954	0.7498268	3.044447	0.9780384	0.07127057	0.8422466	0.9258851	3.05037
0.022814678	0.1327464	0.7257118	3.030277	0.9711725	0.05382293	0.7712829	0.9634967	3.095847
0.02284806	0.1314454	0.7262399	3.03337	0.971851	0.05647628	0.7605387	0.9348833	3.067407
0.02277177	0.1319869	0.7269352	3.041668	0.971983	0.06241483	0.7616389	0.9139042	3.02116
0.02262897	0.1321518	0.7216304	3.045818	0.9683844	0.06180898	0.7451636	0.913725	3.085253
0.022355448	0.1231498	0.6822347	3.178999	0.9648114	0.1128494	0.1684096	0.8001345	4.768113
0.022363551	0.1242459	0.6871546	3.05249	0.9762861	0.05635256	0.2545052	0.8540551	4.737007
0.02343425	0.1402219	0.7461812	3.074606	0.9716964	0.08314535	1.126556	0.7881492	3.392313
0.0225443	0.1266657	0.7005827	3.053432	0.9668129	0.05820257	0.406935	0.9885361	4.200732
0.02252047	0.1230842	0.6896053	3.004347	0.9722499	0.03659373	0.2176668	0.6804709	3.275946
0.022436129	0.1184421	0.6794503	3.028685	0.9672136	0.05340812	0.0003822273	0.9456369	4.083324
0.02308229	0.1306907	0.7305773	3.040282	0.9791638	0.07229374	0.7533104	0.5172485	4.678484
0.02218759	0.1196862	0.6798667	3.041335	0.9723019	0.05731987	0.04923634	0.8772927	4.396998
0.023795791	0.1422117	0.7880058	3.074524	0.9693608	0.09111453	1.536532	0.347525	3.642598
0.023244679	0.1325465	0.7259128	3.159132	0.9623335	0.1201592	0.7615487	0.4768386	3.474346
0.02283103	0.1331157	0.7318657	2.984374	0.961666	0.04354835	0.8582288	0.1835328	4.002477
0.023237418	0.126288	0.7143854	3.071651	0.9643183	0.06963642	0.4501077	0.7938162	3.184171
0.02267232	0.1327385	0.7059407	3.075009	0.9541849	0.0823111	0.6096804	0.483783	3.203833
0.02325891	0.1284802	0.7604255	3.068649	0.9766056	0.07916166	0.8928202	0.5728724	4.016302
0.02245589	0.1301367	0.6693932	3.049202	0.9416092	0.04957539	0.2621657	0.272991	4.452776
0.022398619	0.1194941	0.6778654	3.016274	0.9625578	0.03946405	0.04292088	0.1684308	3.456236
0.021820258	0.1260249	0.6745855	3.026226	0.9585316	0.04502294	0.2232004	0.2501049	4.270253
0.02189428	0.1258659	0.6652788	3.034475	0.9566945	0.04479195	0.1521638	0.3273128	4.337514
0.02282315	0.1182971	0.7141127	3.024931	0.9809844	0.05620879	0.2705489	0.3575217	2.606455
0.02239131	0.1246037	0.6978189	3.050574	0.9689542	0.06461951	0.3645015	0.7671904	3.555512
0.02329543	0.1318672	0.7318108	2.992009	0.9746684	0.03736677	0.7257066	0.7031821	3.134654
0.02379339	0.1374246	0.7646991	3.040659	0.9880208	0.05443041	1.188162	0.1406112	3.55665
0.02257962	0.1248784	0.6816263	3.027915	0.9623271	0.03975881	0.2149159	0.9547812	3.286846
0.02277667	0.1280585	0.707754	2.975564	0.9720593	0.0324803	0.5073397	0.3951959	3.082046
0.02336354	0.1359657	0.7478833	3.094034	0.9596894	0.09106069	1.061618	0.7628842	4.308356
0.02203765	0.1313475	0.6874815	3.03759	0.9569259	0.04764484	0.5247656	0.833607	4.668203
0.02204467	0.1240225	0.6763977	3.064971	0.9583674	0.05945791	0.1267114	0.7986112	4.261346
0.02287584	0.1302532	0.6919138	3.032947	0.9704719	0.05808673	0.4399454	0.8855996	3.384565
0.02258339	0.1227448	0.6666426	3.038059	0.9647	0.05869797	0.0297179	0.8531094	3.714025
0.02350987	0.1322225	0.7655681	3.038754	0.9752886	0.07040851	1.036647	0.4904187	3.265773
0.022762999	0.1250808	0.7261109	3.041209	0.970085	0.06433962	0.5704761	0.9458492	4.418794
0.02307625	0.1237859	0.7356283	3.060553	0.9667595	0.07138324	0.5594081	0.783407	3.292876
0.02252964	0.1211521	0.6779317	3.033368	0.9571954	0.04054144	0.06127477	0.984359	4.176754
0.022801459	0.1226072	0.7178655	2.996319	0.9749229	0.03647951	0.3857153	0.8172351	3.342397
0.02271754	0.1228929	0.7110274	3.001602	0.9762831	0.04043364	0.3764433	0.8277783	3.421519
0.022900399	0.1223888	0.7169465	3.01861	0.9774346	0.04804733	0.3702813	0.8537376	3.448221
0.02278287	0.1239084	0.7081916	3.020231	0.9751782	0.04763521	0.3545431	0.8073757	3.393266
0.022749769	0.1250786	0.703007	3.033189	0.972382	0.05213656	0.3791059	0.8373759	3.423771
0.022442	0.1253963	0.7003049	3.021488	0.9751901	0.04748181	0.4110038	0.8166735	3.410702
0.02248076	0.1258112	0.7126654	3.028936	0.9710303	0.04887511	0.496031	0.8116151	3.310843
0.022569338	0.12491	0.7105891	3.02278	0.9737672	0.04871068	0.5016332	0.8154705	3.281006
0.02269027	0.1267386	0.7149728	3.000239	0.9708746	0.03647013	0.5369002	0.8176723	3.237039
0.02253273	0.1291988	0.7062975	3.031588	0.9594579	0.04808311	0.5568074	0.7445466	3.261415
0.02262844	0.1288876	0.7026889	3.04276	0.9607009	0.05459259	0.5096628	0.7283164	3.264659
0.022534808	0.1285092	0.6968767	3.059332	0.9628814	0.06211833	0.4512653	0.7279058	3.24919
