1  105.502	2.327145e+00	1.210348e-01	7.229908e-01	2.985703e+00	9.740290e-01	3.218634e-02	3.455393e-01	2.960489e-01	3.620490e+00	1.004153e+00	5.114036e+00	7.226819e-01	2.457604e-01	1.980069e+00	7.813669e-01	1.043067e+00	7.231245e+01	1.441744e+02	2.772522e-01	4.423904e-02	-7.062816e-14	
1  104.731	2.327145e+00	1.210348e-01	7.229908e-01	2.985703e+00	9.740290e-01	3.218634e-02	3.455393e-01	2.960489e-01	3.620490e+00	1.003134e+00	5.114036e+00	7.226819e-01	2.457604e-01	1.980069e+00	7.813669e-01	1.043067e+00	7.231245e+01	1.441744e+02	2.772522e-01	4.423904e-02	-7.062816e-14	
1  102.666	2.275120e+00	1.269733e-01	7.185348e-01	3.052909e+00	9.756276e-01	6.598987e-02	5.215707e-01	7.782187e-02	4.162105e+00	1.001383e+00	8.906034e+00	7.087103e-01	2.455501e-01	2.117694e+00	8.261048e-01	1.043390e+00	7.184227e+01	1.424399e+02	2.911958e-01	6.535891e-02	-3.300663e-14	
1  103.584	2.244207e+00	1.178479e-01	6.938287e-01	3.016239e+00	9.775612e-01	5.688807e-02	1.116881e-01	2.494162e-01	3.056545e+00	9.924760e-01	7.914910e+00	7.071393e-01	2.454190e-01	2.040879e+00	7.924237e-01	1.041475e+00	6.937857e+01	1.470194e+02	2.927635e-01	1.468297e-02	7.517450e-14	
1  105.581	2.271324e+00	1.314095e-01	7.464468e-01	3.058854e+00	9.769960e-01	8.094584e-02	9.317373e-01	1.898304e-01	3.325683e+00	9.987439e-01	1.039922e+01	7.221373e-01	2.455359e-01	2.129969e+00	8.310850e-01	1.042492e+00	7.463871e+01	1.396261e+02	2.777394e-01	1.112376e-01	-1.105662e-13	
5  106.77	2.338612e+00	1.399474e-01	7.685497e-01	2.939337e+00	9.754041e-01	1.672633e-02	1.307020e+00	3.792175e-01	3.703648e+00	1.003559e+00	3.330328e+00	7.226096e-01	2.458149e-01	1.889276e+00	7.959022e-01	1.043193e+00	7.685394e+01	1.355330e+02	2.775143e-01	1.491257e-01	-1.359813e-13	
1  107.578	2.404147e+00	1.274597e-01	7.939072e-01	3.003100e+00	9.936141e-01	5.342443e-02	1.101983e+00	6.386653e-01	4.813021e+00	1.006912e+00	7.448259e+00	7.585153e-01	2.460673e-01	2.014954e+00	7.907035e-01	1.042483e+00	7.937794e+01	1.384486e+02	2.414445e-01	1.288202e-01	-2.239380e-13	
4  106.498	2.394286e+00	1.219852e-01	7.697763e-01	3.033346e+00	9.941397e-01	6.215886e-02	7.185193e-01	6.569011e-01	4.312778e+00	1.007953e+00	8.206019e+00	7.526311e-01	2.460282e-01	2.076782e+00	7.958579e-01	1.042916e+00	7.699406e+01	1.415018e+02	2.473577e-01	8.777856e-02	-1.855914e-13	
1  106.63	2.358502e+00	1.204272e-01	7.404464e-01	3.017154e+00	9.829131e-01	4.592645e-02	4.344537e-01	3.310569e-01	3.714793e+00	1.008753e+00	6.616349e+00	7.362068e-01	2.458844e-01	2.043268e+00	7.908008e-01	1.043546e+00	7.405962e+01	1.435720e+02	2.636928e-01	5.489361e-02	-5.744267e-14	
1  108.155	2.419170e+00	1.248089e-01	7.765869e-01	3.100926e+00	9.980129e-01	1.003154e-01	8.264339e-01	1.839083e-01	3.358424e+00	1.003492e+00	1.148179e+01	7.516360e-01	2.461345e-01	2.222017e+00	8.309883e-01	1.043502e+00	7.767559e+01	1.401138e+02	2.484104e-01	9.990662e-02	3.787912e-14	
1  107.872	2.419170e+00	1.248089e-01	7.765869e-01	3.100926e+00	9.980129e-01	1.003154e-01	8.264339e-01	1.839083e-01	3.358424e+00	1.003066e+00	1.148179e+01	7.516360e-01	2.461345e-01	2.222017e+00	8.309883e-01	1.043502e+00	7.767559e+01	1.401138e+02	2.484104e-01	9.990662e-02	3.787912e-14	
1  108.833	2.445160e+00	1.313926e-01	7.961083e-01	3.054770e+00	9.972831e-01	8.021949e-02	1.157113e+00	4.247358e-02	3.321215e+00	1.001791e+00	9.903953e+00	7.527267e-01	2.462349e-01	2.121989e+00	8.242892e-01	1.044125e+00	7.961694e+01	1.369798e+02	2.471420e-01	1.343088e-01	-9.127147e-14	
1  104.703	2.404324e+00	1.284528e-01	7.736882e-01	3.014654e+00	9.841636e-01	5.634185e-02	9.479644e-01	9.189838e-02	3.261093e+00	1.000454e+00	7.741760e+00	7.440273e-01	2.460729e-01	2.038337e+00	8.004221e-01	1.042889e+00	7.737137e+01	1.388793e+02	2.558918e-01	1.128866e-01	-2.442298e-13	
8  104.639	2.386920e+00	1.243801e-01	7.682131e-01	3.025347e+00	9.905613e-01	6.396482e-02	7.978539e-01	1.226148e-01	3.395375e+00	9.995951e-01	8.439630e+00	7.476101e-01	2.460027e-01	2.060200e+00	7.977318e-01	1.042568e+00	7.682240e+01	1.406525e+02	2.523799e-01	9.670236e-02	-2.510469e-13	
1  105.13	2.386920e+00	1.243801e-01	7.682131e-01	3.025347e+00	9.905613e-01	6.396482e-02	7.978539e-01	1.226148e-01	3.395375e+00	9.984313e-01	8.439630e+00	7.476101e-01	2.460027e-01	2.060200e+00	7.977318e-01	1.042568e+00	7.682240e+01	1.406525e+02	2.523799e-01	9.670236e-02	-2.510469e-13	
1  109.044	2.343810e+00	1.192428e-01	6.910283e-01	2.998885e+00	9.675264e-01	3.503934e-02	5.284471e-02	7.560212e-01	4.057297e+00	9.957554e-01	5.355186e+00	6.997145e-01	2.458265e-01	2.006325e+00	7.849241e-01	1.041515e+00	6.913072e+01	1.458585e+02	3.001777e-01	7.305942e-03	8.099079e-14	
2  109.033	2.311201e+00	1.263689e-01	6.890312e-01	2.972998e+00	9.500869e-01	1.198836e-02	2.799492e-01	9.986273e-01	4.437604e+00	1.002895e+00	2.477367e+00	6.836609e-01	2.456966e-01	1.953864e+00	7.872595e-01	1.041342e+00	6.892851e+01	1.432875e+02	3.159617e-01	3.621084e-02	3.931452e-13	
10  112.113	2.311201e+00	1.263689e-01	6.890312e-01	2.972998e+00	9.500869e-01	1.198836e-02	2.799492e-01	9.986273e-01	4.437604e+00	1.000615e+00	2.477367e+00	6.836609e-01	2.456966e-01	1.953864e+00	7.872595e-01	1.041342e+00	6.892851e+01	1.432875e+02	3.159617e-01	3.621084e-02	3.931452e-13	
10  110.354	2.311201e+00	1.263689e-01	6.890312e-01	2.972998e+00	9.500869e-01	1.198836e-02	2.799492e-01	9.986273e-01	4.437604e+00	1.001738e+00	2.477367e+00	6.836609e-01	2.456966e-01	1.953864e+00	7.872595e-01	1.041342e+00	6.892851e+01	1.432875e+02	3.159617e-01	3.621084e-02	3.931452e-13	
10  110.04	2.311201e+00	1.263689e-01	6.890312e-01	2.972998e+00	9.500869e-01	1.198836e-02	2.799492e-01	9.986273e-01	4.437604e+00	1.001977e+00	2.477367e+00	6.836609e-01	2.456966e-01	1.953864e+00	7.872595e-01	1.041342e+00	6.892851e+01	1.432875e+02	3.159617e-01	3.621084e-02	3.931452e-13	
