# z_reio	Omega_Lambda	YHe	A_s	sigma8	100*theta_s
4.8582305908203125	0.7514837194882098	0.24828114129184622	1.4429922908931622e-09	0.5191884027574872	0.997229452820142
16.310150146484375	0.736591369949413	0.24210909416366955	1.808692987239571e-09	0.7956933816177457	1.0561308576269923
41.2747802734375	0.4605533686837582	0.24115807325496064	1.6219724671879914e-09	1.1250914339663152	1.1528567172373518
9.570816040039062	0.8674882213749643	0.24829062189052245	1.3410852098405377e-09	0.22166099564126832	0.892390700891691
17.615692138671875	0.6796295060956972	0.24725957819807395	1.5901067744863889e-09	0.8202526380060434	1.0443770737493001
24.89093017578125	0.7148001537696649	0.24274116999202192	2.760324069897916e-09	1.0461230553784102	1.0606031271002794
13.057525634765625	0.6663121493552073	0.24562064943782305	9.144925435608228e-10	0.6098280296539603	1.0669773732241226
19.654022216796875	0.5787011573506875	0.24425647832004385	2.954399868270445e-09	1.2205232702002224	1.105817022686206
11.109039306640625	0.703307214253836	0.24873552968581414	1.682828976819933e-09	0.7095198417201876	1.0105102128883516
22.18157958984375	0.4524645865680901	0.2448002708661468	5.240670641562652e-09	1.8692970148640011	1.136192974575765
14.166534423828125	0.5883912904930851	0.24651385924085542	4.7685818723386836e-09	1.5747057942393363	1.0859686689989088
29.05462646484375	0.5779710306902116	0.24483829805784152	2.743626517541817e-09	1.1254085517130779	1.0993589366922518
28.66717529296875	0.4855171931355797	0.24811874996366304	1.4876568855638188e-09	0.9963544771111426	1.1011950086834557
19.620330810546875	0.6674926549775834	0.2436433338051313	3.493365234563946e-09	1.3683936810695059	1.0814814557862906
14.594696044921875	0.7458769002457777	0.2412101591411514	1.1089176978057533e-09	0.6301211848036572	1.052491466917686
24.55963134765625	0.5429094553263867	0.24879452625282783	3.4114314768247647e-09	1.3507575990604643	1.078543587222524
22.39495849609375	0.6252195042002024	0.24591003717299129	3.275145629840943e-09	1.325903772484826	1.080091876676468
9.139144897460938	0.8917932034996935	0.24859716739219345	1.4390112813196295e-09	0.14622571784361177	0.8415576162507715
27.77435302734375	0.5984456438605089	0.2473500784000352	1.4065659735353797e-09	0.8303900371616646	1.0694601789339526
18.375152587890625	0.6306376943746786	0.247865565015009	8.544034096907774e-10	0.6199259653412249	1.0599488052024337
31.61517333984375	0.49010253391266956	0.24699259733177312	2.4407503772937036e-09	1.1856792554043956	1.1061337111436442
27.18194580078125	0.5795996480111985	0.2478072063547191	9.289929721559954e-10	0.6308138998902089	1.0740606302024098
21.53863525390625	0.49676669171186183	0.24672888362690085	3.98530520720467e-09	1.5173058913967867	1.1111734738174925
21.95416259765625	0.8668277151784587	0.24632571687658994	1.964817022428616e-09	0.3185642624621509	0.9047607982529261
13.558685302734375	0.8677191832859461	0.2477279402334318	2.9669308269303853e-09	0.3836171024188872	0.8992994765331027
18.749969482421875	0.7484561057544277	0.24572621408430625	2.327322640921192e-09	0.7370554138200028	1.020998210103963
10.032669067382812	0.8983162585997277	0.2441393021173711	2.6949883746275734e-09	0.32163825753927494	0.8694743909288801
9.594680786132812	0.5805087993263589	0.24235320371068836	1.5095882806219413e-09	0.8655869171865391	1.1230800228205866
17.436004638671875	0.8068422845928518	0.2452409655817867	2.675145900732325e-09	0.5996609014990351	0.9844424973649959
8.446365356445312	0.7602349131673722	0.2488881928004928	1.6074165060134715e-09	0.5142692654979224	0.9762178849878511
20.160797119140625	0.6500429190009323	0.24493676215235657	1.3253737821452735e-09	0.7945415268417861	1.080629876634995
20.56158447265625	0.8893987135242901	0.24555099747878736	1.602274976425245e-09	0.24473543730461572	0.8873746863918576
17.511810302734375	0.7070251908115168	0.24585013037834233	1.8148963352794428e-09	0.7246320835434353	1.0479534869455696
16.760772705078125	0.6236927112944215	0.24878833467672296	1.7266239948548822e-09	0.8135234408664711	1.0433883242145656
15.050933837890625	0.8975388944938454	0.24594232318852874	1.5179522819041596e-09	0.18720895818950328	0.8569920043258586
28.15899658203125	0.8068581693537854	0.24332000590665329	4.229295677637741e-09	0.9032647717774823	0.9943217363707325
