5  19815.6	2.300314e+00	1.314699e-01	1.040099e+00	3.069906e+00	9.967212e-01	5.469818e-02	7.139589e-03	8.604194e-02	-2.078014e+00	2.951991e+00	1.001187e+00	-1.910000e+01	3.000000e+00	1.000000e+00	-4.200000e-01	1.590000e+00	-6.000000e-01	-3.100000e+00	2.000000e-01	6.017519e+01	8.675985e-01	5.790419e-01	2.442917e-01	2.174414e-09	7.795753e+00	
5  18992.3	2.301686e+00	1.317255e-01	1.040175e+00	3.083214e+00	9.993696e-01	5.684965e-02	5.102877e-02	1.099154e-01	-2.158786e+00	3.250203e+00	1.005172e+00	-1.910000e+01	3.000000e+00	1.000000e+00	-4.200000e-01	1.590000e+00	-6.000000e-01	-3.100000e+00	2.000000e-01	6.308264e+01	8.406211e-01	6.079209e-01	2.484717e-01	2.198886e-09	8.114882e+00	
1  18974.8	2.301686e+00	1.317255e-01	1.040175e+00	3.083214e+00	9.993696e-01	5.684965e-02	5.102877e-02	1.099154e-01	-2.158786e+00	3.250203e+00	1.006178e+00	-1.910000e+01	3.000000e+00	1.000000e+00	-4.200000e-01	1.590000e+00	-6.000000e-01	-3.100000e+00	2.000000e-01	6.308264e+01	8.406211e-01	6.079209e-01	2.484717e-01	2.198886e-09	8.114882e+00	
1  18880.6	2.301686e+00	1.317255e-01	1.040175e+00	3.083214e+00	9.993696e-01	5.684965e-02	5.102877e-02	1.099154e-01	-2.158786e+00	3.250203e+00	1.006178e+00	-1.911202e+01	3.000000e+00	1.000000e+00	-4.200000e-01	1.590000e+00	-6.000000e-01	-3.100000e+00	2.000000e-01	6.308264e+01	8.406211e-01	6.079209e-01	2.484717e-01	2.198886e-09	8.114882e+00	
1  18880.6	2.301686e+00	1.317255e-01	1.040175e+00	3.083214e+00	9.993696e-01	5.684965e-02	5.102877e-02	1.099154e-01	-2.158786e+00	3.250203e+00	1.006178e+00	-1.911202e+01	2.884578e+00	1.771448e+00	-4.130026e-01	1.599269e+00	-5.955351e-01	-3.075853e+00	1.897991e-01	6.308264e+01	8.406211e-01	6.079209e-01	2.484717e-01	2.198886e-09	8.114882e+00	
1  18880.6	2.301686e+00	1.317255e-01	1.040175e+00	3.083214e+00	9.993696e-01	5.684965e-02	5.102877e-02	1.099154e-01	-2.158786e+00	3.250203e+00	1.006178e+00	-1.911202e+01	2.884512e+00	2.171158e+00	-4.218142e-01	1.595821e+00	-5.882171e-01	-3.075140e+00	2.035765e-01	6.308264e+01	8.406211e-01	6.079209e-01	2.484717e-01	2.198886e-09	8.114882e+00	
1  18880.7	2.301686e+00	1.317255e-01	1.040175e+00	3.083214e+00	9.993696e-01	5.684965e-02	5.102877e-02	1.099154e-01	-2.158786e+00	3.250203e+00	1.006178e+00	-1.911202e+01	2.839235e+00	2.124864e+00	-4.244004e-01	1.585109e+00	-5.888166e-01	-3.071437e+00	2.074813e-01	6.308264e+01	8.406211e-01	6.079209e-01	2.484717e-01	2.198886e-09	8.114882e+00	
1  18880.8	2.301686e+00	1.317255e-01	1.040175e+00	3.083214e+00	9.993696e-01	5.684965e-02	5.102877e-02	1.099154e-01	-2.158786e+00	3.250203e+00	1.006178e+00	-1.911202e+01	2.905849e+00	1.124263e+00	-4.222017e-01	1.596061e+00	-5.908149e-01	-3.056099e+00	2.087921e-01	6.308264e+01	8.406211e-01	6.079209e-01	2.484717e-01	2.198886e-09	8.114882e+00	
2  18880.6	2.301686e+00	1.317255e-01	1.040175e+00	3.083214e+00	9.993696e-01	5.684965e-02	5.102877e-02	1.099154e-01	-2.158786e+00	3.250203e+00	1.006178e+00	-1.911202e+01	2.886125e+00	2.220118e+00	-4.456255e-01	1.595827e+00	-5.907288e-01	-3.042518e+00	2.110672e-01	6.308264e+01	8.406211e-01	6.079209e-01	2.484717e-01	2.198886e-09	8.114882e+00	
1  18881.1	2.301686e+00	1.317255e-01	1.040175e+00	3.083214e+00	9.993696e-01	5.684965e-02	5.102877e-02	1.099154e-01	-2.158786e+00	3.250203e+00	1.006178e+00	-1.911202e+01	2.748506e+00	9.365876e-01	-4.557810e-01	1.580481e+00	-5.979204e-01	-3.042716e+00	2.145001e-01	6.308264e+01	8.406211e-01	6.079209e-01	2.484717e-01	2.198886e-09	8.114882e+00	
